epoch,best_auc_ZHEYI_vs_self/epoch,best_auc_ZHEYI_vs_self/acc_yinda_level0,best_auc_ZHEYI_vs_self/auc_yinda_level0,best_auc_ZHEYI_vs_self/mean_average_precision_at_r_level0,best_auc_ZHEYI_vs_self/precision_at_1_level0,best_auc_ZHEYI_vs_self/r_precision_level0,best_auc_ZHEYI_vs_self/best_epoch,best_auc_ZHEYI_vs_self/best_accuracy
174,174.0,0.8653846383094788,0.8725038170814514,0.6124417185783386,0.75,0.7208333611488342,69.0,0.8966235518455505
175,175.0,0.8653846383094788,0.8725038170814514,0.6132512092590332,0.75,0.721794843673706,69.0,0.8966235518455505
176,176.0,0.8653846383094788,0.8725038170814514,0.6151026487350464,0.75,0.723397433757782,69.0,0.8966235518455505
177,177.0,0.8653846383094788,0.8725038170814514,0.6147792339324951,0.75,0.723397433757782,69.0,0.8966235518455505
178,178.0,0.8653846383094788,0.8709677457809448,0.6177469491958618,0.75,0.7259615659713745,69.0,0.8966235518455505
179,179.0,0.8653846383094788,0.8725038170814514,0.6184421181678772,0.75,0.7269230484962463,69.0,0.8966235518455505
180,180.0,0.8653846383094788,0.8725038170814514,0.6199344992637634,0.75,0.728205144405365,69.0,0.8966235518455505
181,181.0,0.8653846383094788,0.8725038170814514,0.6184582710266113,0.7692307829856873,0.7272436022758484,69.0,0.8966235518455505
182,182.0,0.8653846383094788,0.8725038170814514,0.6164147257804871,0.7692307829856873,0.7240384817123413,69.0,0.8966235518455505
183,183.0,0.8653846383094788,0.8725038170814514,0.6162782907485962,0.7692307829856873,0.7246794700622559,69.0,0.8966235518455505
184,184.0,0.8653846383094788,0.8725038170814514,0.6164565682411194,0.7692307829856873,0.7253205180168152,69.0,0.8966235518455505
185,185.0,0.8653846383094788,0.8740399479866028,0.6177989840507507,0.7692307829856873,0.7250000238418579,69.0,0.8966235518455505
186,186.0,0.8653846383094788,0.8740399479866028,0.6182146668434143,0.7692307829856873,0.7243589758872986,69.0,0.8966235518455505
187,187.0,0.8653846383094788,0.8740399479866028,0.6181633472442627,0.7692307829856873,0.7240384817123413,69.0,0.8966235518455505
188,188.0,0.8653846383094788,0.8740399479866028,0.6184778213500977,0.7692307829856873,0.7240384817123413,69.0,0.8966235518455505
189,189.0,0.8653846383094788,0.8740399479866028,0.6184616088867188,0.7692307829856873,0.7230769395828247,69.0,0.8966235518455505
190,190.0,0.8653846383094788,0.8740399479866028,0.6175724267959595,0.7692307829856873,0.7237179279327393,69.0,0.8966235518455505
191,191.0,0.8653846383094788,0.8740399479866028,0.6200835108757019,0.7692307829856873,0.7275640964508057,69.0,0.8966235518455505
192,192.0,0.8653846383094788,0.8725038170814514,0.6184254288673401,0.75,0.7278845906257629,69.0,0.8966235518455505
193,193.0,0.8653846383094788,0.8709677457809448,0.6190217733383179,0.75,0.7278845906257629,69.0,0.8966235518455505
194,194.0,0.8653846383094788,0.8725038170814514,0.6199506521224976,0.7692307829856873,0.7278845906257629,69.0,0.8966235518455505
195,195.0,0.8653846383094788,0.8740399479866028,0.6189794540405273,0.7692307829856873,0.7262820601463318,69.0,0.8966235518455505
196,196.0,0.8653846383094788,0.8740399479866028,0.6202216744422913,0.7692307829856873,0.7278845906257629,69.0,0.8966235518455505
197,197.0,0.8653846383094788,0.8740399479866028,0.6200923323631287,0.7692307829856873,0.7278845906257629,69.0,0.8966235518455505
198,198.0,0.8653846383094788,0.8740399479866028,0.6192631125450134,0.75,0.7272436022758484,69.0,0.8966235518455505
199,199.0,0.8653846383094788,0.8740399479866028,0.6180354356765747,0.75,0.7240384817123413,69.0,0.8966235518455505
200,200.0,0.8653846383094788,0.8725038170814514,0.6179490685462952,0.7884615659713745,0.7240384817123413,69.0,0.8966235518455505
201,201.0,0.8653846383094788,0.8725038170814514,0.6192389130592346,0.807692289352417,0.7250000238418579,69.0,0.8966235518455505
202,202.0,0.8653846383094788,0.8725038170814514,0.6183039546012878,0.807692289352417,0.723397433757782,69.0,0.8966235518455505
203,203.0,0.8653846383094788,0.8725038170814514,0.6176930665969849,0.807692289352417,0.7227563858032227,69.0,0.8966235518455505
204,204.0,0.8653846383094788,0.8740399479866028,0.618188738822937,0.807692289352417,0.7243589758872986,69.0,0.8966235518455505
205,205.0,0.8653846383094788,0.8740399479866028,0.6166611909866333,0.7884615659713745,0.7224358916282654,69.0,0.8966235518455505
206,206.0,0.8653846383094788,0.8740399479866028,0.6152262091636658,0.7884615659713745,0.7201923131942749,69.0,0.8966235518455505
207,207.0,0.8653846383094788,0.8740399479866028,0.6169430613517761,0.7884615659713745,0.7240384817123413,69.0,0.8966235518455505
208,208.0,0.8653846383094788,0.8740399479866028,0.6179130673408508,0.7884615659713745,0.7253205180168152,69.0,0.8966235518455505
209,209.0,0.8653846383094788,0.8740399479866028,0.6187372207641602,0.807692289352417,0.7259615659713745,69.0,0.8966235518455505
210,210.0,0.8653846383094788,0.8740399479866028,0.6173997521400452,0.75,0.7256410121917725,69.0,0.8966235518455505
211,211.0,0.8653846383094788,0.8740399479866028,0.6191900968551636,0.7692307829856873,0.7272436022758484,69.0,0.8966235518455505
212,212.0,0.8653846383094788,0.8740399479866028,0.6187718510627747,0.7692307829856873,0.7253205180168152,69.0,0.8966235518455505
213,213.0,0.8653846383094788,0.8740399479866028,0.6179065108299255,0.7884615659713745,0.7237179279327393,69.0,0.8966235518455505
214,214.0,0.8653846383094788,0.8740399479866028,0.6195678114891052,0.7884615659713745,0.7256410121917725,69.0,0.8966235518455505
215,215.0,0.8653846383094788,0.8740399479866028,0.6200323700904846,0.807692289352417,0.7256410121917725,69.0,0.8966235518455505
216,216.0,0.8461538553237915,0.8755760192871094,0.6174917221069336,0.7884615659713745,0.721794843673706,69.0,0.8966235518455505
