epoch,best_auc_TOTAL_vs_self/epoch,best_auc_TOTAL_vs_self/acc_yinda_level0,best_auc_TOTAL_vs_self/auc_yinda_level0,best_auc_TOTAL_vs_self/mean_average_precision_at_r_level0,best_auc_TOTAL_vs_self/precision_at_1_level0,best_auc_TOTAL_vs_self/r_precision_level0,best_auc_TOTAL_vs_self/best_epoch,best_auc_TOTAL_vs_self/best_accuracy
48,48.0,0.8448275923728943,0.8948110938072205,0.5888586640357971,0.7543103694915771,0.717356264591217,48.0,0.8698193430900574
49,49.0,0.818965494632721,0.8949770927429199,0.5888901352882385,0.7607758641242981,0.717292070388794,48.0,0.8698193430900574
50,50.0,0.806034505367279,0.8950393199920654,0.5892561078071594,0.7607758641242981,0.7173782587051392,48.0,0.8698193430900574
51,51.0,0.8232758641242981,0.8964293599128723,0.5907148122787476,0.7586206793785095,0.7187448740005493,48.0,0.8698193430900574
52,52.0,0.8426724076271057,0.8969688415527344,0.591491162776947,0.7586206793785095,0.7193048000335693,52.0,0.8698205947875977
53,53.0,0.8125,0.8964293599128723,0.5911672711372375,0.7629310488700867,0.7188166379928589,52.0,0.8698205947875977
54,54.0,0.818965494632721,0.8974459767341614,0.5918974876403809,0.7629310488700867,0.719034731388092,52.0,0.8698205947875977
55,55.0,0.8340517282485962,0.8987531065940857,0.5934422612190247,0.7521551847457886,0.7200210094451904,52.0,0.8698205947875977
56,56.0,0.8469827771186829,0.8998112082481384,0.594547688961029,0.756465494632721,0.7205836176872253,56.0,0.8733969926834106
57,57.0,0.8362069129943848,0.9001224040985107,0.5949042439460754,0.7650862336158752,0.720653235912323,56.0,0.8733969926834106
58,58.0,0.829741358757019,0.9001224040985107,0.5957311391830444,0.7737069129943848,0.7214100956916809,56.0,0.8733969926834106
59,59.0,0.829741358757019,0.9004335999488831,0.5964500904083252,0.7715517282485962,0.722059428691864,56.0,0.8733969926834106
60,60.0,0.8318965435028076,0.9010767936706543,0.5967602133750916,0.7693965435028076,0.7223354578018188,56.0,0.8733969926834106
61,61.0,0.8254310488700867,0.9013879895210266,0.5969815254211426,0.7650862336158752,0.7224782109260559,56.0,0.8733969926834106
62,62.0,0.8211206793785095,0.901782214641571,0.5969105958938599,0.767241358757019,0.7221255302429199,56.0,0.8733969926834106
63,63.0,0.8275862336158752,0.9031307697296143,0.5981659293174744,0.767241358757019,0.7230833768844604,56.0,0.8733969926834106
64,64.0,0.8448275923728943,0.9041681289672852,0.5999834537506104,0.7758620977401733,0.7245057821273804,64.0,0.8744978904724121
65,65.0,0.8448275923728943,0.9048320651054382,0.6010119915008545,0.7737069129943848,0.7250638008117676,65.0,0.8748298287391663
66,66.0,0.829741358757019,0.9048113226890564,0.6011707186698914,0.7823275923728943,0.724784255027771,65.0,0.8748298287391663
67,67.0,0.8168103694915771,0.9049150347709656,0.6013501286506653,0.7801724076271057,0.724875807762146,65.0,0.8748298287391663
68,68.0,0.8469827771186829,0.9057656526565552,0.6026409268379211,0.7693965435028076,0.7258908152580261,68.0,0.8763742446899414
69,69.0,0.8512930870056152,0.9066785573959351,0.6042432188987732,0.7693965435028076,0.7273880243301392,69.0,0.8789858222007751
70,70.0,0.8512930870056152,0.9068445563316345,0.6045982837677002,0.7737069129943848,0.7275088429450989,70.0,0.8790688514709473
71,71.0,0.8469827771186829,0.90690678358078,0.6046240329742432,0.7737069129943848,0.7275494933128357,70.0,0.8790688514709473
72,72.0,0.8469827771186829,0.9073010087013245,0.6052400469779968,0.7780172228813171,0.727885901927948,70.0,0.8790688514709473
73,73.0,0.8405172228813171,0.9077781438827515,0.6057966351509094,0.7844827771186829,0.7282223701477051,70.0,0.8790688514709473
74,74.0,0.829741358757019,0.9078819155693054,0.6062158346176147,0.7887930870056152,0.7285075783729553,70.0,0.8790688514709473
75,75.0,0.8254310488700867,0.9085457921028137,0.6071717143058777,0.7823275923728943,0.7293803691864014,70.0,0.8790688514709473
76,76.0,0.8318965435028076,0.9092304706573486,0.6083829402923584,0.7887930870056152,0.7304072976112366,70.0,0.8790688514709473
77,77.0,0.8491379022598267,0.9101641178131104,0.6092747449874878,0.7887930870056152,0.7310731410980225,77.0,0.8796510100364685
78,78.0,0.8469827771186829,0.910205602645874,0.6096094846725464,0.7995689511299133,0.7312267422676086,77.0,0.8796510100364685
79,79.0,0.8426724076271057,0.9104753136634827,0.6102232933044434,0.7995689511299133,0.7317154407501221,77.0,0.8796510100364685
80,80.0,0.8426724076271057,0.910786509513855,0.6107856035232544,0.8017241358757019,0.732160747051239,77.0,0.8796510100364685
81,81.0,0.8405172228813171,0.9113467335700989,0.6112109422683716,0.7931034564971924,0.7324216365814209,77.0,0.8796510100364685
82,82.0,0.829741358757019,0.9118861556053162,0.6117788553237915,0.7909482717514038,0.7326383590698242,77.0,0.8796510100364685
83,83.0,0.8405172228813171,0.9122803211212158,0.6127450466156006,0.795258641242981,0.7334626317024231,77.0,0.8796510100364685
84,84.0,0.857758641242981,0.9127160310745239,0.6131867170333862,0.795258641242981,0.7336243987083435,84.0,0.8852373361587524
85,85.0,0.8448275923728943,0.9129442572593689,0.613491415977478,0.8038793206214905,0.7338513731956482,84.0,0.8852373361587524
86,86.0,0.8340517282485962,0.9129857420921326,0.6138515472412109,0.8017241358757019,0.7340130805969238,84.0,0.8852373361587524
87,87.0,0.8318965435028076,0.9134629368782043,0.6142944693565369,0.7974137663841248,0.7342000007629395,84.0,0.8852373361587524
88,88.0,0.8556034564971924,0.9140231013298035,0.6149765849113464,0.7974137663841248,0.7346621155738831,84.0,0.8852373361587524
89,89.0,0.8642241358757019,0.9147077798843384,0.615917444229126,0.7974137663841248,0.7353875637054443,89.0,0.8894659280776978
90,90.0,0.8512930870056152,0.9146870374679565,0.6164510846138,0.7974137663841248,0.7356817722320557,89.0,0.8894659280776978
91,91.0,0.8448275923728943,0.9148529767990112,0.617165207862854,0.7995689511299133,0.7364922761917114,89.0,0.8894659280776978
92,92.0,0.8642241358757019,0.9154546856880188,0.618018388748169,0.7974137663841248,0.7369784712791443,92.0,0.8898394107818604
93,93.0,0.8663793206214905,0.9157658815383911,0.6183848977088928,0.7931034564971924,0.7371764779090881,93.0,0.8910725712776184
94,94.0,0.8469827771186829,0.9157036542892456,0.6185851097106934,0.7909482717514038,0.7374666333198547,93.0,0.8910725712776184
95,95.0,0.8448275923728943,0.9159526228904724,0.6183904409408569,0.7931034564971924,0.7369028925895691,93.0,0.8910725712776184
96,96.0,0.857758641242981,0.9164298176765442,0.6191378235816956,0.795258641242981,0.737253725528717,93.0,0.8910725712776184
97,97.0,0.8642241358757019,0.9167410135269165,0.6194971203804016,0.7931034564971924,0.7371789216995239,93.0,0.8910725712776184
98,98.0,0.8405172228813171,0.9171352386474609,0.6208835244178772,0.7909482717514038,0.7383169531822205,93.0,0.8910725712776184
99,99.0,0.857758641242981,0.9178198575973511,0.6215584874153137,0.7909482717514038,0.738689661026001,93.0,0.8910725712776184
100,100.0,0.8663793206214905,0.9181103110313416,0.6220378875732422,0.7974137663841248,0.7389993071556091,100.0,0.892244815826416
101,101.0,0.8620689511299133,0.9185252785682678,0.6229897737503052,0.7974137663841248,0.7398764491081238,100.0,0.892244815826416
102,102.0,0.8534482717514038,0.9186705350875854,0.6238470673561096,0.795258641242981,0.7405823469161987,100.0,0.892244815826416
103,103.0,0.8383620977401733,0.9188364744186401,0.623795747756958,0.7887930870056152,0.7403264045715332,100.0,0.892244815826416
104,104.0,0.8599137663841248,0.9189609885215759,0.6242632269859314,0.8038793206214905,0.740447998046875,100.0,0.892244815826416
105,105.0,0.8663793206214905,0.9189817309379578,0.6243757605552673,0.7974137663841248,0.7402735352516174,105.0,0.8926805257797241
106,106.0,0.8383620977401733,0.9188987612724304,0.6243596076965332,0.7974137663841248,0.740213930606842,105.0,0.8926805257797241
107,107.0,0.8448275923728943,0.9191269278526306,0.6247316598892212,0.7931034564971924,0.7404842972755432,105.0,0.8926805257797241
108,108.0,0.8556034564971924,0.9197908639907837,0.6257354617118835,0.795258641242981,0.7412717938423157,105.0,0.8926805257797241
109,109.0,0.8663793206214905,0.9202680587768555,0.6262446641921997,0.8038793206214905,0.7413652539253235,109.0,0.8933236598968506
110,110.0,0.8491379022598267,0.9203717708587646,0.6266376972198486,0.7974137663841248,0.7417693734169006,109.0,0.8933236598968506
111,111.0,0.8534482717514038,0.9203510284423828,0.626685619354248,0.795258641242981,0.7417561411857605,109.0,0.8933236598968506
112,112.0,0.8599137663841248,0.9205377697944641,0.6271461844444275,0.7909482717514038,0.7420521974563599,109.0,0.8933236598968506
113,113.0,0.8556034564971924,0.920558512210846,0.628139853477478,0.8017241358757019,0.7428756952285767,109.0,0.8933236598968506
114,114.0,0.8534482717514038,0.9205792546272278,0.6284133195877075,0.7931034564971924,0.7432078123092651,109.0,0.8933236598968506
115,115.0,0.857758641242981,0.9207452535629272,0.6287843585014343,0.7931034564971924,0.7432752251625061,109.0,0.8933236598968506
116,116.0,0.8426724076271057,0.9206830263137817,0.6291971802711487,0.8017241358757019,0.7435477375984192,109.0,0.8933236598968506
117,117.0,0.8491379022598267,0.9209734797477722,0.6301155090332031,0.806034505367279,0.7442707419395447,109.0,0.8933236598968506
118,118.0,0.8556034564971924,0.9214299321174622,0.6308954358100891,0.8081896305084229,0.7448650598526001,109.0,0.8933236598968506
119,119.0,0.8599137663841248,0.9216580986976624,0.6314026713371277,0.8125,0.7451838850975037,109.0,0.8933236598968506
120,120.0,0.857758641242981,0.9219070672988892,0.6318904161453247,0.8146551847457886,0.7455694079399109,109.0,0.8933236598968506
121,121.0,0.8556034564971924,0.9219900965690613,0.6324582099914551,0.818965494632721,0.7460231184959412,109.0,0.8933236598968506
122,122.0,0.8706896305084229,0.9222805500030518,0.632952094078064,0.8168103694915771,0.7466374635696411,122.0,0.8964850902557373
123,123.0,0.8663793206214905,0.9227162599563599,0.6334590911865234,0.8168103694915771,0.7467498779296875,122.0,0.8964850902557373
124,124.0,0.8706896305084229,0.9229652285575867,0.6344630718231201,0.8211206793785095,0.7474558353424072,124.0,0.8968274593353271
125,125.0,0.8620689511299133,0.9234216213226318,0.6344811320304871,0.818965494632721,0.747066855430603,124.0,0.8968274593353271
126,126.0,0.8534482717514038,0.9233801364898682,0.6344131827354431,0.818965494632721,0.7471632957458496,124.0,0.8968274593353271
127,127.0,0.868534505367279,0.9237328767776489,0.6347379684448242,0.8146551847457886,0.7472532391548157,124.0,0.8968274593353271
128,128.0,0.8620689511299133,0.9240233302116394,0.6361242532730103,0.818965494632721,0.7482414245605469,124.0,0.8968274593353271
129,129.0,0.8599137663841248,0.9241892695426941,0.6364808082580566,0.8211206793785095,0.7483538389205933,124.0,0.8968274593353271
130,130.0,0.8706896305084229,0.924293041229248,0.6369659304618835,0.818965494632721,0.748672366142273,130.0,0.8974913358688354
131,131.0,0.8663793206214905,0.9242515563964844,0.6369384527206421,0.818965494632721,0.748645007610321,130.0,0.8974913358688354
132,132.0,0.8534482717514038,0.9244174957275391,0.6368834972381592,0.818965494632721,0.7484906315803528,130.0,0.8974913358688354
133,133.0,0.8556034564971924,0.9245627522468567,0.6365064382553101,0.818965494632721,0.7478212714195251,130.0,0.8974913358688354
134,134.0,0.8663793206214905,0.9248117208480835,0.636711061000824,0.8211206793785095,0.7478532195091248,130.0,0.8974913358688354
135,135.0,0.875,0.924873948097229,0.6370841860771179,0.8232758641242981,0.7482392191886902,135.0,0.8999369740486145
136,136.0,0.8728448152542114,0.9252681732177734,0.6375163197517395,0.8254310488700867,0.7483638525009155,135.0,0.8999369740486145
137,137.0,0.8642241358757019,0.9256830811500549,0.6388427019119263,0.8340517282485962,0.7493523359298706,135.0,0.8999369740486145
138,138.0,0.8642241358757019,0.9258905649185181,0.6399555802345276,0.8362069129943848,0.7502272725105286,135.0,0.8999369740486145
139,139.0,0.8706896305084229,0.9254963994026184,0.6400415301322937,0.8318965435028076,0.7505306601524353,135.0,0.8999369740486145
140,140.0,0.8706896305084229,0.9253511428833008,0.6401455402374268,0.8318965435028076,0.7504245042800903,135.0,0.8999369740486145
141,141.0,0.8728448152542114,0.925766110420227,0.6407343745231628,0.8254310488700867,0.7505274415016174,135.0,0.8999369740486145
142,142.0,0.8642241358757019,0.9263885021209717,0.6416311860084534,0.8275862336158752,0.7508422136306763,135.0,0.8999369740486145
143,143.0,0.8728448152542114,0.9265130162239075,0.6422479748725891,0.8275862336158752,0.7513782978057861,135.0,0.8999369740486145
144,144.0,0.868534505367279,0.9264092445373535,0.6425570249557495,0.8275862336158752,0.7516515851020813,135.0,0.8999369740486145
145,145.0,0.875,0.9268449544906616,0.6436982750892639,0.8275862336158752,0.752566933631897,145.0,0.9009224772453308
146,146.0,0.8728448152542114,0.9270524382591248,0.6447285413742065,0.8362069129943848,0.7535209655761719,145.0,0.9009224772453308
147,147.0,0.8793103694915771,0.9271768927574158,0.6446829438209534,0.829741358757019,0.7534351348876953,147.0,0.9032436013221741
148,148.0,0.8663793206214905,0.9271976351737976,0.6449253559112549,0.8275862336158752,0.7537718415260315,147.0,0.9032436013221741
149,149.0,0.8728448152542114,0.9274051189422607,0.6459120512008667,0.8211206793785095,0.7545974850654602,147.0,0.9032436013221741
150,150.0,0.8793103694915771,0.9276955723762512,0.6465750932693481,0.8168103694915771,0.7547258734703064,150.0,0.9035029411315918
151,151.0,0.881465494632721,0.9280068278312683,0.6471216082572937,0.818965494632721,0.7549504637718201,151.0,0.9047361612319946
152,152.0,0.875,0.9280275702476501,0.6474557518959045,0.8168103694915771,0.7549328207969666,151.0,0.9047361612319946
153,153.0,0.8642241358757019,0.9278823137283325,0.647550106048584,0.8168103694915771,0.7549455761909485,151.0,0.9047361612319946
154,154.0,0.8620689511299133,0.9278823137283325,0.6477285623550415,0.8168103694915771,0.7551249265670776,151.0,0.9047361612319946
155,155.0,0.8793103694915771,0.9285255074501038,0.6484934687614441,0.8232758641242981,0.755656898021698,151.0,0.9047361612319946
156,156.0,0.881465494632721,0.9286292195320129,0.6492800712585449,0.8232758641242981,0.7563644647598267,156.0,0.9050473570823669
157,157.0,0.881465494632721,0.9291893839836121,0.6499743461608887,0.829741358757019,0.7567155361175537,157.0,0.9053274393081665
158,158.0,0.8836206793785095,0.9292101263999939,0.6494600176811218,0.818965494632721,0.7561816573143005,158.0,0.9064154028892517
159,159.0,0.8706896305084229,0.929064929485321,0.6487143635749817,0.8254310488700867,0.7554578185081482,158.0,0.9064154028892517
160,160.0,0.881465494632721,0.9295006394386292,0.6496664881706238,0.8211206793785095,0.7562474608421326,158.0,0.9064154028892517
161,161.0,0.8706896305084229,0.9296665787696838,0.6497188210487366,0.8275862336158752,0.7560586333274841,158.0,0.9064154028892517
162,162.0,0.8793103694915771,0.9300815463066101,0.6504355072975159,0.829741358757019,0.7565394639968872,158.0,0.9064154028892517
163,163.0,0.881465494632721,0.9303512573242188,0.6511213779449463,0.8340517282485962,0.757088303565979,158.0,0.9064154028892517
164,164.0,0.881465494632721,0.9302475452423096,0.6517572402954102,0.8318965435028076,0.7576839923858643,158.0,0.9064154028892517
165,165.0,0.8728448152542114,0.9302682876586914,0.6516767144203186,0.8340517282485962,0.7575623393058777,158.0,0.9064154028892517
166,166.0,0.8793103694915771,0.9303927421569824,0.6516503095626831,0.8362069129943848,0.7574149966239929,158.0,0.9064154028892517
167,167.0,0.8793103694915771,0.9307869672775269,0.6522538661956787,0.8383620977401733,0.7577224373817444,158.0,0.9064154028892517
168,168.0,0.881465494632721,0.9309736490249634,0.65348881483078,0.8405172228813171,0.7588590979576111,158.0,0.9064154028892517
169,169.0,0.8793103694915771,0.9311811327934265,0.6538991332054138,0.8383620977401733,0.7591104507446289,158.0,0.9064154028892517
170,170.0,0.881465494632721,0.9309943914413452,0.6541760563850403,0.8426724076271057,0.75927734375,158.0,0.9064154028892517
171,171.0,0.8771551847457886,0.9313886165618896,0.6548312306404114,0.8426724076271057,0.7597513794898987,158.0,0.9064154028892517
172,172.0,0.881465494632721,0.9316790699958801,0.6550204157829285,0.8405172228813171,0.7597724795341492,172.0,0.9065722823143005
173,173.0,0.8706896305084229,0.9317828416824341,0.6550859212875366,0.8340517282485962,0.7598540186882019,172.0,0.9065722823143005
174,174.0,0.8793103694915771,0.9319487810134888,0.655617356300354,0.8362069129943848,0.7601712346076965,172.0,0.9065722823143005
175,175.0,0.8793103694915771,0.9320525527000427,0.6560572981834412,0.8405172228813171,0.7604643702507019,172.0,0.9065722823143005
176,176.0,0.875,0.9320525527000427,0.6562673449516296,0.8340517282485962,0.7606217265129089,172.0,0.9065722823143005
177,177.0,0.881465494632721,0.9322599768638611,0.6564788818359375,0.8426724076271057,0.7607016563415527,177.0,0.906862735748291
178,178.0,0.881465494632721,0.9324467182159424,0.6561131477355957,0.8383620977401733,0.7602741718292236,178.0,0.906956136226654
179,179.0,0.8771551847457886,0.9324467182159424,0.6562817096710205,0.8362069129943848,0.7603058815002441,178.0,0.906956136226654
180,180.0,0.8836206793785095,0.9326749444007874,0.6571727395057678,0.8405172228813171,0.7611114978790283,180.0,0.9081478118896484
181,181.0,0.8836206793785095,0.9328616857528687,0.6576451659202576,0.8448275923728943,0.7614232897758484,181.0,0.9082412123680115
182,182.0,0.8836206793785095,0.932944655418396,0.658187747001648,0.8448275923728943,0.7617973685264587,182.0,0.9082826972007751
183,183.0,0.8836206793785095,0.9332766532897949,0.65907222032547,0.8426724076271057,0.7623965740203857,183.0,0.9084486365318298
184,184.0,0.8857758641242981,0.9332351088523865,0.6593724489212036,0.8491379022598267,0.7625588178634644,184.0,0.9095054864883423
185,185.0,0.8728448152542114,0.93304842710495,0.6589357852935791,0.8405172228813171,0.7622950077056885,184.0,0.9095054864883423
186,186.0,0.8706896305084229,0.9331313967704773,0.6589925289154053,0.8448275923728943,0.7622887492179871,184.0,0.9095054864883423
187,187.0,0.881465494632721,0.9330899119377136,0.6597884893417358,0.8469827771186829,0.7628527283668518,184.0,0.9095054864883423
188,188.0,0.881465494632721,0.9327994585037231,0.6597771048545837,0.8448275923728943,0.7629689574241638,184.0,0.9095054864883423
189,189.0,0.881465494632721,0.9328616857528687,0.6601167917251587,0.8405172228813171,0.7631227970123291,184.0,0.9095054864883423
190,190.0,0.881465494632721,0.9334425926208496,0.6618179678916931,0.8512930870056152,0.7645119428634644,184.0,0.9095054864883423
191,191.0,0.881465494632721,0.933836817741394,0.6626596450805664,0.8469827771186829,0.7652842402458191,184.0,0.9095054864883423
192,192.0,0.881465494632721,0.9340027570724487,0.6632362008094788,0.8534482717514038,0.7655841112136841,184.0,0.9095054864883423
193,193.0,0.875,0.9338990449905396,0.662474513053894,0.8512930870056152,0.7648183107376099,184.0,0.9095054864883423
194,194.0,0.868534505367279,0.93418949842453,0.6623318791389465,0.8512930870056152,0.764583170413971,184.0,0.9095054864883423
195,195.0,0.868534505367279,0.9341480135917664,0.6626980900764465,0.857758641242981,0.7649082541465759,184.0,0.9095054864883423
196,196.0,0.8728448152542114,0.9343347549438477,0.6631297469139099,0.857758641242981,0.765235185623169,184.0,0.9095054864883423
197,197.0,0.8879310488700867,0.9346044659614563,0.6636388301849365,0.8599137663841248,0.7655407786369324,197.0,0.9112677574157715
198,198.0,0.8857758641242981,0.9349778890609741,0.6647007465362549,0.8534482717514038,0.7662412524223328,197.0,0.9112677574157715
199,199.0,0.8857758641242981,0.9348534345626831,0.6647181510925293,0.8448275923728943,0.7661624550819397,197.0,0.9112677574157715
200,200.0,0.8836206793785095,0.9355588555335999,0.6655681133270264,0.8448275923728943,0.7666251063346863,197.0,0.9112677574157715
201,201.0,0.8857758641242981,0.9352890849113464,0.6655207872390747,0.8491379022598267,0.7665343880653381,197.0,0.9112677574157715
202,202.0,0.868534505367279,0.9351024031639099,0.6651122570037842,0.8491379022598267,0.7663149237632751,197.0,0.9112677574157715
203,203.0,0.868534505367279,0.9352890849113464,0.6656306385993958,0.8491379022598267,0.7666987776756287,197.0,0.9112677574157715
204,204.0,0.8836206793785095,0.9359737634658813,0.6668399572372437,0.8491379022598267,0.7676260471343994,197.0,0.9112677574157715
205,205.0,0.8857758641242981,0.9361605048179626,0.6670218110084534,0.8512930870056152,0.7675561308860779,197.0,0.9112677574157715
206,206.0,0.8857758641242981,0.9363887310028076,0.6680447459220886,0.8534482717514038,0.7683408856391907,197.0,0.9112677574157715
207,207.0,0.8857758641242981,0.9363679885864258,0.6685695648193359,0.8534482717514038,0.7688607573509216,197.0,0.9112677574157715
208,208.0,0.8836206793785095,0.93624347448349,0.6687902212142944,0.8491379022598267,0.7691581845283508,197.0,0.9112677574157715
209,209.0,0.8728448152542114,0.9361812472343445,0.6684399247169495,0.8491379022598267,0.768792450428009,197.0,0.9112677574157715
210,210.0,0.8879310488700867,0.93624347448349,0.6687235832214355,0.8620689511299133,0.7689046263694763,210.0,0.9120872616767883
211,211.0,0.8857758641242981,0.9362849593162537,0.6687816977500916,0.8512930870056152,0.7689931988716125,210.0,0.9120872616767883
212,212.0,0.8836206793785095,0.9365339279174805,0.6696361899375916,0.8599137663841248,0.7696211338043213,210.0,0.9120872616767883
