epoch,best_auc_TRAIN_vs_self/epoch,best_auc_TRAIN_vs_self/acc_yinda_level0,best_auc_TRAIN_vs_self/auc_yinda_level0,best_auc_TRAIN_vs_self/mean_average_precision_at_r_level0,best_auc_TRAIN_vs_self/precision_at_1_level0,best_auc_TRAIN_vs_self/r_precision_level0,best_auc_TRAIN_vs_self/best_epoch,best_auc_TRAIN_vs_self/best_accuracy
48,48.0,0.8616352081298828,0.9077518582344055,0.6132972240447998,0.795597493648529,0.7312088012695312,48.0,0.8846935629844666
49,49.0,0.8333333134651184,0.9081968665122986,0.6135615706443787,0.801886796951294,0.7313923239707947,48.0,0.8846935629844666
50,50.0,0.8081761002540588,0.9086418747901917,0.6139050722122192,0.801886796951294,0.7315444946289062,48.0,0.8846935629844666
51,51.0,0.8396226167678833,0.9097988605499268,0.6152601838111877,0.7987421154975891,0.7326162457466125,48.0,0.8846935629844666
52,52.0,0.8584905862808228,0.9107778668403625,0.6162311434745789,0.7987421154975891,0.7333005666732788,48.0,0.8846935629844666
53,53.0,0.8176100850105286,0.9103328585624695,0.6152698993682861,0.795597493648529,0.7322766184806824,48.0,0.8846935629844666
54,54.0,0.8238993883132935,0.9119793772697449,0.6157907247543335,0.805031418800354,0.7322309017181396,48.0,0.8846935629844666
55,55.0,0.8522012829780579,0.9129583239555359,0.6170260310173035,0.8113207817077637,0.7328085899353027,48.0,0.8846935629844666
56,56.0,0.8584905862808228,0.9143378138542175,0.6176754832267761,0.8113207817077637,0.7329252362251282,56.0,0.8864142298698425
57,57.0,0.8553459048271179,0.9144713282585144,0.6177874207496643,0.8144654035568237,0.7328077554702759,56.0,0.8864142298698425
58,58.0,0.8459119200706482,0.914426863193512,0.6187464594841003,0.8176100850105286,0.733883798122406,56.0,0.8864142298698425
59,59.0,0.8427672982215881,0.9146493673324585,0.6198571920394897,0.8176100850105286,0.7350190281867981,56.0,0.8864142298698425
60,60.0,0.8459119200706482,0.9156283140182495,0.6198431849479675,0.8207547068595886,0.7344969511032104,56.0,0.8864142298698425
61,61.0,0.8364779949188232,0.9163848161697388,0.6200982332229614,0.8176100850105286,0.7344982028007507,56.0,0.8864142298698425
62,62.0,0.8301886916160583,0.9167408347129822,0.6201452612876892,0.8144654035568237,0.7342763543128967,56.0,0.8864142298698425
63,63.0,0.8396226167678833,0.9178088307380676,0.6216414570808411,0.8113207817077637,0.7355616092681885,56.0,0.8864142298698425
64,64.0,0.8553459048271179,0.9188323020935059,0.6231241822242737,0.8081761002540588,0.736589252948761,64.0,0.8870891332626343
65,65.0,0.8553459048271179,0.9196777939796448,0.6235755085945129,0.8081761002540588,0.7369333505630493,65.0,0.8875118494033813
66,66.0,0.8396226167678833,0.919455349445343,0.6228193044662476,0.8144654035568237,0.735877275466919,65.0,0.8875118494033813
67,67.0,0.8238993883132935,0.9196333289146423,0.6229860782623291,0.8144654035568237,0.7359094023704529,65.0,0.8875118494033813
68,68.0,0.8584905862808228,0.9215913414955139,0.6243778467178345,0.8081761002540588,0.7370850443840027,68.0,0.890040934085846
69,69.0,0.8584905862808228,0.9224812984466553,0.6261162757873535,0.8081761002540588,0.7385897636413574,69.0,0.890485942363739
70,70.0,0.8616352081298828,0.9225258231163025,0.6261702179908752,0.8113207817077637,0.7385759949684143,70.0,0.8920804858207703
71,71.0,0.8584905862808228,0.9222143292427063,0.6259108185768127,0.8113207817077637,0.7380997538566589,70.0,0.8920804858207703
72,72.0,0.8584905862808228,0.9222143292427063,0.6259776949882507,0.805031418800354,0.7379816770553589,70.0,0.8920804858207703
73,73.0,0.8522012829780579,0.9224812984466553,0.6262079477310181,0.8113207817077637,0.738103449344635,70.0,0.8920804858207703
74,74.0,0.8459119200706482,0.923015296459198,0.6271247267723083,0.8113207817077637,0.7389539480209351,70.0,0.8920804858207703
75,75.0,0.8396226167678833,0.9239497780799866,0.6282957196235657,0.805031418800354,0.7401039600372314,70.0,0.8920804858207703
76,76.0,0.849056601524353,0.9248843193054199,0.6298009157180786,0.8176100850105286,0.7414186000823975,70.0,0.8920804858207703
77,77.0,0.8584905862808228,0.926041305065155,0.6308828592300415,0.8113207817077637,0.7424030900001526,77.0,0.8922659158706665
78,78.0,0.8616352081298828,0.9262192845344543,0.6313799023628235,0.8207547068595886,0.7429428696632385,78.0,0.893927276134491
79,79.0,0.8584905862808228,0.9264863133430481,0.6321921944618225,0.8270440101623535,0.7437648177146912,78.0,0.893927276134491
80,80.0,0.8584905862808228,0.926886796951294,0.6326177716255188,0.8270440101623535,0.7441533207893372,78.0,0.893927276134491
81,81.0,0.8522012829780579,0.927598774433136,0.6328244805335999,0.8207547068595886,0.744273841381073,78.0,0.893927276134491
82,82.0,0.8427672982215881,0.9285333156585693,0.6331633925437927,0.8238993883132935,0.7445601224899292,78.0,0.893927276134491
83,83.0,0.8522012829780579,0.9289782643318176,0.6344799995422363,0.8270440101623535,0.7455901503562927,78.0,0.893927276134491
84,84.0,0.8710691928863525,0.9301352500915527,0.6358489394187927,0.8238993883132935,0.7465600371360779,84.0,0.9006022214889526
85,85.0,0.8584905862808228,0.9304022789001465,0.6360923051834106,0.8333333134651184,0.7466816902160645,84.0,0.9006022214889526
86,86.0,0.8459119200706482,0.9302687644958496,0.6365180015563965,0.8333333134651184,0.7470420598983765,84.0,0.9006022214889526
87,87.0,0.8427672982215881,0.9312032461166382,0.6370390057563782,0.8364779949188232,0.7471615672111511,84.0,0.9006022214889526
88,88.0,0.8647798895835876,0.9317817687988281,0.6381435394287109,0.8333333134651184,0.7481755614280701,84.0,0.9006022214889526
89,89.0,0.8742138147354126,0.9325382709503174,0.6389549374580383,0.8333333134651184,0.74859219789505,89.0,0.903376042842865
90,90.0,0.8616352081298828,0.9321377873420715,0.6388198137283325,0.8333333134651184,0.7484158873558044,89.0,0.903376042842865
91,91.0,0.8553459048271179,0.9322267770767212,0.6387372016906738,0.8396226167678833,0.748431921005249,89.0,0.903376042842865
92,92.0,0.8773584961891174,0.9330722689628601,0.6400722861289978,0.8301886916160583,0.7493268847465515,92.0,0.9052153825759888
93,93.0,0.8710691928863525,0.9335617423057556,0.6410414576530457,0.8238993883132935,0.7499679923057556,92.0,0.9052153825759888
94,94.0,0.8584905862808228,0.9336952567100525,0.641153872013092,0.8301886916160583,0.7499114871025085,92.0,0.9052153825759888
95,95.0,0.8584905862808228,0.9341847896575928,0.6413437128067017,0.8270440101623535,0.7497319579124451,92.0,0.9052153825759888
96,96.0,0.8679245114326477,0.9348077774047852,0.6420968770980835,0.8270440101623535,0.7499999403953552,92.0,0.9052153825759888
97,97.0,0.8742138147354126,0.93547523021698,0.6426321268081665,0.8270440101623535,0.7501793503761292,92.0,0.9052153825759888
98,98.0,0.8553459048271179,0.9357422590255737,0.6431246399879456,0.8270440101623535,0.7504214644432068,92.0,0.9052153825759888
99,99.0,0.8679245114326477,0.9365877509117126,0.6436910629272461,0.8270440101623535,0.7506447434425354,92.0,0.9052153825759888
100,100.0,0.8773584961891174,0.9372552633285522,0.644977867603302,0.8364779949188232,0.7515548467636108,100.0,0.9073068499565125
101,101.0,0.8742138147354126,0.9375667572021484,0.6458046436309814,0.8301886916160583,0.7523928880691528,100.0,0.9073068499565125
102,102.0,0.8710691928863525,0.9375667572021484,0.6465397477149963,0.8301886916160583,0.752917468547821,100.0,0.9073068499565125
103,103.0,0.8522012829780579,0.9378337264060974,0.6469420790672302,0.8238993883132935,0.7532919049263,100.0,0.9073068499565125
104,104.0,0.8710691928863525,0.9385902285575867,0.6482127904891968,0.8238993883132935,0.753900408744812,100.0,0.9073068499565125
105,105.0,0.8773584961891174,0.9386792182922363,0.6487281918525696,0.8207547068595886,0.7542893290519714,105.0,0.9080188870429993
106,106.0,0.849056601524353,0.9384122490882874,0.6485999822616577,0.8333333134651184,0.754081666469574,105.0,0.9080188870429993
107,107.0,0.8584905862808228,0.9383232593536377,0.6487013697624207,0.8238993883132935,0.7542634606361389,105.0,0.9080188870429993
108,108.0,0.8679245114326477,0.939213216304779,0.6499764919281006,0.8270440101623535,0.755292534828186,105.0,0.9080188870429993
109,109.0,0.8773584961891174,0.9399252533912659,0.6507697701454163,0.8396226167678833,0.7556211352348328,109.0,0.9086418747901917
110,110.0,0.8647798895835876,0.9396137595176697,0.6507444977760315,0.8364779949188232,0.7556681036949158,109.0,0.9086418747901917
111,111.0,0.8647798895835876,0.9401032328605652,0.6513312458992004,0.8333333134651184,0.7561154961585999,109.0,0.9086418747901917
112,112.0,0.8710691928863525,0.9404592514038086,0.6521573066711426,0.8301886916160583,0.7566373944282532,109.0,0.9086418747901917
113,113.0,0.8679245114326477,0.9406817555427551,0.6531705856323242,0.8427672982215881,0.7572640776634216,109.0,0.9086418747901917
114,114.0,0.8647798895835876,0.9409487247467041,0.6535016894340515,0.8396226167678833,0.7576828002929688,109.0,0.9086418747901917
115,115.0,0.8710691928863525,0.9413047432899475,0.6538844108581543,0.849056601524353,0.7575316429138184,109.0,0.9086418747901917
116,116.0,0.8553459048271179,0.9410377144813538,0.6541359424591064,0.849056601524353,0.7576977014541626,109.0,0.9086418747901917
117,117.0,0.8647798895835876,0.94134920835495,0.6547218561172485,0.8522012829780579,0.7578909993171692,109.0,0.9086418747901917
118,118.0,0.8710691928863525,0.9420612454414368,0.6549427509307861,0.8522012829780579,0.7579663991928101,109.0,0.9086418747901917
119,119.0,0.8742138147354126,0.9426397085189819,0.6553617119789124,0.8522012829780579,0.7580999732017517,109.0,0.9086418747901917
120,120.0,0.8742138147354126,0.9429067373275757,0.6555073261260986,0.8584905862808228,0.7579501867294312,109.0,0.9086418747901917
121,121.0,0.8742138147354126,0.9430402517318726,0.6561931371688843,0.8584905862808228,0.7584428787231445,109.0,0.9086418747901917
122,122.0,0.8867924809455872,0.9441527128219604,0.6576586961746216,0.8522012829780579,0.7596487998962402,122.0,0.9154725670814514
123,123.0,0.8710691928863525,0.9445977210998535,0.6586212515830994,0.8616352081298828,0.7601848840713501,122.0,0.9154725670814514
124,124.0,0.8867924809455872,0.9453096985816956,0.6586572527885437,0.8679245114326477,0.7598282098770142,124.0,0.9160510897636414
125,125.0,0.8773584961891174,0.945665717124939,0.6586599946022034,0.8710691928863525,0.7597571015357971,124.0,0.9160510897636414
126,126.0,0.8710691928863525,0.9453096985816956,0.6587705016136169,0.8773584961891174,0.7599532604217529,124.0,0.9160510897636414
127,127.0,0.8867924809455872,0.945665717124939,0.6592566967010498,0.8742138147354126,0.7599230408668518,127.0,0.9162290692329407
128,128.0,0.8742138147354126,0.9465112090110779,0.660494863986969,0.8710691928863525,0.7606531381607056,127.0,0.9162290692329407
129,129.0,0.8710691928863525,0.9467782378196716,0.6612880229949951,0.8679245114326477,0.7612800598144531,127.0,0.9162290692329407
130,130.0,0.8867924809455872,0.9470452070236206,0.6621831655502319,0.8647798895835876,0.7621924877166748,130.0,0.9169188141822815
131,131.0,0.8836477994918823,0.9472677111625671,0.6625493168830872,0.8647798895835876,0.7624919414520264,130.0,0.9169188141822815
132,132.0,0.8710691928863525,0.9475792050361633,0.6626414656639099,0.8616352081298828,0.7625533938407898,130.0,0.9169188141822815
133,133.0,0.8742138147354126,0.9474456906318665,0.6628252267837524,0.8647798895835876,0.7624948024749756,130.0,0.9169188141822815
134,134.0,0.8867924809455872,0.9478017091751099,0.6635253429412842,0.8584905862808228,0.7627933025360107,134.0,0.9172970652580261
135,135.0,0.893081784248352,0.9480686783790588,0.6640941500663757,0.8616352081298828,0.7633458375930786,135.0,0.9205752611160278
136,136.0,0.8899371027946472,0.9482021927833557,0.6642276644706726,0.8553459048271179,0.7630465030670166,135.0,0.9205752611160278
137,137.0,0.8773584961891174,0.948691725730896,0.6652926206588745,0.8584905862808228,0.7636439204216003,135.0,0.9205752611160278
138,138.0,0.8773584961891174,0.9492257237434387,0.6663848757743835,0.8584905862808228,0.7644659280776978,135.0,0.9205752611160278
139,139.0,0.893081784248352,0.9485582113265991,0.6657094359397888,0.8553459048271179,0.763930082321167,139.0,0.9208199977874756
140,140.0,0.893081784248352,0.9482467174530029,0.6660199761390686,0.8553459048271179,0.7640345692634583,139.0,0.9208199977874756
141,141.0,0.8899371027946472,0.9488697052001953,0.66731858253479,0.8522012829780579,0.764839768409729,139.0,0.9208199977874756
142,142.0,0.8773584961891174,0.9497597217559814,0.669769823551178,0.8522012829780579,0.7667664289474487,139.0,0.9208199977874756
143,143.0,0.8899371027946472,0.9504271745681763,0.6712618470191956,0.849056601524353,0.768079936504364,139.0,0.9208199977874756
144,144.0,0.8899371027946472,0.9504716992378235,0.6716105937957764,0.849056601524353,0.7683345675468445,139.0,0.9208199977874756
145,145.0,0.8962264060974121,0.9513171911239624,0.6733884811401367,0.8553459048271179,0.7697954177856445,145.0,0.9237717986106873
146,146.0,0.893081784248352,0.9517176747322083,0.6744762063026428,0.8616352081298828,0.770794689655304,145.0,0.9237717986106873
147,147.0,0.902515709400177,0.9517621994018555,0.6745537519454956,0.849056601524353,0.7709303498268127,147.0,0.9271389842033386
148,148.0,0.8867924809455872,0.9517621994018555,0.6745546460151672,0.8459119200706482,0.7709760665893555,147.0,0.9271389842033386
149,149.0,0.893081784248352,0.952251672744751,0.6754084229469299,0.8427672982215881,0.7715132832527161,147.0,0.9271389842033386
150,150.0,0.902515709400177,0.9526076912879944,0.6780655384063721,0.8459119200706482,0.7736939191818237,150.0,0.9275617003440857
151,151.0,0.9056603908538818,0.9531862139701843,0.6794264912605286,0.8459119200706482,0.7745150327682495,151.0,0.9294232726097107
152,152.0,0.8962264060974121,0.9532306790351868,0.680543839931488,0.8427672982215881,0.7754424810409546,151.0,0.9294232726097107
153,153.0,0.8836477994918823,0.9528301954269409,0.6808145046234131,0.8396226167678833,0.7756380438804626,151.0,0.9294232726097107
154,154.0,0.8805031180381775,0.9528746604919434,0.6813812851905823,0.8427672982215881,0.7761613726615906,151.0,0.9294232726097107
155,155.0,0.902515709400177,0.9538536667823792,0.6831855773925781,0.8459119200706482,0.7777421474456787,151.0,0.9294232726097107
156,156.0,0.8993710875511169,0.9540317058563232,0.6841975450515747,0.8427672982215881,0.7787260413169861,151.0,0.9294232726097107
157,157.0,0.8899371027946472,0.9543876647949219,0.6849087476730347,0.8427672982215881,0.7789484858512878,151.0,0.9294232726097107
158,158.0,0.8993710875511169,0.9542096853256226,0.6839938759803772,0.8364779949188232,0.7779338955879211,151.0,0.9294232726097107
159,159.0,0.893081784248352,0.953720211982727,0.6827446222305298,0.8364779949188232,0.7769680023193359,151.0,0.9294232726097107
160,160.0,0.9056603908538818,0.9544766545295715,0.6843516826629639,0.8364779949188232,0.777919590473175,160.0,0.9300685524940491
161,161.0,0.893081784248352,0.9549216628074646,0.6847819089889526,0.8459119200706482,0.7780999541282654,160.0,0.9300685524940491
162,162.0,0.902515709400177,0.9556781649589539,0.686837911605835,0.8396226167678833,0.7799806594848633,160.0,0.9300685524940491
163,163.0,0.9056603908538818,0.9559006690979004,0.6872636079788208,0.8333333134651184,0.7804288864135742,163.0,0.9307805299758911
164,164.0,0.9056603908538818,0.9558116793632507,0.6873304843902588,0.8333333134651184,0.7803245782852173,163.0,0.9307805299758911
165,165.0,0.893081784248352,0.9555891752243042,0.6870226860046387,0.8364779949188232,0.7799668908119202,163.0,0.9307805299758911
166,166.0,0.902515709400177,0.9557671546936035,0.6870404481887817,0.8333333134651184,0.7798776030540466,163.0,0.9307805299758911
167,167.0,0.8993710875511169,0.9560786485671997,0.6879377365112305,0.8333333134651184,0.7804749011993408,163.0,0.9307805299758911
168,168.0,0.9056603908538818,0.9561231732368469,0.6892805695533752,0.8301886916160583,0.7817311882972717,168.0,0.930891752243042
169,169.0,0.902515709400177,0.9564346671104431,0.6900883913040161,0.8301886916160583,0.7823737263679504,168.0,0.930891752243042
170,170.0,0.9056603908538818,0.9563456773757935,0.6904547810554504,0.8301886916160583,0.7825382351875305,170.0,0.9310030341148376
171,171.0,0.8993710875511169,0.9569686651229858,0.6918027400970459,0.8364779949188232,0.7838246822357178,170.0,0.9310030341148376
172,172.0,0.9056603908538818,0.9575471878051758,0.6933282017707825,0.8238993883132935,0.7852413654327393,172.0,0.9316037893295288
173,173.0,0.8899371027946472,0.9577696919441223,0.6936529874801636,0.8270440101623535,0.7854955792427063,172.0,0.9316037893295288
174,174.0,0.902515709400177,0.9580366611480713,0.694442093372345,0.8301886916160583,0.7858681678771973,172.0,0.9316037893295288
175,175.0,0.902515709400177,0.9583926796913147,0.6949481964111328,0.8364779949188232,0.786241888999939,172.0,0.9316037893295288
176,176.0,0.8962264060974121,0.9584371447563171,0.6955766081809998,0.8333333134651184,0.7869439125061035,172.0,0.9316037893295288
177,177.0,0.9056603908538818,0.9588821530342102,0.6959976553916931,0.8396226167678833,0.7872723340988159,177.0,0.9322712421417236
178,178.0,0.902515709400177,0.959149181842804,0.6955935955047607,0.8396226167678833,0.7867341041564941,177.0,0.9322712421417236
179,179.0,0.8993710875511169,0.9591046571731567,0.6961815357208252,0.8396226167678833,0.7872576117515564,177.0,0.9322712421417236
180,180.0,0.9056603908538818,0.9588821530342102,0.6967064142227173,0.8333333134651184,0.78752601146698,177.0,0.9322712421417236
181,181.0,0.9056603908538818,0.9590156674385071,0.6974379420280457,0.8301886916160583,0.788289487361908,181.0,0.9323379993438721
182,182.0,0.9056603908538818,0.9586151838302612,0.6981121301651001,0.8364779949188232,0.7886626124382019,181.0,0.9323379993438721
183,183.0,0.9056603908538818,0.9594161510467529,0.6989296078681946,0.849056601524353,0.7890196442604065,183.0,0.9325382709503174
184,184.0,0.9056603908538818,0.9595051407814026,0.6990683078765869,0.8522012829780579,0.7888996601104736,184.0,0.9325827956199646
185,185.0,0.8962264060974121,0.9588821530342102,0.6979560852050781,0.8396226167678833,0.7881421446800232,184.0,0.9325827956199646
186,186.0,0.893081784248352,0.9593271613121033,0.6978369951248169,0.8333333134651184,0.7879935503005981,184.0,0.9325827956199646
187,187.0,0.902515709400177,0.959282636642456,0.6987917423248291,0.8333333134651184,0.7886490225791931,184.0,0.9325827956199646
188,188.0,0.9056603908538818,0.9590156674385071,0.6987446546554565,0.8396226167678833,0.7885293364524841,184.0,0.9325827956199646
189,189.0,0.9088050127029419,0.9591936469078064,0.699509859085083,0.8333333134651184,0.7891857028007507,189.0,0.9339993596076965
190,190.0,0.9056603908538818,0.9597276449203491,0.7007225155830383,0.8522012829780579,0.789708137512207,189.0,0.9339993596076965
191,191.0,0.902515709400177,0.9602171778678894,0.7013456225395203,0.8553459048271179,0.7900818586349487,189.0,0.9339993596076965
192,192.0,0.902515709400177,0.9607511758804321,0.7023524641990662,0.8553459048271179,0.790706992149353,189.0,0.9339993596076965
193,193.0,0.8993710875511169,0.9605286717414856,0.7019466757774353,0.8584905862808228,0.7904253602027893,189.0,0.9339993596076965
194,194.0,0.8899371027946472,0.9606621861457825,0.7020193338394165,0.8584905862808228,0.7903521656990051,189.0,0.9339993596076965
195,195.0,0.8899371027946472,0.960573136806488,0.7025249600410461,0.8647798895835876,0.7907705903053284,189.0,0.9339993596076965
196,196.0,0.8962264060974121,0.9610181450843811,0.7028812766075134,0.8679245114326477,0.7909200191497803,189.0,0.9339993596076965
197,197.0,0.9119496941566467,0.9615521430969238,0.7031489610671997,0.8616352081298828,0.7909045815467834,197.0,0.9367509484291077
198,198.0,0.9088050127029419,0.96186363697052,0.7044619917869568,0.8584905862808228,0.7916958928108215,197.0,0.9367509484291077
199,199.0,0.9088050127029419,0.9615521430969238,0.7049679756164551,0.849056601524353,0.7921155691146851,197.0,0.9367509484291077
200,200.0,0.9056603908538818,0.9625311493873596,0.7067315578460693,0.8522012829780579,0.7934285402297974,197.0,0.9367509484291077
201,201.0,0.9088050127029419,0.9622196555137634,0.7067458033561707,0.8522012829780579,0.7934151887893677,197.0,0.9367509484291077
202,202.0,0.8899371027946472,0.9619081616401672,0.7067301273345947,0.8522012829780579,0.7937313914299011,197.0,0.9367509484291077
203,203.0,0.8899371027946472,0.9621306657791138,0.7074062824249268,0.8553459048271179,0.7941949963569641,197.0,0.9367509484291077
204,204.0,0.9056603908538818,0.9632876515388489,0.7082898020744324,0.8522012829780579,0.7945811748504639,197.0,0.9367509484291077
205,205.0,0.9088050127029419,0.9634211659431458,0.7089492678642273,0.8553459048271179,0.7951042652130127,197.0,0.9367509484291077
206,206.0,0.9088050127029419,0.9637326598167419,0.71041339635849,0.8522012829780579,0.796238362789154,197.0,0.9367509484291077
207,207.0,0.9088050127029419,0.9639106392860413,0.7112289667129517,0.8522012829780579,0.7969105839729309,197.0,0.9367509484291077
208,208.0,0.9056603908538818,0.9639106392860413,0.7111523151397705,0.8459119200706482,0.7967165112495422,197.0,0.9367509484291077
209,209.0,0.8962264060974121,0.9636436700820923,0.7111091017723083,0.849056601524353,0.796837329864502,197.0,0.9367509484291077
210,210.0,0.9119496941566467,0.9639551639556885,0.7118691205978394,0.8553459048271179,0.7973125576972961,210.0,0.9379523992538452
211,211.0,0.9088050127029419,0.9641331434249878,0.7116652727127075,0.849056601524353,0.7970442771911621,210.0,0.9379523992538452
