~iteration~,epoch,acc_yinda_level0,auc_yinda_level0,mean_acc_auc_yinda_level0,mean_average_precision_at_r_level0,precision_at_1_level0,r_precision_level0,best_epoch,best_accuracy
1,1,0.8888888888888888,0.44999999999999996,0.6694444444444444,0.774221377690623,0.8666666666666667,0.8361823361823363,1,0.6694444444444444
2,2,0.8888888888888888,0.565,0.7269444444444444,0.7809792357261119,0.8666666666666667,0.8340455840455842,2,0.7269444444444444
3,3,0.8888888888888888,0.735,0.8119444444444444,0.7948465990109964,0.8444444444444444,0.8492877492877492,3,0.8119444444444444
4,4,0.1111111111111111,0.8500000000000001,0.4805555555555556,0.8068715205859714,0.8444444444444444,0.8622507122507123,3,0.8119444444444444
5,5,0.1111111111111111,0.8899999999999999,0.5005555555555555,0.8128117559855443,0.8444444444444444,0.8656695156695158,3,0.8119444444444444
6,6,0.26666666666666666,0.905,0.5858333333333333,0.8163947383546641,0.8666666666666667,0.865811965811966,3,0.8119444444444444
7,7,0.8666666666666667,0.9249999999999999,0.8958333333333333,0.8286647754166319,0.8888888888888888,0.875925925925926,7,0.8958333333333333
8,8,0.8888888888888888,0.94,0.9144444444444444,0.8390698062761205,0.9111111111111111,0.8843304843304843,8,0.9144444444444444
9,9,0.8666666666666667,0.94,0.9033333333333333,0.8416606835856385,0.9333333333333333,0.8843304843304843,8,0.9144444444444444
10,10,0.9111111111111111,0.94,0.9255555555555555,0.840145161421625,0.9555555555555556,0.882051282051282,10,0.9255555555555555
11,11,0.9111111111111111,0.94,0.9255555555555555,0.8287880892804023,0.9333333333333333,0.8658119658119657,10,0.9255555555555555
12,12,0.9111111111111111,0.94,0.9255555555555555,0.8252188932659392,0.9333333333333333,0.8623931623931623,10,0.9255555555555555
13,13,0.8666666666666667,0.94,0.9033333333333333,0.8207365784281123,0.9555555555555556,0.8574074074074073,10,0.9255555555555555
14,14,0.8888888888888888,0.94,0.9144444444444444,0.8207342750933475,0.9555555555555556,0.8574074074074073,10,0.9255555555555555
15,15,0.8444444444444444,0.94,0.8922222222222222,0.8265935759068922,0.9555555555555556,0.8685185185185185,10,0.9255555555555555
16,16,0.8666666666666667,0.94,0.9033333333333333,0.828931912603259,0.9555555555555556,0.872934472934473,10,0.9255555555555555
17,17,0.8222222222222222,0.95,0.8861111111111111,0.8287234263427256,0.9555555555555556,0.872934472934473,10,0.9255555555555555
18,18,0.8222222222222222,0.95,0.8861111111111111,0.8276710457631931,0.9333333333333333,0.872934472934473,10,0.9255555555555555
19,19,0.8444444444444444,0.95,0.8972222222222221,0.8283056366482007,0.9333333333333333,0.8735042735042735,10,0.9255555555555555
20,20,0.8444444444444444,0.95,0.8972222222222221,0.8312196435753276,0.9555555555555556,0.8735042735042735,10,0.9255555555555555
21,21,0.8444444444444444,0.9550000000000001,0.8997222222222223,0.8291695113643766,0.9333333333333333,0.8735042735042735,10,0.9255555555555555
22,22,0.8222222222222222,0.9550000000000001,0.8886111111111111,0.8301097901405212,0.9333333333333333,0.8735042735042735,10,0.9255555555555555
23,23,0.8222222222222222,0.9550000000000001,0.8886111111111111,0.830122230939591,0.9333333333333333,0.8735042735042735,10,0.9255555555555555
24,24,0.8444444444444444,0.9550000000000001,0.8997222222222223,0.8331947460634189,0.9333333333333333,0.879059829059829,10,0.9255555555555555
25,25,0.8444444444444444,0.9550000000000001,0.8997222222222223,0.8332857736695157,0.9111111111111111,0.879059829059829,10,0.9255555555555555
26,26,0.8444444444444444,0.9550000000000001,0.8997222222222223,0.8324377134472392,0.9111111111111111,0.879059829059829,10,0.9255555555555555
27,27,0.8222222222222222,0.9650000000000001,0.8936111111111111,0.8317336733046186,0.9111111111111111,0.879059829059829,10,0.9255555555555555
28,28,0.8222222222222222,0.9650000000000001,0.8936111111111111,0.8294399086003368,0.9111111111111111,0.879059829059829,10,0.9255555555555555
29,29,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8318372923804361,0.9333333333333333,0.879059829059829,10,0.9255555555555555
30,30,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8306410272030937,0.9555555555555556,0.879059829059829,10,0.9255555555555555
31,31,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8326493407966274,0.9555555555555556,0.884045584045584,10,0.9255555555555555
32,32,0.8222222222222222,0.9550000000000001,0.8886111111111111,0.824038220791609,0.9555555555555556,0.8668091168091168,10,0.9255555555555555
33,33,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8204606418017859,0.9555555555555556,0.8645299145299146,10,0.9255555555555555
34,34,0.8222222222222222,0.9550000000000001,0.8886111111111111,0.8184587571017715,0.9333333333333333,0.8601139601139601,10,0.9255555555555555
35,35,0.8222222222222222,0.95,0.8861111111111111,0.8213991235552351,0.9555555555555556,0.8662393162393163,10,0.9255555555555555
36,36,0.8222222222222222,0.9550000000000001,0.8886111111111111,0.8214631472817928,0.9555555555555556,0.8662393162393162,10,0.9255555555555555
37,37,0.8222222222222222,0.95,0.8861111111111111,0.8219014864874851,0.9555555555555556,0.8612535612535612,10,0.9255555555555555
38,38,0.8222222222222222,0.9550000000000001,0.8886111111111111,0.8274601361450464,0.9555555555555556,0.872934472934473,10,0.9255555555555555
39,39,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8269244487956239,0.9555555555555556,0.8723646723646723,10,0.9255555555555555
40,40,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8307363030050093,0.9555555555555556,0.8784900284900284,10,0.9255555555555555
41,41,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8299350022161911,0.9555555555555556,0.8784900284900284,10,0.9255555555555555
42,42,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8302561619438437,0.9777777777777777,0.8784900284900284,10,0.9255555555555555
43,43,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8300809468888212,0.9777777777777777,0.8784900284900284,10,0.9255555555555555
44,44,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8313120580969414,0.9777777777777777,0.8796296296296295,10,0.9255555555555555
45,45,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8317391414015318,0.9777777777777777,0.8796296296296295,10,0.9255555555555555
46,46,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8346404969350617,0.9777777777777777,0.8851851851851851,10,0.9255555555555555
47,47,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8351140504963345,0.9777777777777777,0.8846153846153846,10,0.9255555555555555
48,48,0.8444444444444444,0.9600000000000001,0.9022222222222223,0.8340249446080905,0.9777777777777777,0.8801994301994301,10,0.9255555555555555
49,49,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8330648508389045,0.9777777777777777,0.8796296296296297,10,0.9255555555555555
50,50,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8322702682132015,0.9777777777777777,0.879059829059829,10,0.9255555555555555
51,51,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8340224180606685,0.9777777777777777,0.8796296296296297,10,0.9255555555555555
52,52,0.8444444444444444,0.9600000000000001,0.9022222222222223,0.8338621125944288,0.9777777777777777,0.8796296296296297,10,0.9255555555555555
53,53,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8321591594588488,0.9777777777777777,0.8784900284900286,10,0.9255555555555555
54,54,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8351937831800645,0.9777777777777777,0.8840455840455841,10,0.9255555555555555
55,55,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8367604848377053,0.9777777777777777,0.8851851851851852,10,0.9255555555555555
56,56,0.8666666666666667,0.9600000000000001,0.9133333333333333,0.8381394013678676,0.9777777777777777,0.8846153846153846,10,0.9255555555555555
57,57,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8357381170933412,0.9777777777777777,0.8846153846153846,10,0.9255555555555555
58,58,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.835460589556874,0.9777777777777777,0.8846153846153846,10,0.9255555555555555
59,59,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8355313624054246,0.9777777777777777,0.8846153846153846,10,0.9255555555555555
60,60,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8351609171402866,0.9777777777777777,0.8840455840455841,10,0.9255555555555555
61,61,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8344606681050174,0.9777777777777777,0.8834757834757835,10,0.9255555555555555
62,62,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8319122573022715,0.9777777777777777,0.877920227920228,10,0.9255555555555555
63,63,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8324494644499906,0.9777777777777777,0.877920227920228,10,0.9255555555555555
64,64,0.8444444444444444,0.9600000000000001,0.9022222222222223,0.835451932869501,0.9777777777777777,0.8784900284900286,10,0.9255555555555555
65,65,0.8444444444444444,0.9600000000000001,0.9022222222222223,0.8365706189535725,0.9777777777777777,0.8784900284900286,10,0.9255555555555555
66,66,0.8222222222222222,0.9650000000000001,0.8936111111111111,0.8358410850953932,0.9777777777777777,0.877920227920228,10,0.9255555555555555
67,67,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8355046492706931,0.9777777777777777,0.877920227920228,10,0.9255555555555555
68,68,0.8444444444444444,0.9650000000000001,0.9047222222222222,0.8391511372282523,0.9777777777777777,0.8840455840455841,10,0.9255555555555555
69,69,0.8666666666666667,0.9600000000000001,0.9133333333333333,0.8393401707289649,0.9777777777777777,0.8840455840455841,10,0.9255555555555555
70,70,0.8444444444444444,0.9650000000000001,0.9047222222222222,0.835212474386162,0.9777777777777777,0.8784900284900286,10,0.9255555555555555
71,71,0.8444444444444444,0.9650000000000001,0.9047222222222222,0.8348815773149589,0.9555555555555556,0.8784900284900286,10,0.9255555555555555
72,72,0.8444444444444444,0.97,0.9072222222222222,0.8338287144284584,0.9555555555555556,0.877920227920228,10,0.9255555555555555
73,73,0.8444444444444444,0.97,0.9072222222222222,0.8336247390284046,0.9333333333333333,0.877920227920228,10,0.9255555555555555
74,74,0.8222222222222222,0.97,0.8961111111111111,0.8336859606365711,0.9555555555555556,0.877920227920228,10,0.9255555555555555
75,75,0.8222222222222222,0.97,0.8961111111111111,0.834075808684053,0.9555555555555556,0.877920227920228,10,0.9255555555555555
76,76,0.8222222222222222,0.97,0.8961111111111111,0.8341392082937026,0.9555555555555556,0.877920227920228,10,0.9255555555555555
77,77,0.8444444444444444,0.9650000000000001,0.9047222222222222,0.834548402141955,0.9555555555555556,0.8784900284900286,10,0.9255555555555555
78,78,0.8444444444444444,0.9600000000000001,0.9022222222222223,0.8325599823785585,0.9555555555555556,0.8784900284900286,10,0.9255555555555555
79,79,0.8444444444444444,0.9600000000000001,0.9022222222222223,0.8321441463017295,0.9555555555555556,0.8784900284900286,10,0.9255555555555555
80,80,0.8444444444444444,0.9600000000000001,0.9022222222222223,0.8326500562421353,0.9333333333333333,0.8784900284900286,10,0.9255555555555555
81,81,0.8444444444444444,0.9600000000000001,0.9022222222222223,0.8324911807571239,0.9333333333333333,0.8784900284900286,10,0.9255555555555555
82,82,0.8,0.9600000000000001,0.8800000000000001,0.8313657616508212,0.9333333333333333,0.877920227920228,10,0.9255555555555555
83,83,0.8444444444444444,0.9600000000000001,0.9022222222222223,0.8335653413310856,0.9111111111111111,0.877920227920228,10,0.9255555555555555
84,84,0.8444444444444444,0.9600000000000001,0.9022222222222223,0.8340856844650391,0.9111111111111111,0.8784900284900286,10,0.9255555555555555
85,85,0.8444444444444444,0.9600000000000001,0.9022222222222223,0.8334475147324203,0.9111111111111111,0.877920227920228,10,0.9255555555555555
86,86,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8333205729160725,0.9111111111111111,0.877920227920228,10,0.9255555555555555
87,87,0.8222222222222222,0.9600000000000001,0.8911111111111112,0.8332797003993911,0.9111111111111111,0.877920227920228,10,0.9255555555555555
88,88,0.8444444444444444,0.9600000000000001,0.9022222222222223,0.8318311878032519,0.9111111111111111,0.877920227920228,10,0.9255555555555555
89,89,0.8666666666666667,0.9600000000000001,0.9133333333333333,0.8325734444402908,0.9111111111111111,0.8784900284900286,10,0.9255555555555555
90,90,0.8444444444444444,0.9600000000000001,0.9022222222222223,0.8316013897007627,0.9111111111111111,0.877920227920228,10,0.9255555555555555
91,91,0.8444444444444444,0.9600000000000001,0.9022222222222223,0.83116773950899,0.9111111111111111,0.877920227920228,10,0.9255555555555555
92,92,0.8444444444444444,0.9600000000000001,0.9022222222222223,0.8318237156916047,0.9111111111111111,0.8784900284900286,10,0.9255555555555555
