~iteration~,metric_loss,total_loss,classifier_loss
3510,0.0,0.0,0.0
3519,0.0,0.0,0.0
3528,0.0,0.0,0.0
3537,0.0,0.0,0.0
3546,0.0,0.0,0.0
3555,0.0,0.0,0.0
3564,0.0,0.0,0.0
3573,0.0,0.0,0.0
3582,0.0,0.0,0.0
3591,0.0,0.0,0.0
