~iteration~,epoch,acc_yinda_level0,auc_yinda_level0,mean_acc_auc_yinda_level0,mean_average_precision_at_r_level0,precision_at_1_level0,r_precision_level0,best_epoch,best_accuracy
1,1,0.6506849315068494,0.7118679050567597,0.6812764182818045,0.46060995138944233,0.7602739726027398,0.6136374234916934,1,0.6812764182818045
2,2,0.6506849315068494,0.7362229102167183,0.6934539208617838,0.478505607973578,0.7671232876712328,0.623628679685223,2,0.6934539208617838
3,3,0.6506849315068494,0.7611971104231166,0.705941020964983,0.48980140495052016,0.7602739726027398,0.6300495482366657,3,0.705941020964983
4,4,0.6506849315068494,0.7805985552115583,0.7156417433592038,0.49928700924959113,0.7534246575342466,0.6341154182454095,4,0.7156417433592038
5,5,0.6506849315068494,0.8008255933952528,0.725755262451051,0.5103586733568705,0.7602739726027398,0.6428708831244534,5,0.725755262451051
6,6,0.6643835616438356,0.8130030959752321,0.7386933288095339,0.5184336353961226,0.7534246575342466,0.6496211017196152,6,0.7386933288095339
7,7,0.726027397260274,0.8198142414860681,0.772920819373171,0.5228542019428076,0.7671232876712328,0.6548907024191198,7,0.772920819373171
8,8,0.773972602739726,0.8242518059855521,0.7991122043626391,0.525935400897475,0.726027397260274,0.6604809093558729,8,0.7991122043626391
9,9,0.7671232876712328,0.8274509803921569,0.7972871340316949,0.5318008017520998,0.7328767123287672,0.6672719323812301,8,0.7991122043626391
10,10,0.7671232876712328,0.8340557275541796,0.8005895076127062,0.5391541964759021,0.7397260273972602,0.6752579422908773,10,0.8005895076127062
11,11,0.773972602739726,0.8383900928792569,0.8061813478094915,0.5442294014690384,0.7397260273972602,0.6798834159137278,11,0.8061813478094915
12,12,0.773972602739726,0.8443756449948401,0.809174123867283,0.549719883464725,0.7397260273972602,0.684946079860099,12,0.809174123867283
13,13,0.773972602739726,0.8487100103199174,0.8113413065298217,0.5550919962187186,0.7602739726027398,0.6885048090935588,13,0.8113413065298217
14,14,0.7876712328767124,0.8549019607843137,0.821286596830513,0.564698873237618,0.7876712328767124,0.6954881958612649,14,0.821286596830513
15,15,0.773972602739726,0.8606811145510836,0.8173268586454048,0.5703638971589914,0.7876712328767124,0.699848440687846,14,0.821286596830513
16,16,0.773972602739726,0.8615067079463364,0.8177396553430312,0.5705365776048158,0.7945205479452054,0.6990819003206062,14,0.821286596830513
17,17,0.773972602739726,0.8617131062951497,0.8178428545174379,0.5705701380478798,0.773972602739726,0.6998105508598077,14,0.821286596830513
18,18,0.7808219178082192,0.8588235294117648,0.819822723609992,0.5694561838199853,0.7534246575342466,0.6992188866219761,14,0.821286596830513
19,19,0.7808219178082192,0.8606811145510836,0.8207515161796515,0.571152404412295,0.7671232876712328,0.7002477411833284,14,0.821286596830513
20,20,0.7945205479452054,0.8615067079463364,0.8280136279457709,0.5708502859270689,0.7602739726027398,0.700195278344506,20,0.8280136279457709
21,21,0.8013698630136986,0.8606811145510836,0.8310254887823911,0.5695017607810944,0.7602739726027398,0.6994666278053047,21,0.8310254887823911
22,22,0.7945205479452054,0.8606811145510835,0.8276008312481444,0.5702131535244273,0.7671232876712328,0.6999125619352958,21,0.8310254887823911
23,23,0.7945205479452054,0.8588235294117647,0.826672038678485,0.568938634486063,0.7534246575342466,0.6984640046633634,21,0.8310254887823911
24,24,0.8082191780821918,0.856140350877193,0.8321797644796924,0.5672249666293784,0.7534246575342466,0.6981229962110171,24,0.8321797644796924
25,25,0.815068493150685,0.8557275541795666,0.8353980236651257,0.5652569049750161,0.7602739726027398,0.6960186534538035,25,0.8353980236651257
26,26,0.7945205479452054,0.8573787409700722,0.8259496444576389,0.5685555725937511,0.7876712328767124,0.6970737394345672,25,0.8353980236651257
27,27,0.773972602739726,0.8594427244582044,0.8167076635989652,0.5714272752592875,0.7671232876712328,0.6996793937627515,25,0.8353980236651257
28,28,0.7602739726027398,0.860061919504644,0.8101679460536919,0.5712813750554261,0.7465753424657534,0.7007169921305743,25,0.8353980236651257
29,29,0.7602739726027398,0.8567595459236327,0.8085167592631862,0.568986842480964,0.7534246575342466,0.6989594870300204,25,0.8353980236651257
30,30,0.726027397260274,0.8520123839009287,0.7890198905806014,0.5681998944532525,0.7397260273972602,0.6989303410084524,25,0.8353980236651257
31,31,0.6917808219178082,0.8515995872033024,0.7716902045605554,0.5694229251037414,0.7534246575342466,0.7008802098513552,25,0.8353980236651257
32,32,0.6917808219178082,0.8540763673890609,0.7729285946534346,0.5712294926433487,0.7534246575342466,0.7019819294666279,25,0.8353980236651257
33,33,0.7191780821917808,0.852218782249742,0.7856984322207614,0.5702347578225688,0.7671232876712328,0.7003876420868551,25,0.8353980236651257
34,34,0.7123287671232876,0.8507739938080495,0.7815513804656686,0.5704788866324194,0.7534246575342466,0.701334887787817,25,0.8353980236651257
35,35,0.7397260273972602,0.8466460268317852,0.7931860271145228,0.5665595778210274,0.7465753424657534,0.699084814922763,25,0.8353980236651257
36,36,0.7534246575342466,0.839422084623323,0.7964233710787848,0.5618733772783802,0.7465753424657534,0.69461672981638,25,0.8353980236651257
37,37,0.7534246575342466,0.8458204334365326,0.7996225454853896,0.5654168713538826,0.7534246575342466,0.6974526377149519,25,0.8353980236651257
38,38,0.726027397260274,0.8485036119711042,0.7872655046156891,0.5682972847530088,0.7465753424657534,0.7004342757213641,25,0.8353980236651257
39,39,0.684931506849315,0.8503611971104231,0.7676463519798691,0.56930669181713,0.7328767123287672,0.7009530749052754,25,0.8353980236651257
40,40,0.6506849315068494,0.8468524251805986,0.748768678343724,0.5697166341160731,0.7328767123287672,0.7001369863013699,25,0.8353980236651257
41,41,0.6575342465753424,0.84437564499484,0.7509549457850913,0.5682920976335422,0.726027397260274,0.6998280384727485,25,0.8353980236651257
42,42,0.684931506849315,0.8398348813209495,0.7623831940851322,0.5640689494743429,0.7397260273972602,0.6958000582920432,25,0.8353980236651257
43,43,0.684931506849315,0.8406604747162022,0.7627959907827586,0.5625928294876112,0.7465753424657534,0.6948703002040222,25,0.8353980236651257
44,44,0.6712328767123288,0.8402476780185759,0.7557402773654524,0.5637514897473397,0.7328767123287672,0.6954444768289129,25,0.8353980236651257
45,45,0.6506849315068494,0.8321981424148607,0.741441536960855,0.5605287240539113,0.7328767123287672,0.6916292626056544,25,0.8353980236651257
46,46,0.6575342465753424,0.8309597523219814,0.7442469994486619,0.5556575232963419,0.7328767123287672,0.6868988633051588,25,0.8353980236651257
47,47,0.6917808219178082,0.8311661506707947,0.7614734862943014,0.5472182425865878,0.6986301369863014,0.6792305450306032,25,0.8353980236651257
48,48,0.6575342465753424,0.8284829721362229,0.7430086093557826,0.5495907807863063,0.7328767123287672,0.6819265520256484,25,0.8353980236651257
49,49,0.6506849315068494,0.8260061919504644,0.738345561728657,0.5510978345209148,0.6917808219178082,0.6842669775575634,25,0.8353980236651257
50,50,0.6506849315068494,0.8307533539731682,0.7407191427400088,0.5567448006783443,0.7123287671232876,0.6899183911396094,25,0.8353980236651257
51,51,0.6506849315068494,0.8375644994840041,0.7441247154954267,0.5662836837239967,0.7397260273972602,0.6980588749635674,25,0.8353980236651257
52,52,0.6506849315068494,0.8335397316821465,0.742112331594498,0.5658503585639095,0.7397260273972602,0.6970067035849605,25,0.8353980236651257
53,53,0.6506849315068494,0.8324045407636739,0.7415447361352616,0.5603415379472819,0.7397260273972602,0.6923316817254445,25,0.8353980236651257
54,54,0.6506849315068494,0.8212590299277605,0.7359719807173049,0.5520938332114089,0.7328767123287672,0.6843602448265812,25,0.8353980236651257
55,55,0.6506849315068494,0.8132094943240453,0.7319472129154474,0.5399411144759912,0.7397260273972602,0.6734100845234626,25,0.8353980236651257
56,56,0.6506849315068494,0.8117647058823529,0.7312248186946011,0.5383931158851122,0.7465753424657534,0.6725065578548528,25,0.8353980236651257
57,57,0.6506849315068494,0.813828689370485,0.7322568104386672,0.5418332124464087,0.7465753424657534,0.6754211600116584,25,0.8353980236651257
58,58,0.6506849315068494,0.8117647058823529,0.7312248186946011,0.5392910938801261,0.7465753424657534,0.6727134946079861,25,0.8353980236651257
59,59,0.6506849315068494,0.809907120743034,0.7302960261249416,0.544665477655172,0.7397260273972602,0.6777178665112212,25,0.8353980236651257
60,60,0.6506849315068494,0.8109391124871002,0.7308120219969747,0.5528203390112498,0.7465753424657534,0.6858408627222384,25,0.8353980236651257
61,61,0.6506849315068494,0.808875128998968,0.7297800302529087,0.5433552198446953,0.7602739726027398,0.677601282424949,25,0.8353980236651257
62,62,0.6506849315068494,0.8088751289989681,0.7297800302529087,0.5363151811499955,0.7397260273972602,0.6721801224132905,25,0.8353980236651257
63,63,0.6506849315068494,0.8037151702786377,0.7272000508927435,0.5411296602615286,0.7534246575342466,0.6781317400174877,25,0.8353980236651257
64,64,0.6506849315068494,0.8012383900928791,0.7259616607998642,0.5381454620699452,0.7534246575342466,0.6750859807636258,25,0.8353980236651257
65,65,0.6506849315068494,0.803921568627451,0.7273032500671501,0.5331538880310419,0.7534246575342466,0.670166132322938,25,0.8353980236651257
66,66,0.6506849315068494,0.7997936016511868,0.7252392665790182,0.5218787826428133,0.7465753424657534,0.6578315359953365,25,0.8353980236651257
67,67,0.6506849315068494,0.8037151702786377,0.7272000508927435,0.5274788418257181,0.773972602739726,0.6620547945205479,25,0.8353980236651257
68,68,0.6506849315068494,0.8004127966976265,0.725548864102238,0.5224768596106178,0.773972602739726,0.6591868259982512,25,0.8353980236651257
69,69,0.6506849315068494,0.7950464396284831,0.7228656855676663,0.5264930764504306,0.7808219178082192,0.662698921597202,25,0.8353980236651257
70,70,0.6506849315068494,0.7933952528379773,0.7220400921724133,0.5221616109325228,0.7602739726027398,0.6603380938501894,25,0.8353980236651257
71,71,0.6506849315068494,0.7944272445820434,0.7225560880444464,0.5113356764961305,0.7534246575342466,0.6523112795103467,25,0.8353980236651257
72,72,0.6506849315068494,0.7971104231166151,0.7238976773117323,0.5132127950982085,0.7534246575342466,0.6550014573010784,25,0.8353980236651257
73,73,0.6506849315068494,0.8053663570691434,0.7280256442879964,0.5249543416806856,0.7671232876712328,0.6651909064412707,25,0.8353980236651257
74,74,0.6506849315068494,0.797936016511868,0.7243104740093587,0.525018563678747,0.7808219178082192,0.664421451471874,25,0.8353980236651257
75,75,0.6506849315068494,0.7987616099071208,0.7247232707069851,0.525818879112639,0.773972602739726,0.6649489944622559,25,0.8353980236651257
76,76,0.6506849315068494,0.7977296181630548,0.7242072748349521,0.529532080751811,0.7671232876712328,0.6690877295249198,25,0.8353980236651257
77,77,0.6506849315068494,0.7892672858617132,0.7199761086842813,0.5134245374633307,0.7397260273972602,0.6546429612357912,25,0.8353980236651257
