~iteration~,epoch,acc_yinda_level0,auc_yinda_level0,mean_average_precision_at_r_level0,precision_at_1_level0,r_precision_level0,best_epoch,best_accuracy
1,1,0.8888888888888888,0.565,0.7368090960941689,0.8444444444444444,0.8163817663817664,1,0.565
2,2,0.8888888888888888,0.59,0.737866436125132,0.8222222222222223,0.8180911680911681,2,0.59
3,3,0.8888888888888888,0.635,0.7482586716075695,0.8222222222222223,0.8220797720797721,3,0.635
4,4,0.8888888888888888,0.68,0.7606142390050817,0.8222222222222223,0.8383190883190884,4,0.68
5,5,0.8888888888888888,0.76,0.7652646646182435,0.8,0.8457264957264957,5,0.76
6,6,0.8888888888888888,0.84,0.7682813549790255,0.8222222222222223,0.8474358974358975,6,0.84
7,7,0.9111111111111111,0.86,0.7686024989639806,0.8222222222222223,0.8485754985754986,7,0.86
8,8,0.8888888888888888,0.8899999999999999,0.7667598156366922,0.8444444444444444,0.8430199430199431,8,0.8899999999999999
9,9,0.8666666666666667,0.905,0.7686166829414081,0.8444444444444444,0.8447293447293447,9,0.905
10,10,0.8666666666666667,0.92,0.7736069325520166,0.8444444444444444,0.8475783475783476,10,0.92
11,11,0.8666666666666667,0.92,0.7768088301432956,0.8444444444444444,0.8537037037037039,10,0.92
12,12,0.8,0.93,0.7785480235192355,0.8444444444444444,0.8548433048433048,12,0.93
13,13,0.8,0.93,0.7812603788108361,0.8444444444444444,0.860968660968661,12,0.93
14,14,0.8,0.93,0.783142943456325,0.8222222222222223,0.8615384615384617,12,0.93
15,15,0.8,0.93,0.7812104461344737,0.8222222222222223,0.8565527065527067,12,0.93
16,16,0.8,0.935,0.7833507549657501,0.8222222222222223,0.857122507122507,16,0.935
17,17,0.7777777777777778,0.9300000000000002,0.7841829209485502,0.8222222222222223,0.8576923076923078,16,0.935
18,18,0.7777777777777778,0.9199999999999999,0.7835125936410677,0.8,0.8576923076923078,16,0.935
19,19,0.7777777777777778,0.92,0.7828650568975923,0.8222222222222223,0.8527065527065528,16,0.935
20,20,0.7777777777777778,0.92,0.7814809632486768,0.8222222222222223,0.8477207977207978,16,0.935
21,21,0.7777777777777778,0.915,0.781606876651873,0.8444444444444444,0.8482905982905983,16,0.935
22,22,0.7777777777777778,0.9099999999999999,0.7853873720680263,0.8666666666666667,0.8427350427350427,16,0.935
23,23,0.8,0.9099999999999999,0.7860836933107042,0.888888888888889,0.8427350427350427,16,0.935
24,24,0.8,0.915,0.783290602188895,0.8666666666666667,0.8433048433048433,16,0.935
25,25,0.7777777777777778,0.915,0.7846322360912645,0.8666666666666667,0.8433048433048433,16,0.935
26,26,0.7777777777777778,0.935,0.7875312780597948,0.8444444444444444,0.843874643874644,16,0.935
27,27,0.8,0.935,0.7893648808000259,0.8444444444444444,0.8450142450142449,16,0.935
28,28,0.7777777777777778,0.935,0.7899422979537444,0.8444444444444444,0.8461538461538463,16,0.935
29,29,0.8,0.9299999999999999,0.7913988719970193,0.8444444444444444,0.8467236467236468,16,0.935
30,30,0.8222222222222222,0.9299999999999999,0.7917489751648155,0.8666666666666667,0.8467236467236468,16,0.935
31,31,0.8222222222222222,0.9299999999999999,0.7930655128285401,0.8666666666666667,0.8478632478632478,16,0.935
32,32,0.8,0.9299999999999999,0.7928496670475258,0.8666666666666667,0.8472934472934472,16,0.935
33,33,0.8444444444444444,0.9299999999999999,0.7951123431889405,0.8666666666666667,0.8490028490028491,16,0.935
34,34,0.8,0.935,0.8019997179954952,0.8444444444444444,0.8606837606837606,16,0.935
35,35,0.8,0.93,0.8054047062118823,0.888888888888889,0.858974358974359,16,0.935
36,36,0.8,0.9299999999999999,0.803017971796309,0.888888888888889,0.8584045584045583,16,0.935
37,37,0.8222222222222222,0.9299999999999999,0.8051063507777911,0.888888888888889,0.8584045584045583,16,0.935
38,38,0.8222222222222222,0.935,0.8077639371315068,0.888888888888889,0.8595441595441596,16,0.935
39,39,0.8222222222222222,0.935,0.8121804673262921,0.8666666666666667,0.8606837606837606,16,0.935
40,40,0.8666666666666667,0.935,0.8179060287572119,0.8666666666666667,0.8623931623931624,16,0.935
41,41,0.8444444444444444,0.935,0.817871376102208,0.888888888888889,0.8623931623931624,16,0.935
42,42,0.8666666666666667,0.935,0.8209779571648037,0.888888888888889,0.8641025641025641,16,0.935
43,43,0.8222222222222222,0.935,0.8220599566467522,0.9111111111111111,0.8646723646723646,16,0.935
44,44,0.8222222222222222,0.9400000000000001,0.8376824869979939,0.9111111111111111,0.8847578347578348,44,0.9400000000000001
45,45,0.8222222222222222,0.9450000000000001,0.843168228323883,0.9111111111111111,0.891025641025641,45,0.9450000000000001
46,46,0.8,0.9450000000000001,0.8440221120437533,0.9111111111111111,0.8904558404558405,45,0.9450000000000001
47,47,0.8,0.9400000000000001,0.8343727694524592,0.888888888888889,0.8820512820512821,45,0.9450000000000001
48,48,0.8,0.9199999999999999,0.8165745670137342,0.9111111111111111,0.8629629629629629,45,0.9450000000000001
49,49,0.8222222222222222,0.9100000000000001,0.8081347634008952,0.8666666666666667,0.8574074074074073,45,0.9450000000000001
50,50,0.8444444444444444,0.9100000000000001,0.8062291843446007,0.888888888888889,0.857977207977208,45,0.9450000000000001
51,51,0.8444444444444444,0.935,0.8190688101310046,0.9111111111111111,0.8635327635327635,45,0.9450000000000001
52,52,0.8444444444444444,0.9400000000000001,0.821965038262919,0.9111111111111111,0.8635327635327635,45,0.9450000000000001
53,53,0.8,0.92,0.8146661420429915,0.9111111111111111,0.8635327635327635,45,0.9450000000000001
