~iteration~,epoch,acc_yinda_level0,auc_yinda_level0,mean_acc_auc_yinda_level0,mean_average_precision_at_r_level0,precision_at_1_level0,r_precision_level0,best_epoch,best_accuracy,folder_name,csv_filename
36,36,0.839622642,0.9251068,0.882364721,0.642772749,0.817610063,0.749872752,36,0.882364721,shiyan11-Supconloss,best_auc_TRAIN_vs_self.csv
36,36,0.816326531,0.845,0.830663265,0.490456994,0.734693878,0.637607217,36,0.830663265,shiyan11-Supconloss,best_auc_VAL_vs_self.csv
36,36,0.826923077,0.884792627,0.855857852,0.586650089,0.730769231,0.701602564,19,0.888544251,shiyan11-Supconloss,best_auc_ZHEYI_vs_self.csv
99,99,0.888888889,0.6625,0.775694444,0.794558286,0.888888889,0.811965812,5,0.775694444,shiyan11-Supconloss-nominer,best_auc_HOLD_OUT_vs_self.csv
99,99,0.661637931,0.526058632,0.593848281,0.374845268,0.661637931,0.587749324,5,0.593848281,shiyan11-Supconloss-nominer,best_auc_TOTAL_vs_self.csv
99,99,0.650684932,0.594736842,0.622710887,0.302028753,0.650684932,0.530821918,99,0.622710887,shiyan11-Supconloss-nominer,best_auc_TOTAL_WITHOUT_TRAIN_vs_self.csv
99,99,0.666666667,0.570754717,0.618710692,0.369051688,0.666666667,0.565083907,99,0.618710692,shiyan11-Supconloss-nominer,best_auc_TRAIN_vs_self.csv
99,99,0.489795918,0.854166667,0.671981293,0.328194999,0.489795918,0.504251701,99,0.671981293,shiyan11-Supconloss-nominer,best_auc_VAL_vs_self.csv
99,99,0.596153846,0.822580645,0.709367246,0.264917121,0.596153846,0.393269231,99,0.709367246,shiyan11-Supconloss-nominer,best_auc_ZHEYI_vs_self.csv
10,10,0.644444444,0.835,0.739722222,0.787720407,0.866666667,0.842022792,8,0.886666667,shiyan11-Supconloss-only,best_auc_HOLD_OUT_vs_self.csv
10,10,0.681034483,0.822485944,0.751760213,0.578636031,0.778017241,0.714170665,9,0.795672807,shiyan11-Supconloss-only,best_auc_TOTAL_vs_self.csv
10,10,0.732876712,0.855108359,0.793992536,0.553922852,0.767123288,0.691687555,9,0.827723115,shiyan11-Supconloss-only,best_auc_TOTAL_WITHOUT_TRAIN_vs_self.csv
10,10,0.657232704,0.807360271,0.732296487,0.59229163,0.805031447,0.723255111,9,0.780400795,shiyan11-Supconloss-only,best_auc_TRAIN_vs_self.csv
10,10,0.87755102,0.933333333,0.905442177,0.490631151,0.775510204,0.618566992,10,0.905442177,shiyan11-Supconloss-only,best_auc_VAL_vs_self.csv
10,10,0.673076923,0.797235023,0.735155973,0.570867713,0.788461538,0.691025641,9,0.800927567,shiyan11-Supconloss-only,best_auc_ZHEYI_vs_self.csv
1,1,0.888888889,0.21,0.549444444,0.779649802,0.933333333,0.837891738,1,0.549444444,shiyan11-Supconloss-only-nominer,best_auc_HOLD_OUT_vs_self.csv
1,1,0.661637931,0.418452665,0.540045298,0.481922445,0.745689655,0.645720645,1,0.540045298,shiyan11-Supconloss-only-nominer,best_auc_TOTAL_vs_self.csv
1,1,0.650684932,0.469143447,0.559914189,0.462634266,0.726027397,0.614712912,1,0.559914189,shiyan11-Supconloss-only-nominer,best_auc_TOTAL_WITHOUT_TRAIN_vs_self.csv
1,1,0.666666667,0.394246173,0.53045642,0.501902468,0.764150943,0.662894359,1,0.53045642,shiyan11-Supconloss-only-nominer,best_auc_TRAIN_vs_self.csv
1,1,0.489795918,0.468333333,0.479064626,0.343107293,0.530612245,0.541592724,1,0.479064626,shiyan11-Supconloss-only-nominer,best_auc_VAL_vs_self.csv
1,1,0.596153846,0.411674347,0.503914097,0.50193266,0.75,0.639102564,1,0.503914097,shiyan11-Supconloss-only-nominer,best_auc_ZHEYI_vs_self.csv
