~iteration~,lr
891,6.0881450903590746e-05
900,6.057704364907279e-05
909,6.027415843082743e-05
918,5.997278763867329e-05
927,5.967292370047992e-05
936,5.937455908197752e-05
945,5.907768628656764e-05
954,5.87822978551348e-05
963,5.848838636585912e-05
972,5.819594443402982e-05
981,5.790496471185967e-05
990,5.7615439888300376e-05
999,5.7327362688858874e-05
1008,5.704072587541458e-05
1017,5.675552224603751e-05
1026,5.647174463480732e-05
1035,5.6189385911633284e-05
1044,5.590843898207512e-05
1053,5.562889678716474e-05
1062,5.535075230322892e-05
1071,5.5073998541712775e-05
1080,5.479862854900421e-05
1089,5.452463540625919e-05
1098,5.42520122292279e-05
1107,5.398075216808176e-05
1116,5.371084840724135e-05
1125,5.344229416520514e-05
1134,5.3175082694379114e-05
1143,5.290920728090722e-05
1152,5.264466124450268e-05
1161,5.238143793828017e-05
1170,5.211953074858877e-05
1179,5.1858933094845826e-05
1188,5.1599638429371596e-05
1197,5.1341640237224736e-05
1206,5.108493203603861e-05
1215,5.082950737585842e-05
1224,5.0575359838979126e-05
1233,5.032248303978423e-05
1242,5.0070870624585304e-05
1251,4.9820516271462376e-05
1260,4.9571413690105064e-05
1269,4.932355662165454e-05
1278,4.907693883854627e-05
1287,4.883155414435354e-05
1296,4.8587396373631773e-05
1305,4.834445939176361e-05
1314,4.81027370948048e-05
1323,4.786222340933077e-05
1332,4.762291229228412e-05
1341,4.73847977308227e-05
1350,4.714787374216859e-05
1359,4.691213437345775e-05
1368,4.667757370159046e-05
1377,4.644418583308251e-05
1386,4.62119649039171e-05
1395,4.598090507939751e-05
1404,4.5751000554000526e-05
1413,4.552224555123052e-05
1422,4.5294634323474366e-05
1431,4.506816115185699e-05
1440,4.484282034609771e-05
1449,4.461860624436722e-05
1458,4.4395513213145386e-05
1467,4.417353564707966e-05
1476,4.395266796884426e-05
1485,4.373290462900004e-05
1494,4.351424010585504e-05
1503,4.329666890532577e-05
1512,4.308018556079914e-05
1521,4.286478463299515e-05
1530,4.265046070983017e-05
1539,4.2437208406281016e-05
1548,4.222502236424961e-05
1557,4.201389725242836e-05
1566,4.180382776616622e-05
1575,4.159480862733539e-05
1584,4.138683458419871e-05
1593,4.117990041127772e-05
1602,4.097400090922133e-05
1611,4.0769130904675224e-05
1620,4.056528525015185e-05
1629,4.036245882390109e-05
1638,4.0160646529781584e-05
1647,3.9959843297132674e-05
1656,3.976004408064701e-05
1665,3.9561243860243775e-05
1674,3.936343764094256e-05
1683,3.916662045273784e-05
1692,3.8970787350474154e-05
1701,3.8775933413721784e-05
1710,3.8582053746653176e-05
1719,3.838914347791991e-05
1728,3.819719776053031e-05
1737,3.800621177172766e-05
1746,3.781618071286902e-05
1755,3.762709980930467e-05
1764,3.7438964310258147e-05
1773,3.7251769488706857e-05
1782,3.706551064126332e-05
1791,3.6880183088057e-05
1800,3.6695782172616715e-05
1809,3.651230326175363e-05
1818,3.632974174544486e-05
1827,3.614809303671764e-05
1836,3.596735257153405e-05
1845,3.578751580867638e-05
1854,3.560857822963299e-05
1863,3.543053533848483e-05
1872,3.5253382661792406e-05
1881,3.5077115748483447e-05
1890,3.490173016974103e-05
1899,3.472722151889233e-05
1908,3.455358541129787e-05
1917,3.438081748424138e-05
1926,3.420891339682017e-05
1935,3.403786882983607e-05
1944,3.386767948568689e-05
1953,3.3698341088258456e-05
1962,3.352984938281716e-05
1971,3.336220013590308e-05
1980,3.3195389135223566e-05
1989,3.3029412189547446e-05
1998,3.286426512859971e-05
2007,3.2699943802956706e-05
2016,3.253644408394192e-05
2025,3.237376186352221e-05
2034,3.2211893054204596e-05
2043,3.205083358893357e-05
2052,3.1890579420988905e-05
2061,3.173112652388396e-05
2070,3.157247089126454e-05
2079,3.141460853680822e-05
2088,3.125753549412418e-05
2097,3.1101247816653557e-05
2106,3.094574157757029e-05
2115,3.0791012869682435e-05
2124,3.0637057805334024e-05
2133,3.0483872516307356e-05
2142,3.0331453153725818e-05
2151,3.017979588795719e-05
2160,3.0028896908517404e-05
2169,2.9878752423974818e-05
2178,2.9729358661854945e-05
2187,2.958071186854567e-05
2196,2.9432808309202942e-05
2205,2.9285644267656926e-05
2214,2.9139216046318642e-05
2223,2.8993519966087048e-05
2232,2.884855236625661e-05
2241,2.8704309604425327e-05
2250,2.85607880564032e-05
2259,2.8417984116121184e-05
2268,2.827589419554058e-05
2277,2.8134514724562877e-05
2286,2.7993842150940063e-05
2295,2.7853872940185363e-05
2304,2.7714603575484436e-05
2313,2.7576030557607014e-05
2322,2.7438150404818978e-05
2331,2.7300959652794882e-05
2340,2.7164454854530908e-05
2349,2.7028632580258252e-05
2358,2.689348941735696e-05
2367,2.6759021970270176e-05
2376,2.6625226860418824e-05
2385,2.649210072611673e-05
2394,2.6359640222486147e-05
2403,2.6227842021373716e-05
2412,2.6096702811266848e-05
2421,2.5966219297210513e-05
2430,2.583638820072446e-05
2439,2.5707206259720837e-05
2448,2.5578670228422232e-05
2457,2.545077687728012e-05
2466,2.5323522992893717e-05
2475,2.5196905377929248e-05
2484,2.50709208510396e-05
2493,2.4945566246784402e-05
2502,2.482083841555048e-05
2511,2.4696734223472726e-05
2520,2.4573250552355363e-05
2529,2.4450384299593587e-05
2538,2.432813237809562e-05
2547,2.420649171620514e-05
2556,2.408545925762411e-05
2565,2.396503196133599e-05
2574,2.384520680152931e-05
2583,2.3725980767521664e-05
2592,2.3607350863684057e-05
2601,2.3489314109365635e-05
2610,2.337186753881881e-05
2619,2.3255008201124716e-05
2628,2.3138733160119093e-05
2637,2.3023039494318497e-05
2646,2.2907924296846905e-05
2655,2.279338467536267e-05
2664,2.2679417751985857e-05
2673,2.256602066322593e-05
2682,2.2453190559909798e-05
2691,2.234092460711025e-05
2700,2.22292199840747e-05
2709,2.2118073884154326e-05
2718,2.2007483514733552e-05
2727,2.1897446097159884e-05
2736,2.1787958866674083e-05
2745,2.1679019072340712e-05
2754,2.157062397697901e-05
2763,2.1462770857094115e-05
2772,2.1355457002808644e-05
2781,2.12486797177946e-05
2790,2.1142436319205628e-05
2799,2.10367241376096e-05
2808,2.0931540516921552e-05
2817,2.0826882814336943e-05
2826,2.072274840026526e-05
2835,2.0619134658263934e-05
2844,2.0516038984972614e-05
2853,2.041345879004775e-05
2862,2.0311391496097513e-05
2871,2.0209834538617023e-05
2880,2.0108785365923937e-05
2889,2.000824143909432e-05
2898,1.9908200231898848e-05
2907,1.9808659230739354e-05
2916,1.9709615934585657e-05
2925,1.9611067854912728e-05
2934,1.9513012515638165e-05
2943,1.9415447453059972e-05
2952,1.9318370215794673e-05
2961,1.92217783647157e-05
2970,1.9125669472892122e-05
2979,1.903004112552766e-05
2988,1.8934890919900024e-05
2997,1.8840216465300524e-05
3006,1.874601538297402e-05
3015,1.865228530605915e-05
3024,1.8559023879528854e-05
3033,1.846622876013121e-05
3042,1.8373897616330553e-05
3051,1.82820281282489e-05
3060,1.8190617987607658e-05
3069,1.809966489766962e-05
3078,1.8009166573181274e-05
3087,1.791912074031537e-05
3096,1.782952513661379e-05
3105,1.7740377510930722e-05
3114,1.7651675623376067e-05
3123,1.7563417245259188e-05
3132,1.747560015903289e-05
3141,1.7388222158237726e-05
3150,1.7301281047446538e-05
3159,1.7214774642209307e-05
3168,1.712870076899826e-05
3177,1.7043057265153268e-05
3186,1.69578419788275e-05
3195,1.6873052768933363e-05
3204,1.6788687505088696e-05
3213,1.670474406756325e-05
3222,1.6621220347225433e-05
3231,1.6538114245489306e-05
3240,1.645542367426186e-05
3249,1.637314655589055e-05
3258,1.6291280823111097e-05
3267,1.620982441899554e-05
3276,1.6128775296900564e-05
3285,1.604813142041606e-05
3294,1.596789076331398e-05
3303,1.588805130949741e-05
3312,1.5808611052949923e-05
3321,1.5729567997685173e-05
3330,1.5650920157696746e-05
3339,1.557266555690826e-05
3348,1.5494802229123718e-05
3357,1.54173282179781e-05
3366,1.534024157688821e-05
3375,1.5263540369003767e-05
3384,1.5187222667158748e-05
3393,1.5111286553822954e-05
3402,1.5035730121053838e-05
3411,1.496055147044857e-05
3420,1.4885748713096327e-05
3429,1.4811319969530846e-05
3438,1.4737263369683192e-05
3447,1.4663577052834776e-05
3456,1.4590259167570603e-05
3465,1.451730787173275e-05
3474,1.4444721332374085e-05
3483,1.4372497725712215e-05
3492,1.4300635237083654e-05
3501,1.4229132060898235e-05
3510,1.4157986400593743e-05
3519,1.4087196468590775e-05
3528,1.4016760486247822e-05
3537,1.3946676683816582e-05
3546,1.3876943300397499e-05
3555,1.3807558583895511e-05
3564,1.3738520790976033e-05
3573,1.3669828187021152e-05
3582,1.3601479046086046e-05
3591,1.3533471650855615e-05
