~iteration~,epoch,acc_yinda_level0,auc_yinda_level0,mean_acc_auc_yinda_level0,mean_average_precision_at_r_level0,precision_at_1_level0,r_precision_level0,best_epoch,best_accuracy
1,1,0.8888888888888888,0.615,0.7519444444444444,0.7810399195747001,0.888888888888889,0.8307692307692308,1,0.7519444444444444
2,2,0.8888888888888888,0.7849999999999999,0.8369444444444444,0.7944012242584639,0.9333333333333333,0.8414529914529915,2,0.8369444444444444
3,3,0.1111111111111111,0.96,0.5355555555555556,0.8142576639113492,0.9555555555555556,0.8643874643874644,2,0.8369444444444444
4,4,0.1111111111111111,0.98,0.5455555555555556,0.8314914637649777,0.9555555555555556,0.878917378917379,2,0.8369444444444444
5,5,0.15555555555555556,0.99,0.5727777777777778,0.8359674480791353,0.9555555555555556,0.8783475783475783,2,0.8369444444444444
6,6,0.9555555555555556,0.99,0.9727777777777777,0.85541428216652,0.9555555555555556,0.8968660968660969,6,0.9727777777777777
7,7,0.9333333333333333,0.99,0.9616666666666667,0.8530518440964645,0.9555555555555556,0.8924501424501424,6,0.9727777777777777
8,8,0.9333333333333333,0.99,0.9616666666666667,0.8537047479744768,0.9555555555555556,0.8941595441595442,6,0.9727777777777777
9,9,0.8444444444444444,0.99,0.9172222222222222,0.8481700944759275,0.9333333333333333,0.8914529914529914,6,0.9727777777777777
10,10,0.8,0.985,0.8925000000000001,0.8484826137298882,0.9111111111111111,0.8920227920227919,6,0.9727777777777777
11,11,0.8,0.98,0.89,0.8574577523317752,0.888888888888889,0.900997150997151,6,0.9727777777777777
12,12,0.8222222222222222,0.985,0.9036111111111111,0.8569214700223093,0.888888888888889,0.8954415954415955,6,0.9727777777777777
13,13,0.8222222222222222,0.985,0.9036111111111111,0.8586740121935713,0.9333333333333333,0.8954415954415955,6,0.9727777777777777
14,14,0.8222222222222222,0.985,0.9036111111111111,0.8646600635712035,0.9555555555555556,0.902136752136752,6,0.9727777777777777
15,15,0.8222222222222222,0.98,0.9011111111111111,0.8630722719126495,0.9333333333333333,0.9032763532763534,6,0.9727777777777777
16,16,0.8222222222222222,0.9750000000000001,0.8986111111111111,0.8622650754857935,0.9111111111111111,0.9038461538461539,6,0.9727777777777777
17,17,0.8222222222222222,0.9700000000000001,0.8961111111111111,0.8570343393850756,0.9111111111111111,0.8977207977207977,6,0.9727777777777777
18,18,0.8222222222222222,0.9700000000000001,0.8961111111111111,0.8425824686101876,0.8666666666666667,0.8874643874643874,6,0.9727777777777777
19,19,0.8,0.9650000000000001,0.8825000000000001,0.8271736964916807,0.8666666666666667,0.872934472934473,6,0.9727777777777777
20,20,0.7777777777777778,0.9650000000000001,0.871388888888889,0.8189972986203796,0.8666666666666667,0.8712250712250712,6,0.9727777777777777
21,21,0.7777777777777778,0.9600000000000001,0.8688888888888889,0.8130878887483457,0.8666666666666667,0.8645299145299146,6,0.9727777777777777
22,22,0.7777777777777778,0.9600000000000001,0.8688888888888889,0.8112312241332461,0.8666666666666667,0.8639601139601139,6,0.9727777777777777
23,23,0.7777777777777778,0.9600000000000001,0.8688888888888889,0.8107237831816066,0.8666666666666667,0.8639601139601139,6,0.9727777777777777
24,24,0.7777777777777778,0.9600000000000001,0.8688888888888889,0.8093138171823694,0.8666666666666667,0.8639601139601139,6,0.9727777777777777
25,25,0.7777777777777778,0.955,0.8663888888888889,0.8094531700363872,0.8666666666666667,0.8639601139601139,6,0.9727777777777777
26,26,0.8,0.955,0.8775,0.8083511656884117,0.8666666666666667,0.8639601139601139,6,0.9727777777777777
27,27,0.8,0.955,0.8775,0.8103099022434088,0.888888888888889,0.8650997150997152,6,0.9727777777777777
28,28,0.8444444444444444,0.955,0.8997222222222222,0.8103122423068221,0.888888888888889,0.8656695156695157,6,0.9727777777777777
