~iteration~,epoch,acc_yinda_level0,auc_yinda_level0,mean_acc_auc_yinda_level0,mean_average_precision_at_r_level0,precision_at_1_level0,r_precision_level0,best_epoch,best_accuracy
1,1,0.6666666666666666,0.6499421502313991,0.6583044084490328,0.4160387227570029,0.7138364779874214,0.6007940056406479,1,0.6583044084490328
2,2,0.6666666666666666,0.7010946956212175,0.6838806811439421,0.42908542992269166,0.679245283018868,0.6094839247213387,2,0.6838806811439421
3,3,0.6666666666666666,0.7244348522605909,0.6955507594636288,0.4381141816624758,0.619496855345912,0.617817009661774,3,0.6955507594636288
4,4,0.6666666666666666,0.7437922748309006,0.7052294707487836,0.4516716838519883,0.679245283018868,0.6245582509733454,4,0.7052294707487836
5,5,0.6666666666666666,0.7586329654681381,0.7126498160674024,0.46192565718603024,0.7138364779874214,0.6320964786403398,5,0.7126498160674024
6,6,0.6666666666666666,0.7655971876112495,0.7161319271389581,0.47032996749625344,0.6981132075471699,0.6385717266429062,6,0.7161319271389581
7,7,0.6666666666666666,0.7659754360982556,0.7163210513824612,0.47592092486479115,0.729559748427673,0.6406789500503174,7,0.7163210513824612
8,8,0.6666666666666666,0.7580322178711285,0.7123494422688976,0.4771257360330746,0.7421383647798743,0.6404277183763906,7,0.7163210513824612
9,9,0.6666666666666666,0.7482867568529725,0.7074767117598195,0.47856574389094836,0.738993710691824,0.6408153532359918,7,0.7163210513824612
10,10,0.6666666666666666,0.7310208259166964,0.6988437462916814,0.48137665234601323,0.7452830188679246,0.6376424533269746,7,0.7163210513824612
11,11,0.6666666666666666,0.7065904236383054,0.6866285451524861,0.4809271511793049,0.7484276729559749,0.6368386539092075,7,0.7163210513824612
12,12,0.6666666666666666,0.6863430046279815,0.676504835647324,0.4791492770882127,0.7452830188679246,0.6358801412007171,7,0.7163210513824612
13,13,0.6666666666666666,0.6714578141687433,0.6690622404177049,0.4806670048602881,0.7830188679245284,0.6380546435987731,7,0.7163210513824612
14,14,0.6666666666666666,0.6719473122107511,0.6693069894387089,0.48389382767677847,0.7830188679245284,0.6398601051198745,7,0.7163210513824612
15,15,0.6666666666666666,0.6802687789248842,0.6734677227957755,0.4890135922726312,0.8018867924528302,0.6433381734463733,7,0.7163210513824612
16,16,0.6666666666666666,0.687322000711997,0.6769943336893318,0.4929089166371122,0.7861635220125787,0.6464906341683592,7,0.7163210513824612
17,17,0.6666666666666666,0.6982022071911712,0.6824344369289189,0.4977816908321202,0.779874213836478,0.6504654882907588,7,0.7163210513824612
18,18,0.6666666666666666,0.7127091491634033,0.689687907915035,0.5030182776239259,0.7861635220125787,0.6553683382799005,7,0.7163210513824612
19,19,0.6666666666666666,0.7294410822356712,0.6980538744511688,0.5085768643479375,0.7830188679245284,0.6598066225804757,7,0.7163210513824612
20,20,0.6666666666666666,0.74875400498398,0.7077103358253234,0.5145322539492199,0.779874213836478,0.6647964810532995,7,0.7163210513824612
21,21,0.6981132075471698,0.7709149163403347,0.7345140619437522,0.5220675164934665,0.779874213836478,0.670995516153345,21,0.7345140619437522
22,22,0.7389937106918238,0.7895158419366322,0.764254776314228,0.5291170893585425,0.7767295597484277,0.6764032424499206,22,0.764254776314228
23,23,0.7547169811320755,0.8064702741189035,0.7805936276254895,0.5352563011413599,0.779874213836478,0.6819700821399829,23,0.7805936276254895
24,24,0.7704402515723271,0.8183517265930936,0.7943959890827104,0.5364452682117481,0.779874213836478,0.6834143094180651,24,0.7943959890827104
25,25,0.7735849056603774,0.8284531861872553,0.8010190459238163,0.5357549942967706,0.7767295597484277,0.6825814125465381,25,0.8010190459238163
26,26,0.7547169811320755,0.8339711641153436,0.7943440726237095,0.5312272348102098,0.7767295597484277,0.6788826293878606,25,0.8010190459238163
