epoch,loss_histories/metric_loss,loss_histories/classifier_loss,loss_histories/total_loss
1.0,0.0998145341873169,0.34662556648254395,0.44644010066986084
2.0,0.09975423663854599,0.34658896923065186,0.44634321331977844
3.0,0.09879489243030548,0.34661993384361267,0.44541484117507935
4.0,0.09919806569814682,0.34661155939102173,0.44580963253974915
5.0,0.09786605834960938,0.34665581583976746,0.44452187418937683
6.0,0.09370123594999313,0.34669914841651917,0.4404003918170929
7.0,0.09276219457387924,0.34674307703971863,0.43950527906417847
8.0,0.09478525817394257,0.3467651605606079,0.44155043363571167
9.0,0.08128015697002411,0.3468587398529053,0.4281389117240906
10.0,0.07069267332553864,0.3470146954059601,0.4177073836326599
11.0,0.08882542699575424,0.34694063663482666,0.4357660710811615
12.0,0.0819188803434372,0.34714964032173157,0.42906850576400757
13.0,0.0876263827085495,0.3470868170261383,0.4347131848335266
14.0,0.0907217413187027,0.34711456298828125,0.43783628940582275
15.0,0.10580714792013168,0.34694498777389526,0.45275214314460754
16.0,0.08809798210859299,0.3469233512878418,0.4350213408470154
17.0,0.07030350714921951,0.34681436419487,0.4171178638935089
18.0,0.09942173212766647,0.3467673063278198,0.4461890459060669
19.0,0.0864197313785553,0.3465961217880249,0.4330158531665802
20.0,0.0938647985458374,0.3465995788574219,0.4404643774032593
21.0,0.12671992182731628,0.34647583961486816,0.47319576144218445
22.0,0.06035511940717697,0.34646105766296387,0.40681618452072144
23.0,0.08564803749322891,0.3464253842830658,0.4320734143257141
24.0,0.08649951219558716,0.3463535010814667,0.43285301327705383
25.0,0.09209870547056198,0.3461829125881195,0.4382816255092621
26.0,0.08424291014671326,0.34604573249816895,0.4302886426448822
27.0,0.11287900060415268,0.3462819457054138,0.4591609537601471
28.0,0.07109176367521286,0.3459828794002533,0.41707465052604675
29.0,0.106107696890831,0.3460637629032135,0.4521714448928833
30.0,0.10291638970375061,0.346189945936203,0.4491063356399536
31.0,0.10987228900194168,0.34583261609077454,0.4557048976421356
32.0,0.09629116207361221,0.34568971395492554,0.44198086857795715
33.0,0.11010220646858215,0.3459327816963196,0.45603498816490173
34.0,0.10296948254108429,0.3457721471786499,0.448741614818573
35.0,0.10337020456790924,0.3457077443599701,0.4490779638290405
36.0,0.10299985110759735,0.3457460403442383,0.4487459063529968
37.0,0.11677169054746628,0.3457903563976288,0.46256205439567566
38.0,0.11285656690597534,0.3456858992576599,0.45854246616363525
39.0,0.12776438891887665,0.34559786319732666,0.4733622670173645
40.0,0.13157044351100922,0.3456636667251587,0.4772341251373291
41.0,0.13465918600559235,0.3456116318702698,0.4802708029747009
42.0,0.10728450864553452,0.3456766605377197,0.45296117663383484
43.0,0.058195896446704865,0.345331609249115,0.40352749824523926
44.0,0.10012345761060715,0.3453190326690674,0.4454424977302551
45.0,0.09390219300985336,0.34568676352500916,0.4395889639854431
46.0,0.09148973971605301,0.34541863203048706,0.4369083642959595
47.0,0.07329500466585159,0.3449995517730713,0.4182945489883423
48.0,0.12825243175029755,0.345412015914917,0.47366446256637573
49.0,0.10608992725610733,0.3453996181488037,0.45148953795433044
50.0,0.1117822676897049,0.34544822573661804,0.45723050832748413
51.0,0.12327005714178085,0.3452432453632355,0.4685133099555969
52.0,0.08201918751001358,0.34551864862442017,0.42753782868385315
53.0,0.11822884529829025,0.34519341588020325,0.4634222686290741
54.0,0.08308584243059158,0.34515899419784546,0.42824482917785645
55.0,0.07000362873077393,0.34523236751556396,0.4152359962463379
56.0,0.16985704004764557,0.34501489996910095,0.5148719549179077
57.0,0.11515224725008011,0.3454495668411255,0.460601806640625
58.0,0.061172131448984146,0.3451296389102936,0.4063017666339874
59.0,0.17806778848171234,0.3451943099498749,0.523262083530426
60.0,0.14388610422611237,0.34524571895599365,0.4891318082809448
61.0,0.08123667538166046,0.3450598120689392,0.4262964725494385
62.0,0.10214855521917343,0.3450406789779663,0.44718924164772034
63.0,0.10822511464357376,0.34508898854255676,0.4533140957355499
64.0,0.07862558215856552,0.3453143835067749,0.423939973115921
65.0,0.10008293390274048,0.3453695476055145,0.445452481508255
66.0,0.05279841646552086,0.34508663415908813,0.3978850543498993
67.0,0.09815240651369095,0.3450271189212799,0.44317951798439026
68.0,0.08779450505971909,0.34504973888397217,0.43284425139427185
69.0,0.11705247312784195,0.34530678391456604,0.4623592495918274
70.0,0.12780968844890594,0.3450593650341034,0.47286903858184814
71.0,0.06375777721405029,0.3450792729854584,0.40883705019950867
72.0,0.09774994850158691,0.34541332721710205,0.44316327571868896
73.0,0.08640259504318237,0.34499678015708923,0.4313993752002716
74.0,0.09221511334180832,0.3449994623661041,0.43721458315849304
75.0,0.10612162202596664,0.345166951417923,0.4512885808944702
76.0,0.06000957265496254,0.3452747166156769,0.4052842855453491
77.0,0.10549136996269226,0.3449894189834595,0.45048078894615173
78.0,0.07114187628030777,0.34483689069747925,0.4159787595272064
79.0,0.07679648697376251,0.34519869089126587,0.4219951629638672
80.0,0.09558466821908951,0.3453851342201233,0.4409697949886322
81.0,0.05693121254444122,0.34506747126579285,0.40199869871139526
82.0,0.06165720149874687,0.3452093303203583,0.40686652064323425
83.0,0.056462354958057404,0.34493517875671387,0.4013975262641907
84.0,0.07017206400632858,0.3452536165714264,0.41542568802833557
85.0,0.18195731937885284,0.34511005878448486,0.5270673632621765
86.0,0.08830122649669647,0.34508034586906433,0.4333815574645996
87.0,0.08867676556110382,0.34516435861587524,0.43384110927581787
88.0,0.0597020722925663,0.3451501429080963,0.4048522114753723
89.0,0.08355581760406494,0.34481364488601685,0.4283694624900818
90.0,0.1101096123456955,0.34525659680366516,0.45536619424819946
91.0,0.061890654265880585,0.34502747654914856,0.40691813826560974
92.0,0.17379248142242432,0.34544825553894043,0.5192407369613647
93.0,0.10263746976852417,0.3449229896068573,0.44756045937538147
94.0,0.1258784383535385,0.345038503408432,0.4709169268608093
95.0,0.052756134420633316,0.345026433467865,0.397782564163208
96.0,0.08218171447515488,0.34492066502571106,0.42710238695144653
97.0,0.07336151599884033,0.34479114413261414,0.41815266013145447
98.0,0.08826156705617905,0.3450441062450409,0.43330568075180054
99.0,0.07146461308002472,0.34522348642349243,0.41668808460235596
100.0,0.05417385324835777,0.34472569823265076,0.39889955520629883
101.0,0.08523112535476685,0.3449150025844574,0.43014612793922424
102.0,0.1081676036119461,0.3451642692089081,0.4533318877220154
103.0,0.07648719847202301,0.34521913528442383,0.42170631885528564
104.0,0.07865987718105316,0.34500059485435486,0.4236604571342468
105.0,0.2786228656768799,0.3450658917427063,0.6236887574195862
106.0,0.06145775690674782,0.34525999426841736,0.4067177474498749
107.0,0.06631244719028473,0.34508997201919556,0.4114024043083191
108.0,0.06248684599995613,0.34493690729141235,0.4074237644672394
109.0,0.06500821560621262,0.34488967061042786,0.40989789366722107
110.0,0.0583014078438282,0.3448336720466614,0.4031350910663605
111.0,0.044356975704431534,0.344728022813797,0.38908499479293823
112.0,0.10575026273727417,0.3449084460735321,0.4506587088108063
113.0,0.12068011611700058,0.3449019193649292,0.4655820429325104
114.0,0.04787759482860565,0.34472253918647766,0.3926001191139221
115.0,0.081051766872406,0.34463173151016235,0.42568349838256836
116.0,0.06868088245391846,0.3448379337787628,0.4135188162326813
117.0,0.14470012485980988,0.3449978828430176,0.48969799280166626
118.0,0.04452522099018097,0.34492164850234985,0.38944685459136963
119.0,0.1088264063000679,0.34468406438827515,0.45351046323776245
120.0,0.2861310839653015,0.34494468569755554,0.6310757398605347
121.0,0.1475188136100769,0.3450483977794647,0.4925672113895416
122.0,0.17168061435222626,0.34482112526893616,0.5165017247200012
123.0,0.062255192548036575,0.34505775570869446,0.40731295943260193
124.0,0.059299346059560776,0.34501999616622925,0.4043193459510803
125.0,0.08808546513319016,0.344789981842041,0.43287545442581177
126.0,0.072128526866436,0.34486275911331177,0.41699129343032837
127.0,0.1453147530555725,0.3450191915035248,0.4903339445590973
128.0,0.05737380310893059,0.3449331223964691,0.4023069143295288
129.0,0.21296124160289764,0.3449518382549286,0.557913064956665
130.0,0.22373045980930328,0.3446976840496063,0.5684281587600708
131.0,0.05682501196861267,0.34478557109832764,0.4016105830669403
132.0,0.048142023384571075,0.3447941839694977,0.39293619990348816
133.0,0.04119095578789711,0.34455543756484985,0.38574638962745667
134.0,0.20024581253528595,0.3447893261909485,0.5450351238250732
135.0,0.05927097797393799,0.34476470947265625,0.40403568744659424
136.0,0.14939740300178528,0.34464263916015625,0.49404004216194153
137.0,0.05103315785527229,0.34487465023994446,0.39590781927108765
138.0,0.02328336425125599,0.34468284249305725,0.3679662048816681
139.0,0.04975332319736481,0.34473133087158203,0.39448463916778564
140.0,0.05877453088760376,0.34447363018989563,0.4032481610774994
141.0,0.042336344718933105,0.3447529077529907,0.38708925247192383
142.0,0.03135345131158829,0.3448137044906616,0.3761671483516693
143.0,0.11901509016752243,0.3442923426628113,0.4633074402809143
144.0,0.06609781831502914,0.34464311599731445,0.4107409417629242
145.0,0.051652513444423676,0.3445699214935303,0.39622244238853455
146.0,0.04455726966261864,0.3447033166885376,0.38926059007644653
147.0,0.04932422190904617,0.34459030628204346,0.39391452074050903
148.0,0.04628911241889,0.34471002221107483,0.3909991383552551
149.0,0.19049425423145294,0.34494462609291077,0.5354388952255249
150.0,0.13437367975711823,0.3448238670825958,0.47919756174087524
151.0,0.07302689552307129,0.344696968793869,0.4177238643169403
152.0,0.03536691144108772,0.34456631541252136,0.37993323802948
153.0,0.07169181853532791,0.344513475894928,0.4162052869796753
154.0,0.06907512247562408,0.3446213901042938,0.4136965274810791
155.0,0.03843771666288376,0.3448737859725952,0.38331151008605957
156.0,0.04881792142987251,0.3446404039859772,0.3934583365917206
157.0,0.04600769653916359,0.34449607133865356,0.39050376415252686
158.0,0.3764558732509613,0.34433192014694214,0.720787763595581
159.0,0.04307149723172188,0.3446826934814453,0.3877542018890381
160.0,0.03964489698410034,0.3444484770298004,0.38409337401390076
161.0,0.10336273163557053,0.344610333442688,0.4479730725288391
162.0,0.027184918522834778,0.34421008825302124,0.3713949918746948
163.0,0.050656985491514206,0.3444959819316864,0.3951529562473297
164.0,0.13905945420265198,0.34453797340393066,0.48359742760658264
165.0,0.02916736528277397,0.3444750905036926,0.3736424446105957
166.0,0.00575641542673111,0.344549298286438,0.3503057062625885
167.0,0.08631066977977753,0.34454089403152466,0.4308515787124634
168.0,0.06364240497350693,0.34480974078178406,0.4084521532058716
169.0,0.07648441195487976,0.3445488214492798,0.42103323340415955
170.0,0.027614375576376915,0.3443257510662079,0.37194013595581055
171.0,0.0630466416478157,0.34437647461891174,0.40742310881614685
172.0,0.12302762269973755,0.34431836009025574,0.4673459827899933
173.0,0.06852081418037415,0.34458035230636597,0.4131011664867401
174.0,0.05837119370698929,0.34415754675865173,0.4025287330150604
175.0,0.09554889053106308,0.34429559111595154,0.4398444890975952
176.0,0.036595433950424194,0.3443700671195984,0.3809655010700226
177.0,0.06125379726290703,0.34441161155700684,0.40566539764404297
178.0,0.03306538611650467,0.34438368678092957,0.37744906544685364
179.0,0.017322877421975136,0.34429070353507996,0.36161357164382935
180.0,0.055183686316013336,0.3442089855670929,0.39939266443252563
181.0,0.0,0.3441331684589386,0.3441331684589386
182.0,0.04749559611082077,0.34397587180137634,0.3914714753627777
183.0,0.0670047327876091,0.34433674812316895,0.41134148836135864
184.0,0.05109540373086929,0.3442048132419586,0.3953002095222473
185.0,0.02042507752776146,0.34435540437698364,0.3647804856300354
186.0,0.0,0.34435105323791504,0.34435105323791504
187.0,0.0,0.34417006373405457,0.34417006373405457
188.0,0.0,0.3441210687160492,0.3441210687160492
189.0,0.07894180715084076,0.3440339267253876,0.42297571897506714
190.0,0.047636061906814575,0.3441956043243408,0.3918316662311554
191.0,0.06722787767648697,0.34402570128440857,0.41125357151031494
192.0,0.013367615640163422,0.34405821561813354,0.35742583870887756
193.0,0.0,0.34399735927581787,0.34399735927581787
194.0,0.03230739384889603,0.34405210614204407,0.3763594925403595
195.0,0.03272978216409683,0.3439418375492096,0.37667161226272583
196.0,0.0,0.34386324882507324,0.34386324882507324
197.0,0.0,0.34397342801094055,0.34397342801094055
198.0,0.0,0.3441162705421448,0.3441162705421448
199.0,0.0,0.34388211369514465,0.34388211369514465
200.0,0.03822757676243782,0.34411147236824036,0.3823390603065491
201.0,0.04344773292541504,0.34389615058898926,0.3873438835144043
202.0,0.0,0.34359076619148254,0.34359076619148254
203.0,0.010037519037723541,0.34374815225601196,0.3537856638431549
204.0,0.0,0.3436530530452728,0.3436530530452728
205.0,0.0,0.3438029885292053,0.3438029885292053
206.0,0.10343067348003387,0.34378471970558167,0.44721537828445435
207.0,0.03891373425722122,0.34392765164375305,0.3828413784503937
208.0,0.03010948747396469,0.3439847230911255,0.3740942180156708
209.0,0.026018716394901276,0.34344226121902466,0.36946097016334534
210.0,0.0,0.34376776218414307,0.34376776218414307
211.0,0.0,0.34366631507873535,0.34366631507873535
212.0,0.0006276741623878479,0.3433341681957245,0.34396183490753174
213.0,0.0,0.3437436521053314,0.3437436521053314
214.0,0.0,0.34367719292640686,0.34367719292640686
215.0,0.04441588371992111,0.34331774711608887,0.3877336382865906
216.0,0.0,0.34336888790130615,0.34336888790130615
217.0,0.0,0.34372174739837646,0.34372174739837646
218.0,0.0,0.3433045744895935,0.3433045744895935
219.0,0.056236326694488525,0.34340810775756836,0.3996444344520569
220.0,0.0,0.34315451979637146,0.34315451979637146
221.0,0.0,0.3434820771217346,0.3434820771217346
222.0,0.0,0.34333309531211853,0.34333309531211853
223.0,0.11239772289991379,0.3432687520980835,0.4556664824485779
224.0,0.030729157850146294,0.34313806891441345,0.3738672137260437
