epoch,best_auc_HOLD_OUT_vs_self/epoch,best_auc_HOLD_OUT_vs_self/acc_yinda_level0,best_auc_HOLD_OUT_vs_self/auc_yinda_level0,best_auc_HOLD_OUT_vs_self/mean_average_precision_at_r_level0,best_auc_HOLD_OUT_vs_self/precision_at_1_level0,best_auc_HOLD_OUT_vs_self/r_precision_level0,best_auc_HOLD_OUT_vs_self/best_epoch,best_auc_HOLD_OUT_vs_self/best_accuracy
48,48.0,0.8888888955116272,0.875,0.7865340709686279,0.800000011920929,0.8478632569313049,41.0,0.8849999904632568
49,49.0,0.8888888955116272,0.875,0.7841055989265442,0.800000011920929,0.8472934365272522,41.0,0.8849999904632568
50,50.0,0.8888888955116272,0.8700000047683716,0.7845337390899658,0.800000011920929,0.8472934365272522,41.0,0.8849999904632568
51,51.0,0.8888888955116272,0.875,0.7839922308921814,0.800000011920929,0.8472934365272522,41.0,0.8849999904632568
52,52.0,0.8888888955116272,0.8700000047683716,0.7868869304656982,0.800000011920929,0.8490028381347656,41.0,0.8849999904632568
53,53.0,0.8888888955116272,0.8799999952316284,0.7902732491493225,0.7777777910232544,0.8495726585388184,41.0,0.8849999904632568
54,54.0,0.8888888955116272,0.8799999952316284,0.7933337092399597,0.7777777910232544,0.8495726585388184,41.0,0.8849999904632568
55,55.0,0.8888888955116272,0.8849999904632568,0.7936843037605286,0.7777777910232544,0.8501424789428711,55.0,0.8849999904632568
56,56.0,0.8888888955116272,0.8799999952316284,0.7899016737937927,0.8222222328186035,0.8478632569313049,55.0,0.8849999904632568
57,57.0,0.8888888955116272,0.8799999952316284,0.7839027047157288,0.800000011920929,0.8478632569313049,55.0,0.8849999904632568
58,58.0,0.9111111164093018,0.8799999952316284,0.7828440070152283,0.7777777910232544,0.8461538553237915,55.0,0.8849999904632568
59,59.0,0.9111111164093018,0.8849999904632568,0.7862592339515686,0.7777777910232544,0.8461538553237915,55.0,0.8849999904632568
60,60.0,0.8888888955116272,0.8799999952316284,0.7871195673942566,0.800000011920929,0.8490028381347656,55.0,0.8849999904632568
61,61.0,0.9111111164093018,0.8799999952316284,0.7858965992927551,0.800000011920929,0.8467236757278442,55.0,0.8849999904632568
62,62.0,0.9111111164093018,0.875,0.7891731858253479,0.800000011920929,0.8495726585388184,55.0,0.8849999904632568
63,63.0,0.9111111164093018,0.8700000047683716,0.7860310673713684,0.800000011920929,0.8472934365272522,55.0,0.8849999904632568
64,64.0,0.8888888955116272,0.8700000047683716,0.7880610823631287,0.800000011920929,0.8495726585388184,55.0,0.8849999904632568
65,65.0,0.9111111164093018,0.8799999952316284,0.7870081067085266,0.800000011920929,0.8484330773353577,55.0,0.8849999904632568
66,66.0,0.9111111164093018,0.8799999952316284,0.7890133261680603,0.8222222328186035,0.8484330773353577,55.0,0.8849999904632568
67,67.0,0.9111111164093018,0.8799999952316284,0.7894906997680664,0.8222222328186035,0.8495726585388184,55.0,0.8849999904632568
68,68.0,0.9111111164093018,0.8899999856948853,0.7939814329147339,0.8444444537162781,0.8501424789428711,68.0,0.8899999856948853
69,69.0,0.9333333373069763,0.8849999904632568,0.7909843921661377,0.8222222328186035,0.8484330773353577,68.0,0.8899999856948853
70,70.0,0.9111111164093018,0.8799999952316284,0.7976031303405762,0.8222222328186035,0.8524216413497925,68.0,0.8899999856948853
71,71.0,0.8444444537162781,0.8849999904632568,0.788499116897583,0.8222222328186035,0.8467236757278442,68.0,0.8899999856948853
72,72.0,0.9111111164093018,0.875,0.7910847663879395,0.8444444537162781,0.8501424789428711,68.0,0.8899999856948853
73,73.0,0.8888888955116272,0.8799999952316284,0.7875520586967468,0.8222222328186035,0.8484330773353577,68.0,0.8899999856948853
74,74.0,0.8888888955116272,0.8949999809265137,0.7904869318008423,0.8444444537162781,0.8484330773353577,74.0,0.8949999809265137
75,75.0,0.9111111164093018,0.8899999856948853,0.7961997985839844,0.8444444537162781,0.8518518805503845,74.0,0.8949999809265137
76,76.0,0.9111111164093018,0.8899999856948853,0.7945631742477417,0.8222222328186035,0.8518518805503845,74.0,0.8949999809265137
77,77.0,0.8888888955116272,0.8999999761581421,0.7928336262702942,0.8222222328186035,0.8495726585388184,77.0,0.8999999761581421
78,78.0,0.9111111164093018,0.8949999809265137,0.7950997948646545,0.8222222328186035,0.8524216413497925,77.0,0.8999999761581421
79,79.0,0.800000011920929,0.8949999809265137,0.7878336310386658,0.8444444537162781,0.8472934365272522,77.0,0.8999999761581421
80,80.0,0.9111111164093018,0.8849999904632568,0.7900035381317139,0.8444444537162781,0.8574073910713196,77.0,0.8999999761581421
81,81.0,0.7555555701255798,0.8899999856948853,0.7841237783432007,0.8444444537162781,0.8467236757278442,77.0,0.8999999761581421
82,82.0,0.8888888955116272,0.8799999952316284,0.7858569622039795,0.8444444537162781,0.8484330773353577,77.0,0.8999999761581421
83,83.0,0.8222222328186035,0.875,0.7663979530334473,0.8222222328186035,0.8324786424636841,77.0,0.8999999761581421
84,84.0,0.800000011920929,0.875,0.7769842147827148,0.8222222328186035,0.846581220626831,77.0,0.8999999761581421
85,85.0,0.8666666746139526,0.8799999952316284,0.7837395071983337,0.8222222328186035,0.852849006652832,77.0,0.8999999761581421
86,86.0,0.9111111164093018,0.875,0.7840453386306763,0.8222222328186035,0.8478632569313049,77.0,0.8999999761581421
87,87.0,0.6222222447395325,0.8899999856948853,0.7814404368400574,0.8444444537162781,0.8461538553237915,77.0,0.8999999761581421
88,88.0,0.7333333492279053,0.8849999904632568,0.7833806872367859,0.8444444537162781,0.8472934365272522,77.0,0.8999999761581421
89,89.0,0.8888888955116272,0.8899999856948853,0.7902353405952454,0.8666666746139526,0.850712239742279,77.0,0.8999999761581421
90,90.0,0.8222222328186035,0.8899999856948853,0.7840929627418518,0.8666666746139526,0.8472934365272522,77.0,0.8999999761581421
91,91.0,0.7777777910232544,0.8849999904632568,0.7755787372589111,0.8444444537162781,0.8425925970077515,77.0,0.8999999761581421
92,92.0,0.800000011920929,0.875,0.7697681784629822,0.8222222328186035,0.8269230723381042,77.0,0.8999999761581421
93,93.0,0.7777777910232544,0.8849999904632568,0.7802689075469971,0.8888888955116272,0.8304843306541443,77.0,0.8999999761581421
94,94.0,0.8888888955116272,0.8799999952316284,0.7736486196517944,0.8666666746139526,0.8198005557060242,77.0,0.8999999761581421
95,95.0,0.8888888955116272,0.8999999761581421,0.7852693796157837,0.9111111164093018,0.8339031338691711,77.0,0.8999999761581421
96,96.0,0.7555555701255798,0.8899999856948853,0.7848227024078369,0.9111111164093018,0.8350427150726318,77.0,0.8999999761581421
97,97.0,0.8888888955116272,0.8799999952316284,0.7740610241889954,0.8666666746139526,0.8247863054275513,77.0,0.8999999761581421
98,98.0,0.8666666746139526,0.8799999952316284,0.7738420963287354,0.8888888955116272,0.8236467242240906,77.0,0.8999999761581421
99,99.0,0.9111111164093018,0.8799999952316284,0.7848093509674072,0.8666666746139526,0.831054151058197,77.0,0.8999999761581421
100,100.0,0.800000011920929,0.8700000047683716,0.7673534750938416,0.8888888955116272,0.8219373226165771,77.0,0.8999999761581421
101,101.0,0.8888888955116272,0.8700000047683716,0.763706386089325,0.8444444537162781,0.81695157289505,77.0,0.8999999761581421
102,102.0,0.7777777910232544,0.875,0.7656129598617554,0.8666666746139526,0.8163817524909973,77.0,0.8999999761581421
103,103.0,0.800000011920929,0.875,0.7673547863960266,0.8888888955116272,0.8180911540985107,77.0,0.8999999761581421
104,104.0,0.8888888955116272,0.875,0.7739187479019165,0.8444444537162781,0.8192307949066162,77.0,0.8999999761581421
105,105.0,0.7777777910232544,0.8550000190734863,0.7503258585929871,0.8222222328186035,0.811253547668457,77.0,0.8999999761581421
106,106.0,0.7555555701255798,0.875,0.7634449601173401,0.8222222328186035,0.8198005557060242,77.0,0.8999999761581421
107,107.0,0.7555555701255798,0.8799999952316284,0.7698420286178589,0.800000011920929,0.8264957070350647,77.0,0.8999999761581421
108,108.0,0.7777777910232544,0.8799999952316284,0.7694902420043945,0.8222222328186035,0.8225071430206299,77.0,0.8999999761581421
109,109.0,0.7777777910232544,0.875,0.768940269947052,0.8444444537162781,0.8219373226165771,77.0,0.8999999761581421
110,110.0,0.7555555701255798,0.875,0.7680028080940247,0.8444444537162781,0.8230769038200378,77.0,0.8999999761581421
111,111.0,0.8666666746139526,0.875,0.7775220274925232,0.8666666746139526,0.8327635526657104,77.0,0.8999999761581421
112,112.0,0.5777778029441833,0.8799999952316284,0.7785590291023254,0.8666666746139526,0.8383190631866455,77.0,0.8999999761581421
113,113.0,0.8444444537162781,0.8799999952316284,0.7653417587280273,0.8666666746139526,0.81695157289505,77.0,0.8999999761581421
114,114.0,0.8888888955116272,0.8799999952316284,0.7713073492050171,0.8888888955116272,0.8180911540985107,77.0,0.8999999761581421
115,115.0,0.8666666746139526,0.875,0.7731460332870483,0.8666666746139526,0.8180911540985107,77.0,0.8999999761581421
116,116.0,0.7777777910232544,0.875,0.7638463377952576,0.800000011920929,0.8163817524909973,77.0,0.8999999761581421
117,117.0,0.7777777910232544,0.8600000143051147,0.7703716158866882,0.8444444537162781,0.8307692408561707,77.0,0.8999999761581421
118,118.0,0.8888888955116272,0.875,0.7739946842193604,0.9111111164093018,0.8230769038200378,77.0,0.8999999761581421
119,119.0,0.8444444537162781,0.875,0.7756554484367371,0.8888888955116272,0.8242165446281433,77.0,0.8999999761581421
120,120.0,0.7555555701255798,0.8700000047683716,0.7653307914733887,0.8666666746139526,0.8213675022125244,77.0,0.8999999761581421
121,121.0,0.7555555701255798,0.8700000047683716,0.7715205550193787,0.8888888955116272,0.827492892742157,77.0,0.8999999761581421
122,122.0,0.800000011920929,0.875,0.7710680961608887,0.9111111164093018,0.827492892742157,77.0,0.8999999761581421
123,123.0,0.8444444537162781,0.875,0.7738375067710876,0.9111111164093018,0.8186609745025635,77.0,0.8999999761581421
124,124.0,0.8888888955116272,0.875,0.7669914364814758,0.8222222328186035,0.8203703761100769,77.0,0.8999999761581421
125,125.0,0.800000011920929,0.875,0.7626786828041077,0.8222222328186035,0.8213675022125244,77.0,0.8999999761581421
126,126.0,0.644444465637207,0.8700000047683716,0.7625088691711426,0.8666666746139526,0.8202279210090637,77.0,0.8999999761581421
127,127.0,0.7777777910232544,0.8600000143051147,0.7678092122077942,0.8888888955116272,0.8207977414131165,77.0,0.8999999761581421
128,128.0,0.7555555701255798,0.8650000095367432,0.7675302028656006,0.8444444537162781,0.8219373226165771,77.0,0.8999999761581421
129,129.0,0.644444465637207,0.8700000047683716,0.7633190155029297,0.9111111164093018,0.8135327696800232,77.0,0.8999999761581421
130,130.0,0.9111111164093018,0.8650000095367432,0.7609760761260986,0.8444444537162781,0.8175213932991028,77.0,0.8999999761581421
131,131.0,0.800000011920929,0.8700000047683716,0.7643685340881348,0.8444444537162781,0.8219373226165771,77.0,0.8999999761581421
132,132.0,0.7555555701255798,0.875,0.7667396664619446,0.8666666746139526,0.8207977414131165,77.0,0.8999999761581421
133,133.0,0.800000011920929,0.8650000095367432,0.7701385617256165,0.9111111164093018,0.8225071430206299,77.0,0.8999999761581421
134,134.0,0.7777777910232544,0.8700000047683716,0.7714954018592834,0.9333333373069763,0.8263532519340515,77.0,0.8999999761581421
135,135.0,0.8222222328186035,0.8650000095367432,0.768966555595398,0.8666666746139526,0.8180911540985107,77.0,0.8999999761581421
136,136.0,0.15555556118488312,0.8650000095367432,0.7443345189094543,0.8888888955116272,0.8037037253379822,77.0,0.8999999761581421
137,137.0,0.7111111283302307,0.8650000095367432,0.7652484774589539,0.8888888955116272,0.8246438503265381,77.0,0.8999999761581421
138,138.0,0.7777777910232544,0.875,0.7695278525352478,0.8666666746139526,0.8263532519340515,77.0,0.8999999761581421
139,139.0,0.800000011920929,0.875,0.7735358476638794,0.8888888955116272,0.8263532519340515,77.0,0.8999999761581421
140,140.0,0.7555555701255798,0.875,0.7746783494949341,0.9111111164093018,0.8269230723381042,77.0,0.8999999761581421
141,141.0,0.7777777910232544,0.875,0.7738843560218811,0.9111111164093018,0.8219373226165771,77.0,0.8999999761581421
142,142.0,0.8222222328186035,0.875,0.7733190059661865,0.8666666746139526,0.8209401965141296,77.0,0.8999999761581421
143,143.0,0.7555555701255798,0.8799999952316284,0.7622666358947754,0.8444444537162781,0.8213675022125244,77.0,0.8999999761581421
144,144.0,0.8666666746139526,0.875,0.7589346170425415,0.8666666746139526,0.8207977414131165,77.0,0.8999999761581421
145,145.0,0.7555555701255798,0.875,0.7637584209442139,0.9111111164093018,0.819088339805603,77.0,0.8999999761581421
146,146.0,0.8222222328186035,0.8799999952316284,0.770783543586731,0.9111111164093018,0.8219373226165771,77.0,0.8999999761581421
147,147.0,0.7555555701255798,0.8700000047683716,0.7698964476585388,0.8888888955116272,0.8257834911346436,77.0,0.8999999761581421
148,148.0,0.7111111283302307,0.8600000143051147,0.7598828673362732,0.9111111164093018,0.8183760643005371,77.0,0.8999999761581421
149,149.0,0.7555555701255798,0.875,0.763893723487854,0.9111111164093018,0.8185185194015503,77.0,0.8999999761581421
150,150.0,0.800000011920929,0.875,0.7667185664176941,0.8888888955116272,0.8202279210090637,77.0,0.8999999761581421
151,151.0,0.7555555701255798,0.875,0.769662082195282,0.8888888955116272,0.8263532519340515,77.0,0.8999999761581421
152,152.0,0.7333333492279053,0.8500000238418579,0.7587301135063171,0.8444444537162781,0.8152421712875366,77.0,0.8999999761581421
153,153.0,0.7777777910232544,0.8650000095367432,0.7601288557052612,0.8222222328186035,0.8263532519340515,77.0,0.8999999761581421
154,154.0,0.8888888955116272,0.8799999952316284,0.7685734033584595,0.8888888955116272,0.8213675022125244,77.0,0.8999999761581421
155,155.0,0.7111111283302307,0.875,0.7655286192893982,0.9111111164093018,0.8240740895271301,77.0,0.8999999761581421
156,156.0,0.7777777910232544,0.8700000047683716,0.7693758010864258,0.8888888955116272,0.8257834911346436,77.0,0.8999999761581421
157,157.0,0.800000011920929,0.8700000047683716,0.7799934148788452,0.9111111164093018,0.8319088220596313,77.0,0.8999999761581421
158,158.0,0.8888888955116272,0.8600000143051147,0.7585564851760864,0.8666666746139526,0.8219373226165771,77.0,0.8999999761581421
159,159.0,0.8888888955116272,0.8600000143051147,0.7567574381828308,0.800000011920929,0.8246438503265381,77.0,0.8999999761581421
160,160.0,0.7555555701255798,0.8650000095367432,0.7599464654922485,0.800000011920929,0.8240740895271301,77.0,0.8999999761581421
161,161.0,0.6888889074325562,0.8650000095367432,0.75838303565979,0.8222222328186035,0.819088339805603,77.0,0.8999999761581421
162,162.0,0.6888889074325562,0.8700000047683716,0.7628987431526184,0.8444444537162781,0.8252136707305908,77.0,0.8999999761581421
163,163.0,0.7777777910232544,0.8799999952316284,0.7708261609077454,0.8666666746139526,0.8374643921852112,77.0,0.8999999761581421
164,164.0,0.7777777910232544,0.8650000095367432,0.7655295729637146,0.8666666746139526,0.8313390016555786,77.0,0.8999999761581421
165,165.0,0.7777777910232544,0.8700000047683716,0.7588717937469482,0.8666666746139526,0.8158119916915894,77.0,0.8999999761581421
166,166.0,0.6666666865348816,0.8799999952316284,0.7573195099830627,0.8666666746139526,0.821794867515564,77.0,0.8999999761581421
167,167.0,0.8666666746139526,0.8550000190734863,0.7594476938247681,0.9111111164093018,0.8207977414131165,77.0,0.8999999761581421
168,168.0,0.6000000238418579,0.8600000143051147,0.7776703238487244,0.9333333373069763,0.8451566696166992,77.0,0.8999999761581421
169,169.0,0.7555555701255798,0.8650000095367432,0.7661476135253906,0.9333333373069763,0.8257834911346436,77.0,0.8999999761581421
170,170.0,0.7777777910232544,0.8700000047683716,0.769641101360321,0.9111111164093018,0.8319088220596313,77.0,0.8999999761581421
171,171.0,0.800000011920929,0.8700000047683716,0.7640800476074219,0.7777777910232544,0.8219373226165771,77.0,0.8999999761581421
172,172.0,0.7555555701255798,0.8349999785423279,0.7446413040161133,0.7777777910232544,0.8189458847045898,77.0,0.8999999761581421
173,173.0,0.7777777910232544,0.8600000143051147,0.7510908246040344,0.7111111283302307,0.8246438503265381,77.0,0.8999999761581421
174,174.0,0.800000011920929,0.875,0.7683464288711548,0.800000011920929,0.833048403263092,77.0,0.8999999761581421
175,175.0,0.800000011920929,0.875,0.7653734087944031,0.8444444537162781,0.833048403263092,77.0,0.8999999761581421
176,176.0,0.8444444537162781,0.8650000095367432,0.7605559825897217,0.8222222328186035,0.827492892742157,77.0,0.8999999761581421
177,177.0,0.800000011920929,0.8700000047683716,0.7763486504554749,0.8888888955116272,0.843019962310791,77.0,0.8999999761581421
178,178.0,0.800000011920929,0.8849999904632568,0.7737371325492859,0.8444444537162781,0.8374643921852112,77.0,0.8999999761581421
179,179.0,0.7333333492279053,0.8700000047683716,0.7713922262191772,0.8444444537162781,0.8225071430206299,77.0,0.8999999761581421
180,180.0,0.7555555701255798,0.8700000047683716,0.770110547542572,0.8888888955116272,0.8269230723381042,77.0,0.8999999761581421
181,181.0,0.7555555701255798,0.875,0.762303352355957,0.8444444537162781,0.8213675022125244,77.0,0.8999999761581421
182,182.0,0.7333333492279053,0.8650000095367432,0.7548686861991882,0.800000011920929,0.8146723508834839,77.0,0.8999999761581421
183,183.0,0.7555555701255798,0.8799999952316284,0.767911434173584,0.8444444537162781,0.8269230723381042,77.0,0.8999999761581421
184,184.0,0.7777777910232544,0.8799999952316284,0.7700179219245911,0.8444444537162781,0.8324786424636841,77.0,0.8999999761581421
185,185.0,0.7111111283302307,0.8650000095367432,0.7637577652931213,0.8666666746139526,0.8313390016555786,77.0,0.8999999761581421
186,186.0,0.7555555701255798,0.875,0.7676551342010498,0.8888888955116272,0.8263532519340515,77.0,0.8999999761581421
187,187.0,0.7555555701255798,0.8849999904632568,0.7756332755088806,0.8444444537162781,0.8286324739456177,77.0,0.8999999761581421
188,188.0,0.7777777910232544,0.875,0.7755576372146606,0.8222222328186035,0.8247863054275513,77.0,0.8999999761581421
189,189.0,0.5333333611488342,0.8650000095367432,0.7520598769187927,0.800000011920929,0.8229344487190247,77.0,0.8999999761581421
190,190.0,0.7777777910232544,0.8550000190734863,0.7550754547119141,0.800000011920929,0.8252136707305908,77.0,0.8999999761581421
191,191.0,0.7555555701255798,0.875,0.7613515853881836,0.800000011920929,0.8307692408561707,77.0,0.8999999761581421
192,192.0,0.7555555701255798,0.875,0.7601379156112671,0.8222222328186035,0.8313390016555786,77.0,0.8999999761581421
193,193.0,0.7777777910232544,0.8700000047683716,0.7595334649085999,0.7777777910232544,0.8263532519340515,77.0,0.8999999761581421
194,194.0,0.7777777910232544,0.875,0.7691454887390137,0.8222222328186035,0.8263532519340515,77.0,0.8999999761581421
195,195.0,0.7555555701255798,0.8849999904632568,0.7681843042373657,0.8666666746139526,0.8257834911346436,77.0,0.8999999761581421
196,196.0,0.7555555701255798,0.875,0.7651179432868958,0.8444444537162781,0.833048403263092,77.0,0.8999999761581421
197,197.0,0.6888889074325562,0.875,0.7643793821334839,0.8666666746139526,0.8257834911346436,77.0,0.8999999761581421
198,198.0,0.7333333492279053,0.8700000047683716,0.7645757794380188,0.8444444537162781,0.8357549905776978,77.0,0.8999999761581421
199,199.0,0.9111111164093018,0.875,0.7700418829917908,0.8444444537162781,0.8336182236671448,77.0,0.8999999761581421
200,200.0,0.6222222447395325,0.875,0.7677578926086426,0.800000011920929,0.8451566696166992,77.0,0.8999999761581421
201,201.0,0.800000011920929,0.8849999904632568,0.7690073251724243,0.8444444537162781,0.8374643921852112,77.0,0.8999999761581421
202,202.0,0.8444444537162781,0.875,0.7663493156433105,0.8444444537162781,0.8269230723381042,77.0,0.8999999761581421
203,203.0,0.7555555701255798,0.8849999904632568,0.7694327235221863,0.8888888955116272,0.8363248109817505,77.0,0.8999999761581421
204,204.0,0.7555555701255798,0.8700000047683716,0.7712982296943665,0.8888888955116272,0.833048403263092,77.0,0.8999999761581421
205,205.0,0.800000011920929,0.8799999952316284,0.7736350893974304,0.8666666746139526,0.8347578644752502,77.0,0.8999999761581421
206,206.0,0.7555555701255798,0.875,0.7601561546325684,0.8222222328186035,0.8313390016555786,77.0,0.8999999761581421
207,207.0,0.800000011920929,0.8849999904632568,0.7629347443580627,0.800000011920929,0.8313390016555786,77.0,0.8999999761581421
208,208.0,0.7777777910232544,0.875,0.767523467540741,0.8888888955116272,0.8313390016555786,77.0,0.8999999761581421
209,209.0,0.7555555701255798,0.8799999952316284,0.7778221368789673,0.8666666746139526,0.843589723110199,77.0,0.8999999761581421
210,210.0,0.7555555701255798,0.8849999904632568,0.7754669785499573,0.8666666746139526,0.833048403263092,77.0,0.8999999761581421
211,211.0,0.7777777910232544,0.8799999952316284,0.7689007520675659,0.8222222328186035,0.827492892742157,77.0,0.8999999761581421
212,212.0,0.7333333492279053,0.8849999904632568,0.7695320844650269,0.8222222328186035,0.8319088220596313,77.0,0.8999999761581421
213,213.0,0.6222222447395325,0.8799999952316284,0.7575486898422241,0.8666666746139526,0.8235042691230774,77.0,0.8999999761581421
214,214.0,0.7333333492279053,0.875,0.7604730725288391,0.800000011920929,0.8246438503265381,77.0,0.8999999761581421
