epoch,best_auc_TRAIN_vs_self/epoch,best_auc_TRAIN_vs_self/acc_yinda_level0,best_auc_TRAIN_vs_self/auc_yinda_level0,best_auc_TRAIN_vs_self/mean_average_precision_at_r_level0,best_auc_TRAIN_vs_self/precision_at_1_level0,best_auc_TRAIN_vs_self/r_precision_level0,best_auc_TRAIN_vs_self/best_epoch,best_auc_TRAIN_vs_self/best_accuracy
21,21.0,0.6666666865348816,0.7635279297828674,0.6749113202095032,0.8270440101623535,0.7755849361419678,21.0,0.7635279297828674
22,22.0,0.6666666865348816,0.8122552633285522,0.6812999844551086,0.8333333134651184,0.7796545028686523,22.0,0.8122552633285522
23,23.0,0.6666666865348816,0.8458526134490967,0.6879280209541321,0.8459119200706482,0.7842206358909607,23.0,0.8458526134490967
24,24.0,0.6666666865348816,0.8679245114326477,0.6918419599533081,0.8427672982215881,0.7868161797523499,24.0,0.8679245114326477
25,25.0,0.6666666865348816,0.8879494667053223,0.697739839553833,0.8364779949188232,0.7897818088531494,25.0,0.8879494667053223
26,26.0,0.6666666865348816,0.8996083736419678,0.7037035822868347,0.849056601524353,0.7934435606002808,26.0,0.8996083736419678
27,27.0,0.6666666865348816,0.9119793772697449,0.7112434506416321,0.8584905862808228,0.7995535731315613,27.0,0.9119793772697449
28,28.0,0.6666666865348816,0.9203453063964844,0.7164788842201233,0.8584905862808228,0.8025745153427124,28.0,0.9203453063964844
29,29.0,0.6666666865348816,0.9256852865219116,0.7210684418678284,0.8616352081298828,0.8056467771530151,29.0,0.9256852865219116
30,30.0,0.6666666865348816,0.9316927790641785,0.7281158566474915,0.8616352081298828,0.810904860496521,30.0,0.9316927790641785
31,31.0,0.6666666865348816,0.9364542365074158,0.7325856685638428,0.8553459048271179,0.8138326406478882,31.0,0.9364542365074158
32,32.0,0.6666666865348816,0.9403702616691589,0.7381462454795837,0.8522012829780579,0.8181007504463196,32.0,0.9403702616691589
33,33.0,0.6666666865348816,0.9438412189483643,0.7410279512405396,0.8427672982215881,0.8199506402015686,33.0,0.9438412189483643
34,34.0,0.6666666865348816,0.9478017091751099,0.7423389554023743,0.8584905862808228,0.8205835223197937,34.0,0.9478017091751099
35,35.0,0.6666666865348816,0.9495372176170349,0.7498567700386047,0.8679245114326477,0.8268775343894958,35.0,0.9495372176170349
36,36.0,0.6666666865348816,0.9492257237434387,0.7528875470161438,0.8584905862808228,0.8290255069732666,35.0,0.9495372176170349
37,37.0,0.6666666865348816,0.9523406624794006,0.7541949152946472,0.8522012829780579,0.8293237090110779,37.0,0.9523406624794006
38,38.0,0.6666666865348816,0.9536756873130798,0.7593391537666321,0.8427672982215881,0.8333865404129028,38.0,0.9536756873130798
39,39.0,0.6666666865348816,0.9520736932754517,0.7591789960861206,0.8742138147354126,0.8329586386680603,38.0,0.9536756873130798
40,40.0,0.6666666865348816,0.9534977078437805,0.7614735960960388,0.8647798895835876,0.8351267576217651,38.0,0.9536756873130798
41,41.0,0.6666666865348816,0.9557671546936035,0.7607958912849426,0.8522012829780579,0.833721935749054,41.0,0.9557671546936035
42,42.0,0.6666666865348816,0.9558784365653992,0.7676959037780762,0.849056601524353,0.8392702341079712,42.0,0.9558784365653992
43,43.0,0.6666666865348816,0.9570131897926331,0.7737361788749695,0.8522012829780579,0.843932032585144,43.0,0.9570131897926331
44,44.0,0.6666666865348816,0.9594606757164001,0.7760708928108215,0.8647798895835876,0.8446999192237854,44.0,0.9594606757164001
45,45.0,0.6666666865348816,0.9603061676025391,0.7780734896659851,0.8773584961891174,0.845592737197876,45.0,0.9603061676025391
46,46.0,0.6666666865348816,0.961418628692627,0.7804885506629944,0.8742138147354126,0.8468504548072815,46.0,0.961418628692627
47,47.0,0.6666666865348816,0.9609291553497314,0.7819005846977234,0.8805031180381775,0.8484803438186646,46.0,0.961418628692627
48,48.0,0.6666666865348816,0.9626646637916565,0.7864444255828857,0.8805031180381775,0.8511829972267151,48.0,0.9626646637916565
49,49.0,0.6666666865348816,0.9639996290206909,0.7880381941795349,0.8899371027946472,0.8515030741691589,49.0,0.9639996290206909
50,50.0,0.6666666865348816,0.9645781517028809,0.7893730998039246,0.8805031180381775,0.8531672954559326,50.0,0.9645781517028809
51,51.0,0.6666666865348816,0.9649341106414795,0.7932629585266113,0.8899371027946472,0.8561460375785828,51.0,0.9649341106414795
52,52.0,0.6666666865348816,0.9648451209068298,0.7939075827598572,0.8742138147354126,0.8570419549942017,51.0,0.9649341106414795
53,53.0,0.6666666865348816,0.9660021066665649,0.7979032397270203,0.8805031180381775,0.8590263724327087,53.0,0.9660021066665649
54,54.0,0.6666666865348816,0.9678933620452881,0.79776930809021,0.8773584961891174,0.8586897253990173,54.0,0.9678933620452881
55,55.0,0.6666666865348816,0.9683161377906799,0.8027533292770386,0.8805031180381775,0.8622735142707825,55.0,0.9683161377906799
56,56.0,0.6666666865348816,0.968761146068573,0.80692458152771,0.8836477994918823,0.8648645877838135,56.0,0.968761146068573
57,57.0,0.6666666865348816,0.9691616296768188,0.8096802830696106,0.893081784248352,0.867436408996582,57.0,0.9691616296768188
58,58.0,0.6729559898376465,0.9696066379547119,0.811958909034729,0.9088050127029419,0.8684674501419067,58.0,0.9696066379547119
59,59.0,0.7547169923782349,0.9707858562469482,0.8084356188774109,0.9088050127029419,0.8651722073554993,59.0,0.9707858562469482
60,60.0,0.6666666865348816,0.9713420867919922,0.818311870098114,0.9088050127029419,0.873570442199707,60.0,0.9713420867919922
61,61.0,0.7641509175300598,0.9722321033477783,0.8150018453598022,0.9245283007621765,0.8697359561920166,61.0,0.9722321033477783
62,62.0,0.6698113083839417,0.9726771116256714,0.8234972357749939,0.9150943160057068,0.8776841163635254,62.0,0.9726771116256714
63,63.0,0.6855345964431763,0.9741455912590027,0.8259594440460205,0.9182389974594116,0.8788968324661255,63.0,0.9741455912590027
64,64.0,0.6666666865348816,0.975347101688385,0.8219877481460571,0.9056603908538818,0.8748031854629517,64.0,0.975347101688385
65,65.0,0.6698113083839417,0.9761036038398743,0.828984797000885,0.9056603908538818,0.879442036151886,65.0,0.9761036038398743
66,66.0,0.7295597195625305,0.976059079170227,0.8333225250244141,0.9056603908538818,0.8827320337295532,65.0,0.9761036038398743
67,67.0,0.7327044010162354,0.9764150977134705,0.8356954455375671,0.9182389974594116,0.8846707344055176,67.0,0.9764150977134705
68,68.0,0.7232704162597656,0.9763261079788208,0.8396380543708801,0.8962264060974121,0.8870272040367126,67.0,0.9764150977134705
69,69.0,0.801886796951294,0.9775720834732056,0.8413251042366028,0.9119496941566467,0.8883055448532104,69.0,0.9775720834732056
70,70.0,0.6698113083839417,0.978195071220398,0.8355631828308105,0.902515709400177,0.884212851524353,70.0,0.978195071220398
71,71.0,0.9528301954269409,0.9786623120307922,0.843781590461731,0.9245283007621765,0.8904874324798584,71.0,0.9786623120307922
72,72.0,0.7138364911079407,0.9774830937385559,0.8391638398170471,0.9088050127029419,0.887176513671875,71.0,0.9786623120307922
73,73.0,0.8962264060974121,0.977928102016449,0.8539026379585266,0.9119496941566467,0.8974322080612183,71.0,0.9786623120307922
74,74.0,0.8993710875511169,0.9793520569801331,0.8553760647773743,0.9308176040649414,0.8973575234413147,74.0,0.9793520569801331
75,75.0,0.7012578845024109,0.9805535674095154,0.8480653762817383,0.9276729822158813,0.8918398022651672,75.0,0.9805535674095154
76,76.0,0.7704402804374695,0.9811765551567078,0.8529056310653687,0.9339622855186462,0.8956254720687866,76.0,0.9811765551567078
77,77.0,0.902515709400177,0.9812656044960022,0.8647772073745728,0.946540892124176,0.9047982692718506,77.0,0.9812656044960022
78,78.0,0.8207547068595886,0.9801976084709167,0.8632470965385437,0.9339622855186462,0.903394877910614,77.0,0.9812656044960022
79,79.0,0.9182389974594116,0.9813545942306519,0.8617672920227051,0.9371069073677063,0.9020805358886719,79.0,0.9813545942306519
80,80.0,0.7232704162597656,0.9817550778388977,0.8582344055175781,0.9245283007621765,0.8986515998840332,80.0,0.9817550778388977
81,81.0,0.9276729822158813,0.982511579990387,0.8677980303764343,0.9528301954269409,0.9059942364692688,81.0,0.982511579990387
82,82.0,0.8647798895835876,0.9817550778388977,0.8700569272041321,0.9119496941566467,0.9083690047264099,81.0,0.982511579990387
83,83.0,0.9622641801834106,0.983223557472229,0.8687770962715149,0.946540892124176,0.9076642990112305,83.0,0.983223557472229
84,84.0,0.9591194987297058,0.9837130904197693,0.8749814629554749,0.9591194987297058,0.9115627408027649,84.0,0.9837130904197693
85,85.0,0.9308176040649414,0.9834905862808228,0.8755232691764832,0.9402515888214111,0.9120290279388428,84.0,0.9837130904197693
86,86.0,0.6698113083839417,0.9837130904197693,0.8517541289329529,0.9245283007621765,0.8926680088043213,86.0,0.9837130904197693
87,87.0,0.6006289124488831,0.9854040741920471,0.8683153390884399,0.9622641801834106,0.9061276316642761,87.0,0.9854040741920471
88,88.0,0.8647798895835876,0.9854485392570496,0.8795728087425232,0.9496855139732361,0.9146710634231567,88.0,0.9854485392570496
89,89.0,0.902515709400177,0.9853595495223999,0.8819644451141357,0.9402515888214111,0.9158427715301514,88.0,0.9854485392570496
90,90.0,0.9685534834861755,0.986249566078186,0.8898670673370361,0.9622641801834106,0.9215368032455444,90.0,0.986249566078186
91,91.0,0.9622641801834106,0.9869615435600281,0.8883665204048157,0.9654088020324707,0.9203851222991943,91.0,0.9869615435600281
92,92.0,0.9748427867889404,0.9872730374336243,0.8931590914726257,0.955974817276001,0.9250136017799377,92.0,0.9872730374336243
93,93.0,0.8993710875511169,0.9875845313072205,0.8784229159355164,0.9685534834861755,0.9122064709663391,93.0,0.9875845313072205
94,94.0,0.6666666865348816,0.9879405498504639,0.8798785209655762,0.955974817276001,0.9119865894317627,94.0,0.9879405498504639
95,95.0,0.9402515888214111,0.9886970520019531,0.8948847055435181,0.955974817276001,0.9242539405822754,95.0,0.9886970520019531
96,96.0,0.8616352081298828,0.9888750314712524,0.8945916891098022,0.9654088020324707,0.923437774181366,96.0,0.9888750314712524
97,97.0,0.9150943160057068,0.98883056640625,0.9039963483810425,0.9685534834861755,0.9305057525634766,96.0,0.9888750314712524
98,98.0,0.9276729822158813,0.9891865253448486,0.9112799763679504,0.9748427867889404,0.9355437755584717,98.0,0.9891865253448486
99,99.0,0.7452830076217651,0.9886970520019531,0.8971623182296753,0.955974817276001,0.9239208102226257,98.0,0.9891865253448486
100,100.0,0.9748427867889404,0.9883410334587097,0.9050698280334473,0.9591194987297058,0.9305848479270935,98.0,0.9891865253448486
101,101.0,0.8993710875511169,0.9890085458755493,0.9052292704582214,0.9654088020324707,0.9311156868934631,98.0,0.9891865253448486
102,102.0,0.9748427867889404,0.9891420602798462,0.9142366647720337,0.9654088020324707,0.937757134437561,98.0,0.9891865253448486
103,103.0,0.9779874086380005,0.9896315336227417,0.921180009841919,0.955974817276001,0.9432879090309143,103.0,0.9896315336227417
104,104.0,0.8301886916160583,0.990121066570282,0.9182427525520325,0.9622641801834106,0.9391262531280518,104.0,0.990121066570282
105,105.0,0.9874213933944702,0.9914115071296692,0.9017638564109802,0.9716981053352356,0.9283576607704163,105.0,0.9914115071296692
106,106.0,0.9842767119407654,0.9913225173950195,0.9146046042442322,0.9685534834861755,0.9372416138648987,105.0,0.9914115071296692
107,107.0,0.9591194987297058,0.9909220337867737,0.9152581691741943,0.9622641801834106,0.9380753636360168,105.0,0.9914115071296692
108,108.0,0.9276729822158813,0.9911890625953674,0.9195548892021179,0.9716981053352356,0.9412789344787598,105.0,0.9914115071296692
109,109.0,0.9433962106704712,0.9909220337867737,0.9272968769073486,0.9842767119407654,0.947239100933075,105.0,0.9914115071296692
110,110.0,0.9779874086380005,0.9911445379257202,0.9347222447395325,0.9811320900917053,0.9524581432342529,105.0,0.9914115071296692
111,111.0,0.9433962106704712,0.9914560317993164,0.9352099895477295,0.9748427867889404,0.9526627063751221,111.0,0.9914560317993164
112,112.0,0.6855345964431763,0.9911890625953674,0.9215275049209595,0.9748427867889404,0.9424954652786255,111.0,0.9914560317993164
113,113.0,0.9433962106704712,0.9919010400772095,0.9338247776031494,0.9779874086380005,0.9510146379470825,113.0,0.9919010400772095
114,114.0,0.9276729822158813,0.9916340112686157,0.9395086169242859,0.9779874086380005,0.955323338508606,113.0,0.9919010400772095
115,115.0,0.9308176040649414,0.9920790195465088,0.9465070366859436,0.9779874086380005,0.9611852765083313,115.0,0.9920790195465088
116,116.0,0.9874213933944702,0.9919900298118591,0.9431881904602051,0.9811320900917053,0.9594016671180725,115.0,0.9920790195465088
117,117.0,0.9905660152435303,0.9925685524940491,0.9409283399581909,0.9842767119407654,0.9564245343208313,117.0,0.9925685524940491
118,118.0,0.9213836193084717,0.992835521697998,0.9442886114120483,0.9811320900917053,0.959556519985199,118.0,0.992835521697998
119,119.0,0.9528301954269409,0.9927910566329956,0.9497135877609253,0.9811320900917053,0.9637616276741028,118.0,0.992835521697998
120,120.0,0.8993710875511169,0.9925685524940491,0.9484997987747192,0.9811320900917053,0.9629634618759155,118.0,0.992835521697998
121,121.0,0.9905660152435303,0.9933250546455383,0.9521308541297913,0.9779874086380005,0.9656845927238464,121.0,0.9933250546455383
122,122.0,0.9905660152435303,0.9947490096092224,0.9568157196044922,0.9811320900917053,0.9684166312217712,122.0,0.9947490096092224
123,123.0,0.9654088020324707,0.9949270486831665,0.9643082618713379,0.9842767119407654,0.9743611812591553,123.0,0.9949270486831665
124,124.0,0.7421383857727051,0.9943040013313293,0.9323633313179016,0.9654088020324707,0.9477135539054871,123.0,0.9949270486831665
125,125.0,0.9842767119407654,0.9934585094451904,0.9467801451683044,0.9779874086380005,0.9614965319633484,123.0,0.9949270486831665
126,126.0,0.74842768907547,0.9944375157356262,0.9475783705711365,0.9716981053352356,0.9616010189056396,123.0,0.9949270486831665
127,127.0,0.946540892124176,0.9952385425567627,0.9563184976577759,0.9748427867889404,0.9679250717163086,127.0,0.9952385425567627
128,128.0,0.9937106966972351,0.9948825240135193,0.9661020636558533,0.9716981053352356,0.9758830070495605,127.0,0.9952385425567627
129,129.0,0.7893081903457642,0.9950160384178162,0.9428361058235168,0.9842767119407654,0.9584157466888428,127.0,0.9952385425567627
130,130.0,0.8679245114326477,0.9949270486831665,0.9552801251411438,0.9779874086380005,0.9666144251823425,127.0,0.9952385425567627
131,131.0,0.9874213933944702,0.9944375157356262,0.9585055112838745,0.9842767119407654,0.9696036577224731,127.0,0.9952385425567627
132,132.0,0.9937106966972351,0.9948825240135193,0.9604817628860474,0.9811320900917053,0.9709417223930359,127.0,0.9952385425567627
133,133.0,0.9685534834861755,0.9961730241775513,0.9665906429290771,0.9874213933944702,0.9748647809028625,133.0,0.9961730241775513
134,134.0,0.9811320900917053,0.9964845180511475,0.9706225991249084,0.9874213933944702,0.9784823656082153,134.0,0.9964845180511475
135,135.0,0.9748427867889404,0.9965735077857971,0.9620875716209412,0.9842767119407654,0.9713687896728516,135.0,0.9965735077857971
136,136.0,0.349056601524353,0.995995044708252,0.9417763352394104,0.9842767119407654,0.9552498459815979,135.0,0.9965735077857971
137,137.0,0.8710691928863525,0.99470454454422,0.9532089829444885,0.9779874086380005,0.9653581380844116,135.0,0.9965735077857971
138,138.0,0.9937106966972351,0.9946154952049255,0.9563398957252502,0.9779874086380005,0.9678564071655273,135.0,0.9965735077857971
139,139.0,0.9937106966972351,0.9948825240135193,0.9610803723335266,0.9811320900917053,0.9714248776435852,135.0,0.9965735077857971
140,140.0,0.9937106966972351,0.995995044708252,0.9669373631477356,0.9842767119407654,0.9757753014564514,135.0,0.9965735077857971
141,141.0,0.9937106966972351,0.9965290427207947,0.9742924571037292,0.9842767119407654,0.9816100001335144,135.0,0.9965735077857971
142,142.0,0.9685534834861755,0.9968405365943909,0.9689347147941589,0.9811320900917053,0.9775732159614563,142.0,0.9968405365943909
143,143.0,0.9937106966972351,0.9968405365943909,0.970732569694519,0.9842767119407654,0.9789364337921143,142.0,0.9968405365943909
144,144.0,0.9402515888214111,0.9961730241775513,0.9676060676574707,0.9811320900917053,0.9766027927398682,142.0,0.9968405365943909
145,145.0,0.9842767119407654,0.9967514872550964,0.9682918190956116,0.9811320900917053,0.9767390489578247,142.0,0.9968405365943909
146,146.0,0.9811320900917053,0.9965735077857971,0.9727364778518677,0.9811320900917053,0.9805727005004883,142.0,0.9968405365943909
147,147.0,0.955974817276001,0.9961952567100525,0.9736124873161316,0.9748427867889404,0.9817063808441162,142.0,0.9968405365943909
148,148.0,0.9088050127029419,0.9975079894065857,0.9679156541824341,0.9842767119407654,0.975992739200592,148.0,0.9975079894065857
149,149.0,0.9937106966972351,0.9985315203666687,0.9748087525367737,0.9874213933944702,0.9811526536941528,149.0,0.9985315203666687
150,150.0,0.9937106966972351,0.9990209937095642,0.9767851829528809,0.9905660152435303,0.9821175336837769,150.0,0.9990209937095642
151,151.0,0.9937106966972351,0.9983090162277222,0.979904055595398,0.9905660152435303,0.98508620262146,150.0,0.9990209937095642
152,152.0,0.9905660152435303,0.9988874793052673,0.9821010231971741,0.9905660152435303,0.9866111874580383,150.0,0.9990209937095642
153,153.0,0.9937106966972351,0.9989765286445618,0.9804257154464722,0.9874213933944702,0.9855605363845825,150.0,0.9990209937095642
154,154.0,0.8238993883132935,0.9996439814567566,0.9712875485420227,0.9905660152435303,0.9759398102760315,154.0,0.9996439814567566
155,155.0,0.9716981053352356,0.9996885061264038,0.9731867909431458,0.9905660152435303,0.977545440196991,155.0,0.9996885061264038
156,156.0,0.9937106966972351,0.9996439814567566,0.9799017906188965,0.9874213933944702,0.983713686466217,155.0,0.9996885061264038
157,157.0,0.9937106966972351,0.999733030796051,0.984091579914093,0.9905660152435303,0.9871941208839417,157.0,0.999733030796051
158,158.0,0.6666666865348816,0.9999110102653503,0.9371075630187988,0.9968553185462952,0.9474360942840576,158.0,0.9999110102653503
159,159.0,0.9591194987297058,0.9999110102653503,0.9729344844818115,0.9905660152435303,0.977563738822937,158.0,0.9999110102653503
160,160.0,0.9748427867889404,0.9997774958610535,0.9749788045883179,0.9905660152435303,0.9793914556503296,158.0,0.9999110102653503
161,161.0,0.9276729822158813,0.9999110102653503,0.9763530492782593,0.9905660152435303,0.9804232120513916,158.0,0.9999110102653503
162,162.0,0.9182389974594116,0.9999554753303528,0.9782644510269165,0.9905660152435303,0.9819624423980713,162.0,0.9999554753303528
163,163.0,0.9874213933944702,0.9998664855957031,0.9797360897064209,0.9905660152435303,0.9833897352218628,162.0,0.9999554753303528
164,164.0,0.9937106966972351,0.9999554753303528,0.9836612343788147,0.9905660152435303,0.986492395401001,162.0,0.9999554753303528
165,165.0,0.9968553185462952,0.9999554753303528,0.9852137565612793,0.9937106966972351,0.9864820241928101,162.0,0.9999554753303528
166,166.0,0.9245283007621765,1.0,0.9822341799736023,0.9968553185462952,0.9851179718971252,166.0,1.0
167,167.0,0.9433962106704712,1.0,0.9838781952857971,1.0,0.9857776165008545,166.0,1.0
168,168.0,0.8364779949188232,1.0,0.9803242683410645,1.0,0.9827567338943481,166.0,1.0
169,169.0,1.0,1.0,0.9896208047866821,1.0,0.9905931353569031,166.0,1.0
170,170.0,0.9968553185462952,1.0,0.995620608329773,1.0,0.9962790608406067,166.0,1.0
171,171.0,0.9654088020324707,1.0,0.9735559225082397,1.0,0.9767972826957703,166.0,1.0
172,172.0,1.0,1.0,0.9645313620567322,1.0,0.9689794182777405,166.0,1.0
173,173.0,1.0,1.0,0.9762582778930664,1.0,0.9795241951942444,166.0,1.0
174,174.0,0.9968553185462952,0.9998664855957031,0.9747589230537415,0.9968553185462952,0.9796584844589233,166.0,1.0
175,175.0,1.0,1.0,0.992692768573761,1.0,0.993564784526825,166.0,1.0
176,176.0,0.9842767119407654,1.0,0.9911707639694214,1.0,0.9917535185813904,166.0,1.0
177,177.0,0.9968553185462952,0.9999554753303528,0.986846923828125,0.9968553185462952,0.9892482757568359,166.0,1.0
178,178.0,0.9968553185462952,0.9999554753303528,0.9864435195922852,0.9937106966972351,0.9887825846672058,166.0,1.0
179,179.0,0.9968553185462952,1.0,0.9944587349891663,1.0,0.995284378528595,166.0,1.0
180,180.0,0.9968553185462952,1.0,0.9946365356445312,0.9968553185462952,0.9959477782249451,166.0,1.0
181,181.0,0.9968553185462952,1.0,0.9946975708007812,0.9968553185462952,0.9958304166793823,166.0,1.0
182,182.0,1.0,1.0,0.9980886578559875,1.0,0.9982059001922607,166.0,1.0
183,183.0,1.0,1.0,0.997864305973053,1.0,0.9979492425918579,166.0,1.0
184,184.0,1.0,1.0,0.9968145489692688,1.0,0.9973534345626831,166.0,1.0
185,185.0,1.0,1.0,0.9991960525512695,1.0,0.9992383718490601,166.0,1.0
186,186.0,1.0,1.0,1.0,1.0,1.0,166.0,1.0
187,187.0,1.0,1.0,0.9982295632362366,1.0,0.9983977675437927,166.0,1.0
188,188.0,1.0,1.0,0.9890073537826538,1.0,0.990043580532074,166.0,1.0
189,189.0,0.7830188870429993,1.0,0.9924777150154114,1.0,0.9927861094474792,166.0,1.0
190,190.0,0.9842767119407654,1.0,0.9923542737960815,1.0,0.9926465749740601,166.0,1.0
191,191.0,1.0,1.0,0.9976376891136169,1.0,0.9977778196334839,166.0,1.0
192,192.0,1.0,1.0,0.9999696016311646,1.0,0.9999701976776123,166.0,1.0
193,193.0,1.0,1.0,0.9988863468170166,1.0,0.9989070892333984,166.0,1.0
194,194.0,1.0,1.0,0.9991820454597473,1.0,0.999191403388977,166.0,1.0
195,195.0,1.0,1.0,0.9998151063919067,1.0,0.9998205900192261,166.0,1.0
196,196.0,1.0,1.0,1.0,1.0,1.0,166.0,1.0
197,197.0,0.9968553185462952,1.0,0.999472439289093,1.0,0.9994783997535706,166.0,1.0
198,198.0,0.9968553185462952,1.0,0.9992354512214661,1.0,0.9992548227310181,166.0,1.0
199,199.0,0.7830188870429993,1.0,0.9924719333648682,1.0,0.9929652214050293,166.0,1.0
200,200.0,0.9433962106704712,1.0,0.990678608417511,1.0,0.991295337677002,166.0,1.0
201,201.0,1.0,1.0,0.997353196144104,1.0,0.997389018535614,166.0,1.0
202,202.0,0.9685534834861755,1.0,0.9985370635986328,1.0,0.998551070690155,166.0,1.0
203,203.0,1.0,1.0,0.999517560005188,1.0,0.9995231032371521,166.0,1.0
204,204.0,1.0,1.0,0.9998197555541992,1.0,0.9998202919960022,166.0,1.0
205,205.0,1.0,1.0,0.9908431768417358,1.0,0.9914795756340027,166.0,1.0
206,206.0,1.0,1.0,0.9992547631263733,1.0,0.9992697238922119,166.0,1.0
207,207.0,1.0,1.0,0.9991222620010376,1.0,0.9991341829299927,166.0,1.0
208,208.0,1.0,1.0,0.9993383288383484,1.0,0.9993442296981812,166.0,1.0
209,209.0,1.0,1.0,1.0,1.0,1.0,166.0,1.0
210,210.0,1.0,1.0,0.9999400973320007,1.0,0.9999400973320007,166.0,1.0
211,211.0,1.0,1.0,0.9997523427009583,1.0,0.9997605681419373,166.0,1.0
212,212.0,1.0,1.0,1.0,1.0,1.0,166.0,1.0
213,213.0,0.9496855139732361,1.0,0.9963676333427429,1.0,0.9968851804733276,166.0,1.0
214,214.0,0.9968553185462952,1.0,0.9994745850563049,1.0,0.9994933009147644,166.0,1.0
215,215.0,1.0,1.0,0.9995643496513367,1.0,0.9995667934417725,166.0,1.0
216,216.0,1.0,1.0,0.999834418296814,1.0,0.9998360872268677,166.0,1.0
217,217.0,1.0,1.0,0.9999400973320007,1.0,0.9999400973320007,166.0,1.0
218,218.0,0.9339622855186462,1.0,0.9988598227500916,1.0,0.9989567399024963,166.0,1.0
219,219.0,1.0,1.0,0.9998795986175537,1.0,0.9998801946640015,166.0,1.0
220,220.0,1.0,1.0,0.9997271299362183,1.0,0.9997304677963257,166.0,1.0
221,221.0,0.8396226167678833,1.0,0.9979381561279297,1.0,0.9980923533439636,166.0,1.0
222,222.0,0.8836477994918823,1.0,0.9974327087402344,1.0,0.9976303577423096,166.0,1.0
223,223.0,1.0,1.0,0.9985039234161377,1.0,0.9985777735710144,166.0,1.0
224,224.0,1.0,1.0,0.9999550580978394,1.0,0.9999551177024841,166.0,1.0
225,225.0,0.9811320900917053,1.0,0.9987122416496277,1.0,0.9987332224845886,166.0,1.0
226,226.0,1.0,1.0,1.0,1.0,1.0,166.0,1.0
227,227.0,1.0,1.0,1.0,1.0,1.0,166.0,1.0
228,228.0,0.946540892124176,1.0,0.9861245155334473,1.0,0.9881367683410645,166.0,1.0
229,229.0,0.9968553185462952,1.0,0.999578595161438,1.0,0.9995821118354797,166.0,1.0
230,230.0,1.0,1.0,0.9981582164764404,1.0,0.998196542263031,166.0,1.0
231,231.0,0.8584905862808228,1.0,0.9986034035682678,1.0,0.998622477054596,166.0,1.0
232,232.0,0.9779874086380005,1.0,0.9994728565216064,1.0,0.9994783997535706,166.0,1.0
233,233.0,1.0,1.0,1.0,1.0,1.0,166.0,1.0
