epoch,best_auc_ZHEYI_vs_self/epoch,best_auc_ZHEYI_vs_self/acc_yinda_level0,best_auc_ZHEYI_vs_self/auc_yinda_level0,best_auc_ZHEYI_vs_self/mean_average_precision_at_r_level0,best_auc_ZHEYI_vs_self/precision_at_1_level0,best_auc_ZHEYI_vs_self/r_precision_level0,best_auc_ZHEYI_vs_self/best_epoch,best_auc_ZHEYI_vs_self/best_accuracy
63,63.0,0.6346153616905212,0.8678955435752869,0.5112682580947876,0.7307692170143127,0.6487179398536682,60.0,0.8678955435752869
64,64.0,0.5961538553237915,0.8725038170814514,0.5011541843414307,0.75,0.6368589997291565,64.0,0.8725038170814514
65,65.0,0.6153846383094788,0.861751139163971,0.5062111020088196,0.7115384340286255,0.6483974456787109,64.0,0.8725038170814514
66,66.0,0.6730769276618958,0.8632872700691223,0.5000653862953186,0.7307692170143127,0.6429487466812134,64.0,0.8725038170814514
67,67.0,0.6730769276618958,0.861751139163971,0.5002369284629822,0.7115384340286255,0.6387820243835449,64.0,0.8725038170814514
68,68.0,0.6730769276618958,0.858678936958313,0.5007757544517517,0.807692289352417,0.6381410360336304,64.0,0.8725038170814514
69,69.0,0.7692307829856873,0.858678936958313,0.5020098090171814,0.7884615659713745,0.6394230723381042,64.0,0.8725038170814514
70,70.0,0.6346153616905212,0.8663594722747803,0.5152500867843628,0.807692289352417,0.6483974456787109,64.0,0.8725038170814514
71,71.0,0.807692289352417,0.8648233413696289,0.5111324191093445,0.692307710647583,0.6551281809806824,64.0,0.8725038170814514
72,72.0,0.692307710647583,0.8678955435752869,0.5058934688568115,0.7115384340286255,0.6432692408561707,64.0,0.8725038170814514
73,73.0,0.7692307829856873,0.8694316148757935,0.5133653283119202,0.692307710647583,0.6567307710647583,64.0,0.8725038170814514
74,74.0,0.7692307829856873,0.8678955435752869,0.5099164247512817,0.692307710647583,0.6509615182876587,64.0,0.8725038170814514
75,75.0,0.6730769276618958,0.8678955435752869,0.5064882636070251,0.7692307829856873,0.6407051086425781,64.0,0.8725038170814514
76,76.0,0.7307692170143127,0.8725038170814514,0.5175611972808838,0.7692307829856873,0.6519230604171753,64.0,0.8725038170814514
77,77.0,0.7692307829856873,0.8663594722747803,0.5114679932594299,0.7307692170143127,0.6554487347602844,64.0,0.8725038170814514
78,78.0,0.7884615659713745,0.8648233413696289,0.5152531862258911,0.692307710647583,0.6544871926307678,64.0,0.8725038170814514
79,79.0,0.75,0.8694316148757935,0.5052158832550049,0.6730769276618958,0.6493589878082275,64.0,0.8725038170814514
80,80.0,0.692307710647583,0.8709677457809448,0.5090624690055847,0.6730769276618958,0.6474359035491943,64.0,0.8725038170814514
81,81.0,0.75,0.8678955435752869,0.5053339600563049,0.6538461446762085,0.6519230604171753,64.0,0.8725038170814514
82,82.0,0.7692307829856873,0.8678955435752869,0.5132336020469666,0.7307692170143127,0.653205156326294,64.0,0.8725038170814514
83,83.0,0.7884615659713745,0.8663594722747803,0.5079964399337769,0.7115384340286255,0.6490384340286255,64.0,0.8725038170814514
84,84.0,0.8269230723381042,0.8648233413696289,0.5047073364257812,0.7307692170143127,0.6490384340286255,64.0,0.8725038170814514
85,85.0,0.7884615659713745,0.8663594722747803,0.5153922438621521,0.7307692170143127,0.6576923131942749,64.0,0.8725038170814514
86,86.0,0.6346153616905212,0.8663594722747803,0.5058559775352478,0.7307692170143127,0.6439102292060852,64.0,0.8725038170814514
87,87.0,0.5384615659713745,0.8709677457809448,0.5050747990608215,0.6538461446762085,0.6506410241127014,64.0,0.8725038170814514
88,88.0,0.6346153616905212,0.8740399479866028,0.5123823285102844,0.6153846383094788,0.6573718190193176,88.0,0.8740399479866028
89,89.0,0.7884615659713745,0.8694316148757935,0.5260190963745117,0.6730769276618958,0.665705144405365,88.0,0.8740399479866028
90,90.0,0.807692289352417,0.8725038170814514,0.5278979539871216,0.6538461446762085,0.6676282286643982,88.0,0.8740399479866028
91,91.0,0.807692289352417,0.8755760192871094,0.5293561816215515,0.7115384340286255,0.6724358797073364,91.0,0.8755760192871094
92,92.0,0.807692289352417,0.8771121501922607,0.5299350619316101,0.7115384340286255,0.6685897707939148,92.0,0.8771121501922607
93,93.0,0.6730769276618958,0.8786482214927673,0.5289728045463562,0.692307710647583,0.6737179756164551,93.0,0.8786482214927673
94,94.0,0.6153846383094788,0.8771121501922607,0.5306241512298584,0.692307710647583,0.6685897707939148,93.0,0.8786482214927673
95,95.0,0.7884615659713745,0.8771121501922607,0.5409999489784241,0.692307710647583,0.6798076629638672,93.0,0.8786482214927673
96,96.0,0.6153846383094788,0.8755760192871094,0.5369203686714172,0.6730769276618958,0.6766025424003601,93.0,0.8786482214927673
97,97.0,0.7884615659713745,0.8755760192871094,0.5309321880340576,0.6730769276618958,0.6708333492279053,93.0,0.8786482214927673
98,98.0,0.7884615659713745,0.8725038170814514,0.5368989109992981,0.7115384340286255,0.6762820482254028,93.0,0.8786482214927673
99,99.0,0.7307692170143127,0.8832565546035767,0.5466637015342712,0.7307692170143127,0.6791666746139526,99.0,0.8832565546035767
100,100.0,0.8461538553237915,0.8940092325210571,0.5491558313369751,0.7115384340286255,0.6849358677864075,100.0,0.8940092325210571
101,101.0,0.807692289352417,0.8955453038215637,0.55268394947052,0.75,0.683012843132019,101.0,0.8955453038215637
102,102.0,0.7884615659713745,0.8955453038215637,0.551369845867157,0.7115384340286255,0.6875,101.0,0.8955453038215637
103,103.0,0.8461538553237915,0.8863286972045898,0.5469774007797241,0.75,0.6862179636955261,101.0,0.8955453038215637
104,104.0,0.7692307829856873,0.8817204236984253,0.5494227409362793,0.6730769276618958,0.683012843132019,101.0,0.8955453038215637
105,105.0,0.8269230723381042,0.8678955435752869,0.5222053527832031,0.7115384340286255,0.6679487228393555,101.0,0.8955453038215637
106,106.0,0.7692307829856873,0.8771121501922607,0.5311599373817444,0.692307710647583,0.6721153855323792,101.0,0.8955453038215637
107,107.0,0.7307692170143127,0.8801843523979187,0.5416496396064758,0.7307692170143127,0.6762820482254028,101.0,0.8955453038215637
108,108.0,0.7307692170143127,0.8786482214927673,0.539634108543396,0.7307692170143127,0.6756410002708435,101.0,0.8955453038215637
109,109.0,0.75,0.8740399479866028,0.5457767248153687,0.7307692170143127,0.6823717951774597,101.0,0.8955453038215637
110,110.0,0.7692307829856873,0.8740399479866028,0.5439789891242981,0.75,0.6839743852615356,101.0,0.8955453038215637
111,111.0,0.7884615659713745,0.8863286972045898,0.5450157523155212,0.7115384340286255,0.683012843132019,101.0,0.8955453038215637
112,112.0,0.5961538553237915,0.8847926259040833,0.5316950678825378,0.7307692170143127,0.6679487228393555,101.0,0.8955453038215637
113,113.0,0.7884615659713745,0.8847926259040833,0.5472798943519592,0.7115384340286255,0.682692289352417,101.0,0.8955453038215637
114,114.0,0.7884615659713745,0.8832565546035767,0.5482664704322815,0.692307710647583,0.683012843132019,101.0,0.8955453038215637
115,115.0,0.7884615659713745,0.8755760192871094,0.5383859276771545,0.7115384340286255,0.6766025424003601,101.0,0.8955453038215637
116,116.0,0.807692289352417,0.8786482214927673,0.5496766567230225,0.75,0.6852564215660095,101.0,0.8955453038215637
117,117.0,0.8269230723381042,0.8725038170814514,0.538208544254303,0.7307692170143127,0.6810897588729858,101.0,0.8955453038215637
118,118.0,0.7884615659713745,0.8909370303153992,0.5521639585494995,0.7307692170143127,0.6810897588729858,101.0,0.8955453038215637
119,119.0,0.8269230723381042,0.8894008994102478,0.5600796341896057,0.75,0.6929486989974976,101.0,0.8955453038215637
120,120.0,0.6730769276618958,0.8832565546035767,0.5507853031158447,0.7115384340286255,0.6868589520454407,101.0,0.8955453038215637
121,121.0,0.807692289352417,0.8863286972045898,0.5541132092475891,0.7307692170143127,0.6897435784339905,101.0,0.8955453038215637
122,122.0,0.8269230723381042,0.8832565546035767,0.5500131249427795,0.7307692170143127,0.6842948794364929,101.0,0.8955453038215637
123,123.0,0.8269230723381042,0.8863286972045898,0.5633637309074402,0.7884615659713745,0.6987179517745972,101.0,0.8955453038215637
124,124.0,0.75,0.8894008994102478,0.5400102734565735,0.692307710647583,0.6692307591438293,101.0,0.8955453038215637
125,125.0,0.8269230723381042,0.8801843523979187,0.551640510559082,0.75,0.6839743852615356,101.0,0.8955453038215637
126,126.0,0.5961538553237915,0.8817204236984253,0.5514793395996094,0.692307710647583,0.6865384578704834,101.0,0.8955453038215637
127,127.0,0.7307692170143127,0.8847926259040833,0.5519914031028748,0.692307710647583,0.6849358677864075,101.0,0.8955453038215637
128,128.0,0.7884615659713745,0.8801843523979187,0.5636885762214661,0.7115384340286255,0.6971153616905212,101.0,0.8955453038215637
129,129.0,0.6346153616905212,0.8771121501922607,0.5363808870315552,0.6730769276618958,0.6762820482254028,101.0,0.8955453038215637
130,130.0,0.7884615659713745,0.8771121501922607,0.5566621422767639,0.7115384340286255,0.6958333253860474,101.0,0.8955453038215637
131,131.0,0.8269230723381042,0.8832565546035767,0.556706428527832,0.692307710647583,0.6951923370361328,101.0,0.8955453038215637
132,132.0,0.7884615659713745,0.8832565546035767,0.5542880296707153,0.6538461446762085,0.6955128312110901,101.0,0.8955453038215637
133,133.0,0.8269230723381042,0.8863286972045898,0.5631229877471924,0.7307692170143127,0.6971153616905212,101.0,0.8955453038215637
134,134.0,0.7307692170143127,0.8817204236984253,0.5520044565200806,0.692307710647583,0.6939102411270142,101.0,0.8955453038215637
135,135.0,0.8461538553237915,0.8847926259040833,0.5747348666191101,0.75,0.7003205418586731,101.0,0.8955453038215637
136,136.0,0.42307692766189575,0.8909370303153992,0.5511686205863953,0.6538461446762085,0.6807692050933838,101.0,0.8955453038215637
137,137.0,0.6346153616905212,0.8970814347267151,0.5635294914245605,0.692307710647583,0.6913461685180664,137.0,0.8970814347267151
138,138.0,0.8461538553237915,0.8955453038215637,0.567337691783905,0.692307710647583,0.6913461685180664,137.0,0.8970814347267151
139,139.0,0.8461538553237915,0.8924731016159058,0.5714648365974426,0.6730769276618958,0.6958333253860474,137.0,0.8970814347267151
140,140.0,0.807692289352417,0.8878648281097412,0.5659070014953613,0.692307710647583,0.6939102411270142,137.0,0.8970814347267151
141,141.0,0.8461538553237915,0.8894008994102478,0.5678504109382629,0.6730769276618958,0.7006410360336304,137.0,0.8970814347267151
142,142.0,0.8269230723381042,0.8863286972045898,0.5771712064743042,0.7692307829856873,0.7006410360336304,137.0,0.8970814347267151
143,143.0,0.7884615659713745,0.8786482214927673,0.55629962682724,0.692307710647583,0.6977564096450806,137.0,0.8970814347267151
144,144.0,0.807692289352417,0.8863286972045898,0.5504325032234192,0.6730769276618958,0.6897435784339905,137.0,0.8970814347267151
145,145.0,0.7115384340286255,0.8863286972045898,0.5450868010520935,0.692307710647583,0.6849358677864075,137.0,0.8970814347267151
146,146.0,0.8269230723381042,0.8909370303153992,0.5572547912597656,0.692307710647583,0.6871795058250427,137.0,0.8970814347267151
147,147.0,0.692307710647583,0.8940092325210571,0.5531550049781799,0.7115384340286255,0.6894230842590332,137.0,0.8970814347267151
148,148.0,0.6730769276618958,0.8847926259040833,0.5346963405609131,0.6730769276618958,0.6727564334869385,137.0,0.8970814347267151
149,149.0,0.7692307829856873,0.8863286972045898,0.5504133701324463,0.7115384340286255,0.683012843132019,137.0,0.8970814347267151
150,150.0,0.8269230723381042,0.8878648281097412,0.5607049465179443,0.7307692170143127,0.6897435784339905,137.0,0.8970814347267151
151,151.0,0.8461538553237915,0.8878648281097412,0.5731650590896606,0.7307692170143127,0.6993589997291565,137.0,0.8970814347267151
152,152.0,0.7692307829856873,0.8909370303153992,0.5764277577400208,0.7692307829856873,0.6894230842590332,137.0,0.8970814347267151
153,153.0,0.807692289352417,0.8955453038215637,0.574260413646698,0.75,0.6935897469520569,137.0,0.8970814347267151
154,154.0,0.807692289352417,0.8878648281097412,0.5581215620040894,0.7115384340286255,0.6871795058250427,137.0,0.8970814347267151
155,155.0,0.692307710647583,0.8863286972045898,0.540519118309021,0.6538461446762085,0.6759615540504456,137.0,0.8970814347267151
156,156.0,0.8461538553237915,0.8878648281097412,0.5601693391799927,0.6730769276618958,0.6878204941749573,137.0,0.8970814347267151
157,157.0,0.7692307829856873,0.8909370303153992,0.5722574591636658,0.7692307829856873,0.6993589997291565,137.0,0.8970814347267151
158,158.0,0.6153846383094788,0.8863286972045898,0.5521648526191711,0.7115384340286255,0.6794871687889099,137.0,0.8970814347267151
159,159.0,0.807692289352417,0.8847926259040833,0.5657829642295837,0.692307710647583,0.6987179517745972,137.0,0.8970814347267151
160,160.0,0.692307710647583,0.8878648281097412,0.5726080536842346,0.7307692170143127,0.6990384459495544,137.0,0.8970814347267151
161,161.0,0.6538461446762085,0.8909370303153992,0.5772519707679749,0.7115384340286255,0.6993589997291565,137.0,0.8970814347267151
162,162.0,0.6538461446762085,0.8909370303153992,0.5752292275428772,0.7307692170143127,0.696794867515564,137.0,0.8970814347267151
163,163.0,0.75,0.8970814347267151,0.5784258246421814,0.7307692170143127,0.7032051086425781,137.0,0.8970814347267151
164,164.0,0.807692289352417,0.8863286972045898,0.5725322961807251,0.75,0.6996794939041138,137.0,0.8970814347267151
165,165.0,0.807692289352417,0.8924731016159058,0.5907713770866394,0.75,0.7147436141967773,137.0,0.8970814347267151
166,166.0,0.6730769276618958,0.8878648281097412,0.5507029294967651,0.7307692170143127,0.6817307472229004,137.0,0.8970814347267151
167,167.0,0.807692289352417,0.8817204236984253,0.559215247631073,0.7307692170143127,0.6849358677864075,137.0,0.8970814347267151
168,168.0,0.5961538553237915,0.8786482214927673,0.5651707649230957,0.6538461446762085,0.692307710647583,137.0,0.8970814347267151
169,169.0,0.7884615659713745,0.8863286972045898,0.5817950367927551,0.692307710647583,0.7019230723381042,137.0,0.8970814347267151
170,170.0,0.7884615659713745,0.8924731016159058,0.5847343802452087,0.7307692170143127,0.7057692408561707,137.0,0.8970814347267151
171,171.0,0.8269230723381042,0.8970814347267151,0.6053892374038696,0.692307710647583,0.7243589758872986,137.0,0.8970814347267151
172,172.0,0.7884615659713745,0.8955453038215637,0.587259829044342,0.75,0.7121794819831848,137.0,0.8970814347267151
173,173.0,0.807692289352417,0.8832565546035767,0.582538366317749,0.75,0.7099359035491943,137.0,0.8970814347267151
174,174.0,0.8269230723381042,0.8878648281097412,0.5878775119781494,0.75,0.7041666507720947,137.0,0.8970814347267151
175,175.0,0.8461538553237915,0.8940092325210571,0.6015307307243347,0.7307692170143127,0.7176281809806824,137.0,0.8970814347267151
176,176.0,0.807692289352417,0.8955453038215637,0.5652670860290527,0.6538461446762085,0.6951923370361328,137.0,0.8970814347267151
177,177.0,0.8461538553237915,0.8863286972045898,0.5486800074577332,0.6538461446762085,0.6833333373069763,137.0,0.8970814347267151
178,178.0,0.807692289352417,0.8863286972045898,0.5744288563728333,0.6730769276618958,0.7022435665130615,137.0,0.8970814347267151
179,179.0,0.7884615659713745,0.8924731016159058,0.5966137051582336,0.7115384340286255,0.7166666388511658,137.0,0.8970814347267151
180,180.0,0.7692307829856873,0.8924731016159058,0.5920855402946472,0.692307710647583,0.7134615182876587,137.0,0.8970814347267151
181,181.0,0.7884615659713745,0.8924731016159058,0.5739040374755859,0.6346153616905212,0.7057692408561707,137.0,0.8970814347267151
182,182.0,0.7884615659713745,0.8940092325210571,0.5885599851608276,0.692307710647583,0.7137820720672607,137.0,0.8970814347267151
183,183.0,0.7884615659713745,0.8940092325210571,0.5989989042282104,0.7692307829856873,0.721794843673706,137.0,0.8970814347267151
184,184.0,0.7884615659713745,0.8940092325210571,0.5743518471717834,0.7307692170143127,0.6980769038200378,137.0,0.8970814347267151
185,185.0,0.7692307829856873,0.8955453038215637,0.5953406095504761,0.7115384340286255,0.7179487347602844,137.0,0.8970814347267151
186,186.0,0.7692307829856873,0.8955453038215637,0.6104632616043091,0.7115384340286255,0.7224358916282654,137.0,0.8970814347267151
187,187.0,0.8269230723381042,0.8924731016159058,0.6327887773513794,0.7692307829856873,0.7371794581413269,137.0,0.8970814347267151
188,188.0,0.8461538553237915,0.8924731016159058,0.6105125546455383,0.7692307829856873,0.728205144405365,137.0,0.8970814347267151
189,189.0,0.557692289352417,0.8909370303153992,0.5745446085929871,0.6730769276618958,0.6964743733406067,137.0,0.8970814347267151
190,190.0,0.8269230723381042,0.8878648281097412,0.5638218522071838,0.7692307829856873,0.6894230842590332,137.0,0.8970814347267151
191,191.0,0.807692289352417,0.8847926259040833,0.5604345202445984,0.6153846383094788,0.6926282048225403,137.0,0.8970814347267151
192,192.0,0.7884615659713745,0.8970814347267151,0.5774347186088562,0.6730769276618958,0.6977564096450806,137.0,0.8970814347267151
193,193.0,0.7884615659713745,0.9032257795333862,0.603605329990387,0.75,0.7205128073692322,193.0,0.9032257795333862
194,194.0,0.8846153616905212,0.8940092325210571,0.6028141975402832,0.75,0.7253205180168152,193.0,0.9032257795333862
195,195.0,0.7884615659713745,0.8863286972045898,0.5842151045799255,0.6730769276618958,0.7086538672447205,193.0,0.9032257795333862
196,196.0,0.8269230723381042,0.8955453038215637,0.5864917039871216,0.692307710647583,0.704807698726654,193.0,0.9032257795333862
197,197.0,0.7692307829856873,0.8909370303153992,0.5797948241233826,0.6730769276618958,0.6955128312110901,193.0,0.9032257795333862
198,198.0,0.7692307829856873,0.8847926259040833,0.5722757577896118,0.6730769276618958,0.6951923370361328,193.0,0.9032257795333862
199,199.0,0.75,0.8847926259040833,0.5667155385017395,0.7115384340286255,0.6910256147384644,193.0,0.9032257795333862
200,200.0,0.6730769276618958,0.8878648281097412,0.5691623687744141,0.7115384340286255,0.6961538195610046,193.0,0.9032257795333862
201,201.0,0.8846153616905212,0.8924731016159058,0.5956207513809204,0.75,0.7192307710647583,193.0,0.9032257795333862
202,202.0,0.807692289352417,0.8940092325210571,0.5904090404510498,0.692307710647583,0.7147436141967773,193.0,0.9032257795333862
203,203.0,0.7692307829856873,0.8924731016159058,0.5698447227478027,0.692307710647583,0.6987179517745972,193.0,0.9032257795333862
204,204.0,0.7884615659713745,0.8940092325210571,0.5827863812446594,0.692307710647583,0.7057692408561707,193.0,0.9032257795333862
205,205.0,0.9038461446762085,0.9016897082328796,0.6021977663040161,0.7115384340286255,0.7208333611488342,193.0,0.9032257795333862
206,206.0,0.7884615659713745,0.8955453038215637,0.5839576721191406,0.7115384340286255,0.7080128192901611,193.0,0.9032257795333862
207,207.0,0.8653846383094788,0.8909370303153992,0.5693594217300415,0.6730769276618958,0.6955128312110901,193.0,0.9032257795333862
208,208.0,0.7884615659713745,0.8894008994102478,0.5702635645866394,0.6346153616905212,0.6971153616905212,193.0,0.9032257795333862
209,209.0,0.7884615659713745,0.8955453038215637,0.5955789685249329,0.6538461446762085,0.7134615182876587,193.0,0.9032257795333862
210,210.0,0.7884615659713745,0.8940092325210571,0.6147000193595886,0.6730769276618958,0.7256410121917725,193.0,0.9032257795333862
211,211.0,0.7884615659713745,0.8955453038215637,0.6237640976905823,0.75,0.7368589639663696,193.0,0.9032257795333862
212,212.0,0.7884615659713745,0.8940092325210571,0.6082935333251953,0.6538461446762085,0.7227563858032227,193.0,0.9032257795333862
213,213.0,0.6730769276618958,0.8924731016159058,0.581845760345459,0.692307710647583,0.7019230723381042,193.0,0.9032257795333862
214,214.0,0.7692307829856873,0.8955453038215637,0.6042094826698303,0.75,0.7182692289352417,193.0,0.9032257795333862
215,215.0,0.8269230723381042,0.8924731016159058,0.5976079702377319,0.7115384340286255,0.7208333611488342,193.0,0.9032257795333862
216,216.0,0.7884615659713745,0.8924731016159058,0.5706932544708252,0.6346153616905212,0.699999988079071,193.0,0.9032257795333862
