epoch,best_auc_HOLD_OUT_vs_self/auc_yinda_level0,best_auc_HOLD_OUT_vs_self/precision_at_1_level0,best_auc_TOTAL_WITHOUT_TRAIN_vs_self/epoch,best_auc_TOTAL_WITHOUT_TRAIN_vs_self/acc_yinda_level0,best_auc_TOTAL_WITHOUT_TRAIN_vs_self/mean_average_precision_at_r_level0,best_auc_TOTAL_WITHOUT_TRAIN_vs_self/r_precision_level0,best_auc_TOTAL_WITHOUT_TRAIN_vs_self/best_epoch,best_auc_TOTAL_WITHOUT_TRAIN_vs_self/best_accuracy
50,0.8700000047683716,0.800000011920929,50.0,0.6506849527359009,0.533320426940918,0.6729962229728699,48.0,0.8655315041542053
51,0.875,0.800000011920929,51.0,0.6506849527359009,0.5277317762374878,0.6690323352813721,48.0,0.8655315041542053
52,0.8700000047683716,0.800000011920929,52.0,0.6506849527359009,0.5431010723114014,0.6826056838035583,52.0,0.8662538528442383
53,0.8799999952316284,0.7777777910232544,53.0,0.6506849527359009,0.5267508625984192,0.6694287657737732,53.0,0.8685242533683777
54,0.8799999952316284,0.7777777910232544,54.0,0.6506849527359009,0.5309138894081116,0.6718799471855164,54.0,0.8714138269424438
55,0.8849999904632568,0.7777777910232544,55.0,0.6506849527359009,0.5305546522140503,0.6719236373901367,54.0,0.8714138269424438
56,0.8799999952316284,0.8222222328186035,56.0,0.6506849527359009,0.526790201663971,0.6702069640159607,54.0,0.8714138269424438
57,0.8799999952316284,0.800000011920929,57.0,0.6506849527359009,0.5284163951873779,0.6728301048278809,54.0,0.8714138269424438
58,0.8799999952316284,0.7777777910232544,58.0,0.6575342416763306,0.5161527991294861,0.6622850298881531,54.0,0.8714138269424438
59,0.8849999904632568,0.7777777910232544,59.0,0.7123287916183472,0.5045172572135925,0.6528300642967224,54.0,0.8714138269424438
60,0.8799999952316284,0.800000011920929,60.0,0.6506849527359009,0.5397301316261292,0.67976975440979,60.0,0.871620237827301
61,0.8799999952316284,0.800000011920929,61.0,0.7191780805587769,0.5118560194969177,0.6571553349494934,61.0,0.8722394108772278
62,0.875,0.800000011920929,62.0,0.6575342416763306,0.5375195145606995,0.6770970821380615,61.0,0.8722394108772278
63,0.8700000047683716,0.800000011920929,63.0,0.6712328791618347,0.5208980441093445,0.6631973385810852,61.0,0.8722394108772278
64,0.8700000047683716,0.800000011920929,64.0,0.6506849527359009,0.5536679625511169,0.6892305612564087,64.0,0.8740969896316528
65,0.8799999952316284,0.800000011920929,65.0,0.664383590221405,0.5331648588180542,0.6734887957572937,64.0,0.8740969896316528
66,0.8799999952316284,0.8222222328186035,66.0,0.698630154132843,0.52828449010849,0.6686185002326965,64.0,0.8740969896316528
67,0.8799999952316284,0.8222222328186035,67.0,0.698630154132843,0.5269073247909546,0.6673855781555176,64.0,0.8740969896316528
68,0.8899999856948853,0.8444444537162781,68.0,0.698630154132843,0.5305933356285095,0.6724016070365906,64.0,0.8740969896316528
69,0.8849999904632568,0.8222222328186035,69.0,0.7534246444702148,0.526623010635376,0.6687117218971252,64.0,0.8740969896316528
70,0.8799999952316284,0.8222222328186035,70.0,0.6712328791618347,0.5616952180862427,0.6945176124572754,64.0,0.8740969896316528
71,0.8849999904632568,0.8222222328186035,71.0,0.8219178318977356,0.5128321051597595,0.6559457778930664,64.0,0.8740969896316528
72,0.875,0.8444444537162781,72.0,0.7054794430732727,0.5553383231163025,0.6884989738464355,72.0,0.8749225735664368
73,0.8799999952316284,0.8222222328186035,73.0,0.7739726305007935,0.5311523079872131,0.6713756918907166,73.0,0.8763673901557922
74,0.8949999809265137,0.8444444537162781,74.0,0.7534246444702148,0.5292928218841553,0.6696590185165405,74.0,0.8765738010406494
75,0.8899999856948853,0.8444444537162781,75.0,0.6917808055877686,0.5548492074012756,0.6899329423904419,74.0,0.8765738010406494
76,0.8899999856948853,0.8222222328186035,76.0,0.7191780805587769,0.5464650988578796,0.6831914782524109,74.0,0.8765738010406494
77,0.8999999761581421,0.8222222328186035,77.0,0.767123281955719,0.5242287516593933,0.6659719944000244,74.0,0.8765738010406494
78,0.8949999809265137,0.8222222328186035,78.0,0.7602739930152893,0.5481019616127014,0.684433102607727,78.0,0.8767802119255066
79,0.8949999809265137,0.8444444537162781,79.0,0.7808219194412231,0.5172735452651978,0.6608073711395264,79.0,0.8794633746147156
80,0.8849999904632568,0.8444444537162781,80.0,0.7054794430732727,0.5591771602630615,0.6923695802688599,80.0,0.8802889585494995
81,0.8899999856948853,0.8444444537162781,81.0,0.7739726305007935,0.5205711126327515,0.6630661487579346,80.0,0.8802889585494995
82,0.8799999952316284,0.8444444537162781,82.0,0.7534246444702148,0.5568228363990784,0.6890439987182617,80.0,0.8802889585494995
83,0.875,0.8222222328186035,83.0,0.801369845867157,0.5363243222236633,0.6747304201126099,80.0,0.8802889585494995
84,0.875,0.8222222328186035,84.0,0.8150684833526611,0.530553936958313,0.6710463166236877,80.0,0.8802889585494995
85,0.8799999952316284,0.8222222328186035,85.0,0.8150684833526611,0.5503003001213074,0.6869338154792786,85.0,0.8811145424842834
86,0.875,0.8222222328186035,86.0,0.6712328791618347,0.5725694894790649,0.7002215385437012,86.0,0.8827657103538513
87,0.8899999856948853,0.8444444537162781,87.0,0.6027397513389587,0.5145460963249207,0.6574234962463379,86.0,0.8827657103538513
88,0.8849999904632568,0.8444444537162781,88.0,0.698630154132843,0.5332923531532288,0.6720256209373474,86.0,0.8827657103538513
89,0.8899999856948853,0.8666666746139526,89.0,0.7808219194412231,0.5602704882621765,0.693611204624176,86.0,0.8827657103538513
90,0.8899999856948853,0.8666666746139526,90.0,0.8219178318977356,0.5430893301963806,0.6792276501655579,86.0,0.8827657103538513
91,0.8849999904632568,0.8444444537162781,91.0,0.7945205569267273,0.5261312127113342,0.6671670079231262,86.0,0.8827657103538513
92,0.875,0.8222222328186035,92.0,0.801369845867157,0.5283111333847046,0.6670475006103516,86.0,0.8827657103538513
93,0.8849999904632568,0.8888888955116272,93.0,0.7465753555297852,0.5150188207626343,0.6572107076644897,86.0,0.8827657103538513
94,0.8799999952316284,0.8666666746139526,94.0,0.6575342416763306,0.5718779563903809,0.7012037038803101,86.0,0.8827657103538513
95,0.8999999761581421,0.9111111164093018,95.0,0.8219178318977356,0.5550041794776917,0.6888195872306824,95.0,0.8842105269432068
96,0.8899999856948853,0.9111111164093018,96.0,0.6917808055877686,0.5358283519744873,0.6729379296302795,95.0,0.8842105269432068
97,0.8799999952316284,0.8666666746139526,97.0,0.7876712083816528,0.5607823133468628,0.6933109760284424,95.0,0.8842105269432068
98,0.8799999952316284,0.8888888955116272,98.0,0.7945205569267273,0.5557928681373596,0.6890702247619629,95.0,0.8842105269432068
99,0.8799999952316284,0.8666666746139526,99.0,0.7191780805587769,0.5817512273788452,0.7052579522132874,99.0,0.8852425217628479
100,0.8700000047683716,0.8888888955116272,100.0,0.8150684833526611,0.5514145493507385,0.6859836578369141,100.0,0.8891640901565552
101,0.8700000047683716,0.8444444537162781,101.0,0.8082191944122314,0.5602962374687195,0.6919556856155396,100.0,0.8891640901565552
102,0.875,0.8666666746139526,102.0,0.7876712083816528,0.5530784130096436,0.6869338154792786,100.0,0.8891640901565552
103,0.875,0.8888888955116272,103.0,0.8287671208381653,0.557324230670929,0.6890294551849365,100.0,0.8891640901565552
104,0.875,0.8444444537162781,104.0,0.7465753555297852,0.5746078491210938,0.70157390832901,100.0,0.8891640901565552
105,0.8550000190734863,0.8222222328186035,105.0,0.8150684833526611,0.5207451581954956,0.6659836769104004,100.0,0.8891640901565552
106,0.875,0.8222222328186035,106.0,0.7739726305007935,0.5402132868766785,0.6807694435119629,100.0,0.8891640901565552
107,0.8799999952316284,0.800000011920929,107.0,0.7602739930152893,0.5499694347381592,0.6885776519775391,100.0,0.8891640901565552
108,0.8799999952316284,0.8222222328186035,108.0,0.7534246444702148,0.5456966757774353,0.6841212511062622,100.0,0.8891640901565552
109,0.875,0.8444444537162781,109.0,0.7739726305007935,0.536660373210907,0.675628125667572,100.0,0.8891640901565552
110,0.875,0.8444444537162781,110.0,0.7739726305007935,0.5409368276596069,0.6781171560287476,100.0,0.8891640901565552
111,0.875,0.8666666746139526,111.0,0.7876712083816528,0.5535603761672974,0.687213659286499,100.0,0.8891640901565552
112,0.8799999952316284,0.8666666746139526,112.0,0.6232876777648926,0.5196625590324402,0.6601486206054688,100.0,0.8891640901565552
113,0.8799999952316284,0.8666666746139526,113.0,0.7876712083816528,0.5451046228408813,0.6806178689002991,100.0,0.8891640901565552
114,0.8799999952316284,0.8888888955116272,114.0,0.7945205569267273,0.5513628125190735,0.6870795488357544,100.0,0.8891640901565552
115,0.875,0.8666666746139526,115.0,0.7876712083816528,0.551566481590271,0.6874613761901855,100.0,0.8891640901565552
116,0.875,0.800000011920929,116.0,0.7945205569267273,0.5424342155456543,0.6813494563102722,100.0,0.8891640901565552
117,0.8600000143051147,0.8444444537162781,117.0,0.801369845867157,0.5243914723396301,0.6660215854644775,100.0,0.8891640901565552
118,0.875,0.9111111164093018,118.0,0.8150684833526611,0.570355236530304,0.698277473449707,118.0,0.8930856585502625
119,0.875,0.8888888955116272,119.0,0.8219178318977356,0.5709916949272156,0.696890115737915,118.0,0.8930856585502625
120,0.8700000047683716,0.8666666746139526,120.0,0.7260273694992065,0.5402005910873413,0.6763567328453064,118.0,0.8930856585502625
121,0.8700000047683716,0.8888888955116272,121.0,0.7876712083816528,0.5484839677810669,0.6819936037063599,118.0,0.8930856585502625
122,0.875,0.9111111164093018,122.0,0.8219178318977356,0.544033944606781,0.6788778901100159,118.0,0.8930856585502625
123,0.875,0.9111111164093018,123.0,0.801369845867157,0.5534299612045288,0.6851909160614014,118.0,0.8930856585502625
124,0.875,0.8222222328186035,124.0,0.7260273694992065,0.560487687587738,0.6915184855461121,118.0,0.8930856585502625
125,0.875,0.8222222328186035,125.0,0.8219178318977356,0.5446608662605286,0.6826376914978027,118.0,0.8930856585502625
126,0.8700000047683716,0.8666666746139526,126.0,0.6438356041908264,0.5307994484901428,0.671646773815155,118.0,0.8930856585502625
127,0.8600000143051147,0.8888888955116272,127.0,0.7465753555297852,0.535910427570343,0.6745234727859497,118.0,0.8930856585502625
128,0.8650000095367432,0.8444444537162781,128.0,0.7808219194412231,0.550693154335022,0.6845467686653137,118.0,0.8930856585502625
129,0.8700000047683716,0.9111111164093018,129.0,0.664383590221405,0.512398898601532,0.6567094326019287,118.0,0.8930856585502625
130,0.8650000095367432,0.8444444537162781,130.0,0.7876712083816528,0.5448452234268188,0.6822996139526367,118.0,0.8930856585502625
131,0.8700000047683716,0.8444444537162781,131.0,0.8219178318977356,0.5394424796104431,0.6783299446105957,118.0,0.8930856585502625
132,0.875,0.8666666746139526,132.0,0.7808219194412231,0.5332854986190796,0.6720460653305054,118.0,0.8930856585502625
133,0.8650000095367432,0.9111111164093018,133.0,0.7945205569267273,0.5483292937278748,0.68116295337677,118.0,0.8930856585502625
134,0.8700000047683716,0.9333333373069763,134.0,0.7602739930152893,0.5256692171096802,0.6672486066818237,118.0,0.8930856585502625
135,0.8650000095367432,0.8666666746139526,135.0,0.8082191944122314,0.5704581141471863,0.6993442177772522,118.0,0.8930856585502625
136,0.8650000095367432,0.8888888955116272,136.0,0.3835616409778595,0.5151605010032654,0.6584231853485107,118.0,0.8930856585502625
137,0.8650000095367432,0.8888888955116272,137.0,0.698630154132843,0.5377403497695923,0.6767647862434387,118.0,0.8930856585502625
138,0.875,0.8666666746139526,138.0,0.8219178318977356,0.5488106608390808,0.6852288246154785,118.0,0.8930856585502625
139,0.875,0.8888888955116272,139.0,0.8287671208381653,0.547528862953186,0.684097945690155,118.0,0.8930856585502625
140,0.875,0.9111111164093018,140.0,0.801369845867157,0.540214478969574,0.6780267953872681,118.0,0.8930856585502625
141,0.875,0.9111111164093018,141.0,0.8150684833526611,0.5436898469924927,0.6810550689697266,118.0,0.8930856585502625
142,0.875,0.8666666746139526,142.0,0.7876712083816528,0.547973096370697,0.6815943121910095,118.0,0.8930856585502625
143,0.8799999952316284,0.8444444537162781,143.0,0.7876712083816528,0.5317961573600769,0.674587607383728,118.0,0.8930856585502625
144,0.875,0.8666666746139526,144.0,0.7739726305007935,0.5344056487083435,0.6760798692703247,118.0,0.8930856585502625
145,0.875,0.9111111164093018,145.0,0.7397260069847107,0.5209530591964722,0.6657534241676331,118.0,0.8930856585502625
146,0.8799999952316284,0.9111111164093018,146.0,0.801369845867157,0.551500141620636,0.6863188743591309,118.0,0.8930856585502625
147,0.8700000047683716,0.8888888955116272,147.0,0.7191780805587769,0.5244773030281067,0.6653803586959839,118.0,0.8930856585502625
148,0.8600000143051147,0.9111111164093018,148.0,0.7054794430732727,0.5096855163574219,0.6540133953094482,118.0,0.8930856585502625
149,0.875,0.9111111164093018,149.0,0.7602739930152893,0.5217685699462891,0.6626377105712891,118.0,0.8930856585502625
150,0.875,0.8888888955116272,150.0,0.7876712083816528,0.532518208026886,0.6702098250389099,118.0,0.8930856585502625
151,0.875,0.8888888955116272,151.0,0.7945205569267273,0.54384446144104,0.6788195967674255,118.0,0.8930856585502625
152,0.8500000238418579,0.8444444537162781,152.0,0.7534246444702148,0.5486788749694824,0.6816088557243347,118.0,0.8930856585502625
153,0.8650000095367432,0.8222222328186035,153.0,0.7945205569267273,0.5506505966186523,0.6845059990882874,118.0,0.8930856585502625
154,0.8799999952316284,0.8888888955116272,154.0,0.7739726305007935,0.5439054369926453,0.6786621809005737,118.0,0.8930856585502625
155,0.875,0.9111111164093018,155.0,0.7054794430732727,0.5156096816062927,0.6603439450263977,118.0,0.8930856585502625
156,0.8700000047683716,0.8888888955116272,156.0,0.8082191944122314,0.5389453768730164,0.6763567328453064,118.0,0.8930856585502625
157,0.8700000047683716,0.9111111164093018,157.0,0.7808219194412231,0.5427020192146301,0.6774643063545227,118.0,0.8930856585502625
158,0.8600000143051147,0.8666666746139526,158.0,0.664383590221405,0.5261328816413879,0.6688632965087891,118.0,0.8930856585502625
159,0.8600000143051147,0.800000011920929,159.0,0.7876712083816528,0.5235884785652161,0.6698484420776367,118.0,0.8930856585502625
160,0.8650000095367432,0.800000011920929,160.0,0.7260273694992065,0.5282248258590698,0.6726697683334351,118.0,0.8930856585502625
161,0.8650000095367432,0.8222222328186035,161.0,0.6917808055877686,0.5342092514038086,0.6745380163192749,118.0,0.8930856585502625
162,0.8700000047683716,0.8444444537162781,162.0,0.6917808055877686,0.5304271578788757,0.6701282262802124,118.0,0.8930856585502625
163,0.8799999952316284,0.8666666746139526,163.0,0.7534246444702148,0.5320783257484436,0.6699824929237366,118.0,0.8930856585502625
164,0.8650000095367432,0.8666666746139526,164.0,0.7808219194412231,0.5374723672866821,0.6765053868293762,118.0,0.8930856585502625
165,0.8700000047683716,0.8666666746139526,165.0,0.801369845867157,0.5557666420936584,0.6886184811592102,118.0,0.8930856585502625
166,0.8799999952316284,0.8666666746139526,166.0,0.6849315166473389,0.5150487422943115,0.662305474281311,118.0,0.8930856585502625
167,0.8550000190734863,0.9111111164093018,167.0,0.7739726305007935,0.5249112844467163,0.6712095737457275,118.0,0.8930856585502625
168,0.8600000143051147,0.9333333373069763,168.0,0.6369863152503967,0.5137568116188049,0.6620956063270569,118.0,0.8930856585502625
169,0.8650000095367432,0.9333333373069763,169.0,0.767123281955719,0.5308243632316589,0.6734100580215454,118.0,0.8930856585502625
170,0.8700000047683716,0.9111111164093018,170.0,0.7808219194412231,0.5380014181137085,0.6780938506126404,118.0,0.8930856585502625
171,0.8700000047683716,0.7777777910232544,171.0,0.7739726305007935,0.5410420298576355,0.6778053045272827,118.0,0.8930856585502625
172,0.8349999785423279,0.7777777910232544,172.0,0.7739726305007935,0.5024577975273132,0.6529088020324707,118.0,0.8930856585502625
173,0.8600000143051147,0.7111111283302307,173.0,0.7808219194412231,0.5110654830932617,0.6596910357475281,118.0,0.8930856585502625
174,0.875,0.800000011920929,174.0,0.801369845867157,0.5322416424751282,0.6743602156639099,118.0,0.8930856585502625
175,0.875,0.8444444537162781,175.0,0.801369845867157,0.5336770415306091,0.6727688908576965,118.0,0.8930856585502625
176,0.8650000095367432,0.8222222328186035,176.0,0.7945205569267273,0.5301754474639893,0.6737598180770874,118.0,0.8930856585502625
177,0.8700000047683716,0.8888888955116272,177.0,0.801369845867157,0.5220698118209839,0.6681987643241882,118.0,0.8930856585502625
178,0.8849999904632568,0.8444444537162781,178.0,0.801369845867157,0.5353238582611084,0.6754998564720154,118.0,0.8930856585502625
179,0.8700000047683716,0.8444444537162781,179.0,0.7534246444702148,0.5593025088310242,0.6897202134132385,118.0,0.8930856585502625
180,0.8700000047683716,0.8888888955116272,180.0,0.7534246444702148,0.5445427298545837,0.6798775792121887,118.0,0.8930856585502625
181,0.875,0.8444444537162781,181.0,0.7876712083816528,0.5338349938392639,0.6779451966285706,118.0,0.8930856585502625
182,0.8650000095367432,0.800000011920929,182.0,0.7534246444702148,0.5304858684539795,0.6721014380455017,118.0,0.8930856585502625
183,0.8799999952316284,0.8444444537162781,183.0,0.7602739930152893,0.5418753027915955,0.6817283630371094,118.0,0.8930856585502625
184,0.8799999952316284,0.8444444537162781,184.0,0.7739726305007935,0.5415493845939636,0.6810579895973206,118.0,0.8930856585502625
185,0.8650000095367432,0.8666666746139526,185.0,0.732876718044281,0.5359735488891602,0.6733809113502502,118.0,0.8930856585502625
186,0.875,0.8888888955116272,186.0,0.7534246444702148,0.5483438968658447,0.677697479724884,118.0,0.8930856585502625
187,0.8849999904632568,0.8444444537162781,187.0,0.7808219194412231,0.5687519907951355,0.6906995177268982,118.0,0.8930856585502625
188,0.875,0.8222222328186035,188.0,0.7876712083816528,0.5526347756385803,0.6824657320976257,118.0,0.8930856585502625
189,0.8650000095367432,0.800000011920929,189.0,0.6027397513389587,0.5125479698181152,0.6572253108024597,118.0,0.8930856585502625
190,0.8550000190734863,0.800000011920929,190.0,0.7808219194412231,0.5234283208847046,0.6673797965049744,118.0,0.8930856585502625
191,0.875,0.800000011920929,191.0,0.7739726305007935,0.5216696262359619,0.669568657875061,118.0,0.8930856585502625
192,0.875,0.8222222328186035,192.0,0.7534246444702148,0.538796067237854,0.6774876117706299,118.0,0.8930856585502625
193,0.8700000047683716,0.7777777910232544,193.0,0.7739726305007935,0.5399452447891235,0.6757388710975647,118.0,0.8930856585502625
194,0.875,0.8222222328186035,194.0,0.8082191944122314,0.5352809429168701,0.6747216582298279,118.0,0.8930856585502625
195,0.8849999904632568,0.8666666746139526,195.0,0.7739726305007935,0.5320403575897217,0.6718478798866272,118.0,0.8930856585502625
196,0.875,0.8444444537162781,196.0,0.7876712083816528,0.5359033942222595,0.6750218868255615,118.0,0.8930856585502625
197,0.875,0.8666666746139526,197.0,0.732876718044281,0.5216737985610962,0.6644622683525085,118.0,0.8930856585502625
198,0.8700000047683716,0.8444444537162781,198.0,0.7465753555297852,0.5134574174880981,0.6582162380218506,118.0,0.8930856585502625
199,0.875,0.8444444537162781,199.0,0.7534246444702148,0.5434487462043762,0.6822792291641235,118.0,0.8930856585502625
200,0.875,0.800000011920929,200.0,0.6780821681022644,0.5108458399772644,0.6594083309173584,118.0,0.8930856585502625
201,0.8849999904632568,0.8444444537162781,201.0,0.8082191944122314,0.5310637354850769,0.6752870678901672,118.0,0.8930856585502625
202,0.875,0.8444444537162781,202.0,0.7739726305007935,0.5342460870742798,0.6771961450576782,118.0,0.8930856585502625
203,0.8849999904632568,0.8888888955116272,203.0,0.7534246444702148,0.521565854549408,0.6670241951942444,118.0,0.8930856585502625
204,0.8700000047683716,0.8888888955116272,204.0,0.7465753555297852,0.5392953753471375,0.6784465312957764,118.0,0.8930856585502625
205,0.8799999952316284,0.8666666746139526,205.0,0.8219178318977356,0.5574257373809814,0.6890527606010437,118.0,0.8930856585502625
206,0.875,0.8222222328186035,206.0,0.767123281955719,0.5297622084617615,0.6732264757156372,118.0,0.8930856585502625
207,0.8849999904632568,0.800000011920929,207.0,0.801369845867157,0.5287879705429077,0.6736345291137695,118.0,0.8930856585502625
208,0.875,0.8888888955116272,208.0,0.7602739930152893,0.5207302570343018,0.6664121150970459,118.0,0.8930856585502625
209,0.8799999952316284,0.8666666746139526,209.0,0.7602739930152893,0.5437166094779968,0.6812795400619507,118.0,0.8930856585502625
210,0.8849999904632568,0.8666666746139526,210.0,0.7534246444702148,0.5578649044036865,0.6892130374908447,118.0,0.8930856585502625
211,0.8799999952316284,0.8222222328186035,211.0,0.7739726305007935,0.5498993396759033,0.6854677796363831,118.0,0.8930856585502625
212,0.8849999904632568,0.8222222328186035,212.0,0.7602739930152893,0.5504016280174255,0.6852288246154785,118.0,0.8930856585502625
213,0.8799999952316284,0.8666666746139526,213.0,0.6712328791618347,0.5318356156349182,0.675794243812561,118.0,0.8930856585502625
214,0.875,0.800000011920929,214.0,0.7465753555297852,0.5382440090179443,0.6783007979393005,118.0,0.8930856585502625
215,0.8799999952316284,0.800000011920929,215.0,0.7808219194412231,0.5367918610572815,0.6759108304977417,118.0,0.8930856585502625
