Dim1,Dim2
17.042294,1.2798057
16.917675,1.5829196
15.347901,0.82706183
15.669973,4.3016934
16.612495,-0.44012347
15.543368,2.022224
16.555054,-0.21945606
16.531944,1.5723069
15.485058,-0.7977717
15.902326,-1.1130654
16.430405,3.5553334
16.877357,-0.77543044
15.242405,3.5919805
15.524526,-0.9558683
15.584148,2.077513
16.521774,-1.3170471
16.2388,2.823056
16.19644,1.660647
16.822206,2.2779598
16.950022,-1.1014895
16.474178,2.9500766
16.161001,2.079857
15.360746,3.081267
15.225186,-0.3541705
15.28194,1.9009899
15.620048,0.13815299
14.86041,2.436549
16.255724,-0.7510745
14.639725,2.5144274
15.407555,-0.072050944
15.351166,-0.5934864
15.1905775,2.1793394
16.882278,2.7196555
16.405132,1.8923613
15.818931,2.7321424
15.347194,1.1731517
16.9845,1.3615326
16.546879,1.7917451
14.726515,1.675153
16.553467,2.5388765
14.816885,3.459745
15.860228,-1.4150743
16.515812,3.532341
15.161592,1.180535
16.338495,1.2429361
16.098186,1.9658153
15.085848,2.5620048
16.428516,-1.2353396
15.194915,3.8820045
15.595906,2.9606338
16.730452,-0.61137015
16.554272,-1.8403364
15.971693,-1.2440628
15.988076,-0.6328774
16.671926,-1.4163214
15.80678,3.0013764
16.291813,-0.54812884
15.987308,-0.9379091
16.428612,3.4668863
15.297003,4.4056644
16.23391,-0.47143745
15.256787,-0.37032977
16.487928,0.9391636
16.446486,-1.7669177
16.319855,2.3323941
16.286467,-1.513936
16.400064,3.2211573
