~iteration~,metric_loss,classifier_loss,total_loss
0,0.09934282302856445,0.3527495265007019,0.45209234952926636
7,0.09679707139730453,0.3514193892478943,0.4482164680957794
14,0.09434730559587479,0.3505089282989502,0.4448562264442444
21,0.09758734703063965,0.35002627968788147,0.4476136267185211
28,0.09268012642860413,0.3489299416542053,0.44161006808280945
35,0.09087812900543213,0.3484618067741394,0.43933993577957153
42,0.08719827234745026,0.34758102893829346,0.4347792863845825
49,0.08755175024271011,0.3473978042602539,0.4349495470523834
56,0.08617517352104187,0.346843957901001,0.43301913142204285
63,0.0751328244805336,0.34616732597351074,0.42130014300346375
70,0.07963518798351288,0.3457583785057068,0.42539358139038086
77,0.08292430639266968,0.34594592452049255,0.42887023091316223
84,0.0814329981803894,0.3449983596801758,0.4264313578605652
91,0.10207469761371613,0.3443867266178131,0.44646143913269043
98,0.06385811418294907,0.34368693828582764,0.4075450599193573
105,0.08243017643690109,0.3435271680355072,0.4259573519229889
112,0.09650599956512451,0.34369122982025146,0.440197229385376
119,0.09559888392686844,0.3442588746547699,0.43985775113105774
126,0.0868130698800087,0.3434647023677826,0.4302777647972107
133,0.0798296332359314,0.3430492579936981,0.4228788912296295
140,0.1082821935415268,0.3434354066848755,0.4517176151275635
147,0.11813561618328094,0.34386566281318665,0.4620012640953064
154,0.10226741433143616,0.34225526452064514,0.4445226788520813
161,0.08324471116065979,0.34235626459121704,0.42560097575187683
168,0.09779331088066101,0.34293046593666077,0.4407237768173218
175,0.10547441989183426,0.3432695269584656,0.44874393939971924
182,0.06675653159618378,0.3417745530605316,0.4085310697555542
189,0.10160166770219803,0.3434644937515259,0.4450661540031433
196,0.10339616239070892,0.34228044748306274,0.44567662477493286
203,0.10865215212106705,0.3424327075481415,0.45108485221862793
210,0.11010275036096573,0.342560350894928,0.4526630938053131
217,0.0982724279165268,0.3422643542289734,0.4405367970466614
224,0.08809664100408554,0.34223055839538574,0.4303272068500519
231,0.12298603355884552,0.342495322227478,0.46548134088516235
238,0.10072460025548935,0.34062936902046204,0.441353976726532
245,0.08684047311544418,0.3411904275417328,0.42803090810775757
252,0.06429487466812134,0.3407459259033203,0.40504080057144165
259,0.1122719869017601,0.3421797752380371,0.4544517695903778
266,0.10650023818016052,0.34135860204696655,0.4478588402271271
273,0.12929192185401917,0.3418375849723816,0.47112950682640076
280,0.06052200123667717,0.3400088846683502,0.4005308747291565
287,0.11400676518678665,0.3405170142650604,0.4545237720012665
294,0.10888191312551498,0.3407812714576721,0.4496631920337677
301,0.1482805609703064,0.3401510715484619,0.4884316325187683
308,0.1018141508102417,0.3419729173183441,0.4437870681285858
315,0.09523084759712219,0.3412420153617859,0.4364728629589081
322,0.0728982612490654,0.3411655128002167,0.41406378149986267
329,0.05627341568470001,0.3405922055244446,0.3968656063079834
336,0.06218079477548599,0.33910050988197327,0.40128129720687866
343,0.07671235501766205,0.34198233485221863,0.4186946749687195
350,0.051633071154356,0.340787410736084,0.3924204707145691
357,0.14572472870349884,0.3408491909503937,0.4865739345550537
364,0.0882902517914772,0.34070274233818054,0.42899298667907715
371,0.08485597372055054,0.34037119150161743,0.42522716522216797
378,0.1263616979122162,0.3416942059993744,0.4680559039115906
385,0.07519160956144333,0.341112345457077,0.41630396246910095
392,0.14787165820598602,0.3399936854839325,0.4878653287887573
399,0.07312668859958649,0.3402763307094574,0.4134030342102051
406,0.10998035222291946,0.3409661650657654,0.45094650983810425
413,0.07821135967969894,0.3396616578102112,0.4178730249404907
420,0.1645703762769699,0.3409360945224762,0.5055064558982849
427,0.06635065376758575,0.34061428904533386,0.4069649577140808
434,0.1539338082075119,0.3400523066520691,0.4939861297607422
441,0.12921108305454254,0.34196364879608154,0.4711747169494629
448,0.1555793732404709,0.34028351306915283,0.4958629012107849
455,0.09470836073160172,0.3404645323753357,0.4351728856563568
462,0.13148480653762817,0.3420891761779785,0.4735739827156067
469,0.15820731222629547,0.3410630524158478,0.49927037954330444
476,0.05909664183855057,0.3403640389442444,0.39946067333221436
483,0.07397043704986572,0.34049639105796814,0.41446682810783386
490,0.10183985531330109,0.3411408066749573,0.44298064708709717
497,0.15601611137390137,0.34084242582321167,0.49685853719711304
504,0.04275966435670853,0.3405504524707794,0.38331010937690735
511,0.05324872210621834,0.34129437804222107,0.3945431113243103
518,0.056108370423316956,0.3405759632587433,0.39668434858322144
525,0.0897117555141449,0.3410830795764923,0.4307948350906372
532,0.07844852656126022,0.34052711725234985,0.4189756512641907
539,0.14947989583015442,0.34174761176109314,0.49122750759124756
546,0.05370255187153816,0.3403702974319458,0.39407286047935486
553,0.03500114008784294,0.3403985798358917,0.37539970874786377
560,0.0328039713203907,0.3397321403026581,0.3725361227989197
567,0.05359470099210739,0.3399679362773895,0.3935626447200775
574,0.12187177687883377,0.3415260314941406,0.4633978009223938
581,0.052875813096761703,0.34140753746032715,0.39428335428237915
588,0.2524317502975464,0.34054091572761536,0.5929726362228394
595,0.030567780137062073,0.3409920036792755,0.3715597987174988
602,0.06141567975282669,0.34154877066612244,0.40296444296836853
609,0.11634444445371628,0.34152111411094666,0.45786556601524353
616,0.14138063788414001,0.34142762422561646,0.48280826210975647
623,0.11134126782417297,0.34146708250045776,0.45280835032463074
630,0.07256127893924713,0.3409287929534912,0.41349005699157715
637,0.06254620105028152,0.3404579758644104,0.40300416946411133
644,0.18779362738132477,0.34129074215888977,0.5290843844413757
651,0.06002546474337578,0.34082329273223877,0.40084874629974365
658,0.2452053725719452,0.3409346044063568,0.586139976978302
665,0.046024687588214874,0.34119927883148193,0.3872239589691162
672,0.0895552933216095,0.3401474058628082,0.4297026991844177
679,0.4161016643047333,0.3402160406112671,0.7563177347183228
686,0.022939451038837433,0.3392193019390106,0.36215874552726746
693,0.011720351874828339,0.34068426489830017,0.3524046242237091
700,0.1582806557416916,0.3404815196990967,0.49876219034194946
707,0.3026868999004364,0.3407726585865021,0.6434595584869385
714,0.03730050101876259,0.3401844799518585,0.3774849772453308
721,0.049181755632162094,0.34099143743515015,0.39017319679260254
728,0.23584432899951935,0.34121179580688477,0.5770561099052429
735,0.03756367415189743,0.3408491313457489,0.37841281294822693
742,0.02080739662051201,0.3396408259868622,0.3604482114315033
749,0.05874226242303848,0.3397989869117737,0.39854124188423157
756,0.06054206192493439,0.3403518497943878,0.4008939266204834
763,0.028805552050471306,0.3418065905570984,0.37061214447021484
770,0.13507042825222015,0.3399979770183563,0.4750683903694153
777,0.1097794622182846,0.34112536907196045,0.45090484619140625
784,0.072447270154953,0.34094932675361633,0.41339659690856934
791,0.0486154779791832,0.3404900133609772,0.38910549879074097
798,0.0,0.34010550379753113,0.34010550379753113
805,0.0,0.3406793475151062,0.3406793475151062
812,0.04686931148171425,0.3398635983467102,0.38673290610313416
819,0.0,0.3406243324279785,0.3406243324279785
826,0.0,0.34018224477767944,0.34018224477767944
833,0.0,0.3394181728363037,0.3394181728363037
840,0.04052386432886124,0.340078204870224,0.38060206174850464
847,0.0,0.33980056643486023,0.33980056643486023
854,0.0,0.3396337628364563,0.3396337628364563
861,0.0,0.34005680680274963,0.34005680680274963
868,0.0,0.3397104740142822,0.3397104740142822
875,0.0,0.3399989902973175,0.3399989902973175
882,0.0,0.33984285593032837,0.33984285593032837
889,0.0,0.3396756649017334,0.3396756649017334
896,0.0,0.3397563695907593,0.3397563695907593
903,0.0,0.3388828933238983,0.3388828933238983
910,0.0,0.33955708146095276,0.33955708146095276
917,0.0,0.3399270474910736,0.3399270474910736
924,0.0,0.33937108516693115,0.33937108516693115
931,0.0,0.3388609290122986,0.3388609290122986
938,0.0,0.33949190378189087,0.33949190378189087
945,0.0,0.33930954337120056,0.33930954337120056
952,0.0,0.33951354026794434,0.33951354026794434
959,0.0,0.33906811475753784,0.33906811475753784
966,0.0,0.3386330306529999,0.3386330306529999
973,0.0,0.338682621717453,0.338682621717453
980,0.0,0.33928197622299194,0.33928197622299194
987,0.0,0.3391767740249634,0.3391767740249634
994,0.0,0.3385978639125824,0.3385978639125824
1001,0.0,0.3385317623615265,0.3385317623615265
1008,0.0,0.3385746479034424,0.3385746479034424
1015,0.0,0.3384307622909546,0.3384307622909546
1022,0.0,0.3386356234550476,0.3386356234550476
1029,0.0,0.3384542167186737,0.3384542167186737
1036,0.0,0.3380272388458252,0.3380272388458252
1043,0.0,0.33874407410621643,0.33874407410621643
1050,0.0,0.3380720913410187,0.3380720913410187
1057,0.0,0.33826175332069397,0.33826175332069397
1064,0.0,0.33800414204597473,0.33800414204597473
1071,0.0,0.3365281820297241,0.3365281820297241
1078,0.0,0.3378693163394928,0.3378693163394928
1085,0.0,0.337971955537796,0.337971955537796
1092,0.0,0.3373372554779053,0.3373372554779053
1099,0.0,0.33807456493377686,0.33807456493377686
1106,0.0,0.3370630741119385,0.3370630741119385
1113,0.12618519365787506,0.3378496766090393,0.4640348553657532
1120,0.018144406378269196,0.33786970376968384,0.35601410269737244
1127,0.0,0.33910927176475525,0.33910927176475525
1134,0.05589539185166359,0.33942633867263794,0.39532172679901123
1141,0.0,0.33792644739151,0.33792644739151
1148,0.0,0.33804288506507874,0.33804288506507874
1155,0.0,0.33756518363952637,0.33756518363952637
1162,0.0,0.3379180431365967,0.3379180431365967
1169,0.0,0.33738404512405396,0.33738404512405396
1176,0.0,0.3379909098148346,0.3379909098148346
1183,0.0,0.33764612674713135,0.33764612674713135
1190,0.040352240204811096,0.33784541487693787,0.37819766998291016
1197,0.14865317940711975,0.3368445336818695,0.48549771308898926
1204,0.07243356853723526,0.33716827630996704,0.4096018373966217
1211,0.03899354115128517,0.33761706948280334,0.3766106069087982
1218,0.04920056462287903,0.33782511949539185,0.3870256841182709
1225,0.0,0.33707916736602783,0.33707916736602783
1232,0.011427022516727448,0.3370935618877411,0.34852057695388794
1239,0.03553984314203262,0.3376734256744385,0.3732132613658905
1246,0.0,0.3380816578865051,0.3380816578865051
1253,0.0,0.33732423186302185,0.33732423186302185
1260,0.0,0.33801862597465515,0.33801862597465515
1267,0.0,0.3383446931838989,0.3383446931838989
1274,0.0,0.3373851478099823,0.3373851478099823
1281,0.0,0.33729568123817444,0.33729568123817444
1288,0.0,0.33684608340263367,0.33684608340263367
1295,0.0,0.3367324769496918,0.3367324769496918
1302,0.0,0.3371332287788391,0.3371332287788391
1309,0.0,0.3370591402053833,0.3370591402053833
1316,0.0,0.3368764817714691,0.3368764817714691
1323,0.0,0.3362206518650055,0.3362206518650055
1330,0.0,0.3361108899116516,0.3361108899116516
1337,0.0,0.33621206879615784,0.33621206879615784
1344,0.0,0.33630210161209106,0.33630210161209106
1351,0.031227268278598785,0.33654120564460754,0.36776846647262573
1358,0.0,0.3370841443538666,0.3370841443538666
1365,0.0,0.3372766375541687,0.3372766375541687
1372,0.0,0.33726024627685547,0.33726024627685547
1379,0.0,0.3358888626098633,0.3358888626098633
1386,0.0,0.33558884263038635,0.33558884263038635
1393,0.0,0.33587396144866943,0.33587396144866943
1400,0.0,0.336576908826828,0.336576908826828
1407,0.0,0.3358921706676483,0.3358921706676483
1414,0.0,0.3361667990684509,0.3361667990684509
1421,0.0,0.33638596534729004,0.33638596534729004
1428,0.0,0.3360785245895386,0.3360785245895386
1435,0.0,0.33577099442481995,0.33577099442481995
1442,0.0,0.3361590504646301,0.3361590504646301
1449,0.0,0.33611005544662476,0.33611005544662476
1456,0.026916541159152985,0.3361606001853943,0.3630771338939667
1463,0.0,0.3353531062602997,0.3353531062602997
1470,0.0,0.3354800045490265,0.3354800045490265
1477,0.0,0.33573392033576965,0.33573392033576965
1484,0.0,0.33587968349456787,0.33587968349456787
1491,0.0,0.33605238795280457,0.33605238795280457
1498,0.0,0.33572283387184143,0.33572283387184143
1505,0.02298629842698574,0.3349131941795349,0.3578994870185852
1512,0.04409245774149895,0.33594733476638794,0.380039781332016
1519,0.0,0.3352576494216919,0.3352576494216919
1526,0.043607890605926514,0.3339124619960785,0.377520352602005
1533,0.0,0.33420732617378235,0.33420732617378235
1540,0.001349426805973053,0.3362307846546173,0.33758020401000977
1547,0.0,0.33596888184547424,0.33596888184547424
1554,0.049624718725681305,0.3358820378780365,0.3855067491531372
1561,0.0,0.33571016788482666,0.33571016788482666
1568,0.0,0.33643120527267456,0.33643120527267456
1575,0.0,0.3350594937801361,0.3350594937801361
1582,0.0,0.33411404490470886,0.33411404490470886
1589,0.0,0.3319794535636902,0.3319794535636902
1596,0.040127407759428024,0.3331149220466614,0.3732423186302185
1603,0.0,0.3319070637226105,0.3319070637226105
1610,0.0,0.3336164951324463,0.3336164951324463
1617,0.0,0.3326238989830017,0.3326238989830017
